codmovban|fecha_mov|tipban|numdoc|concepto|importe|dimporte|tasadolar|tiporg|concilia
V0021|20240102|ND|VD003180|DEP INV 297 REF 121552164|-300.0000||0.0000|ND|F
E0004|20240102|NC|VD003180|DEP INV 297 REF 121552164|300.0000||0.0000|NC|F
00001|20240108|CH|494333|CANC BONO ALIM DIC 23|-15844.4000||0.0000||F
00001|20240108|ND|494333|I.D.B. Doc No.:494333|-316.8900||0.0000|DB|F
00001|20240108|CH|4943331|COM OTROS BANCOS|-34.5600||0.0000||F
00001|20240108|ND|4943331|I.D.B. Doc No.:4943331|-0.6900||0.0000|DB|F
V0021|20240104|ND|VD003182|DEP DONDE IVAN FECHA 2612 REF 9511|-300.0000||0.0000|ND|F
E0004|20240104|NC|VD003182|DEP DONDE IVAN FECHA 2612 REF 9511|300.0000||0.0000|NC|F
00001|20240108|CH|654953|COM PAGO MOVIL|-2.4200||0.0000||F
00001|20240108|ND|654953|I.D.B. Doc No.:654953|-0.0500||0.0000|DB|F
E0004|20240105|TR|REF 1048|Canc.Multiple de CXC:|440.0000||0.0000|CA|F
00001|20240105|TR|29654953|Canc.Multiple de CXC:|161.3600||38.5100|CA|F
00001|20240108|CH|080123|AJUST DCMAL|-0.0900||0.0000||F
00003|20240108|CH|417199|CANC IVSS-FAOV DIC 23|-1688.6800||0.0000||F
00003|20240108|ND|417199|I.D.B. Doc No.:417199|-33.7700||0.0000|DB|F
00003|20240108|CH|4171991|COM PAGO MOVIL|-5.0600||0.0000||F
00003|20240108|ND|4171991|I.D.B. Doc No.:4171991|-0.1000||0.0000|DB|F
00003|20240108|DP|363677|RECP PRES ESP SENDAI|15000.0000||0.0000||F
00003|20240108|CH|363677|COM PAGO MOVIL|-225.0000||0.0000||F
00003|20240108|CH|439630|COM OTROS BANCOS|-48.0000||0.0000||F
00003|20240108|ND|439630|I.D.B. Doc No.:439630|-0.9600||0.0000|DB|F
E0003|20240108|ND|VD003184|CAMBIO EFEC DARIO ECO 151223|-350.0000||0.0000|ND|F
E0007|20240108|NC|VD003184|CAMBIO EFEC DARIO ECO 151223|350.0000||0.0000|NC|F
E0003|20240108|ND|VD003185|CAMBIO EFEC DARIO ECO 291223|-350.0000||0.0000|ND|F
E0007|20240108|NC|VD003185|CAMBIO EFEC DARIO ECO 291223|350.0000||0.0000|NC|F
E0003|20240108|DP|080123|RECP PREST SENDAI|1800.0000||0.0000||F
E0007|20240108|TR|DOUGLAS|Canc.Multiple de CXC:|200.0000||0.0000|CA|F
E0003|20240108|CH|080123|CANC APTO JR ABOGADO MONTERREAL|-1850.0000||0.0000||F
V0002|20240108|TR|ELITE CA|Canc.Multiple de CXC:|306.4400||0.0000|CA|F
00003|20240108|CH|562263|CANC IV TRI INCES 2023|-657.1500||0.0000||F
00003|20240108|ND|562263|I.D.B. Doc No.:562263|-13.1400||0.0000|DB|F
00003|20240108|ND|363677|I.D.B. Doc No.:363677|-4.5000||0.0000|DB|F
E0003|20240108|CH|080124|AJUST DCMAL|-0.0600||0.0000||F
E0015|20240108|TR|11083930|Canc.Multiple de CXC:|420.0000||0.0000|CA|F
E0015|20240108|TR|4454387|Canc.Multiple de CXC:|330.0000||0.0000|CA|F
00004|20240108|TR|120146|Canc.Multiple de CXC:|95.5300||35.7800|CA|F
E0015|20240108|TR|REF 4046|Canc.Multiple de CXC:|200.0300||0.0000|CA|F
E0015|20240108|CH|080124|AJUST DECIMAL|-0.0300||0.0000||F
00004|20240108|TR|22006|Canc.Multiple de CXC:|2881.0000||35.9300|CA|F
00004|20240108|TR|642069|Canc.Multiple de CXC:|7200.0000||35.9500|CA|F
00003|20240108|CH|309211|CANC FC 20 MIGUEL|-776.0000||0.0000||F
00003|20240108|ND|309211|I.D.B. Doc No.:309211|-15.5200||0.0000|DB|F
00003|20240108|CH|3092111|COM PAGO MOVIL|-2.3200||0.0000||F
00003|20240108|ND|3092111|I.D.B. Doc No.:3092111|-0.0500||0.0000|DB|F
V0099|20240108|DP|309211|RECP FC 20 MIGUEL|20.0000||0.0000||F
00003|20240109|TR|33546330|Canc.Multiple de CXC:|1646.0000||38.3800|CA|F
E0004|20240109|TR|10004143|Canc.Multiple de CXC:|400.0000||0.0000|CA|F
E0003|20240109|CH|090124|CANC MEDICINAS JR|-18.0000||0.0000||F
E0003|20240109|CH|0901241|CANC CAFE Y AZUCAR|-18.0000||0.0000||F
E0004|20240109|TR|15015310|Canc.Multiple de CXC:|500.0000||0.0000|CA|F
00004|20240109|CH|916683|COM DEPOSITO DIVISAS|-1140.0400||0.0000||F
00004|20240109|CH|556967|COM DEPOSITO DIVISAS|-105.8600||0.0000||F
00004|20240109|CH|115588|COM DEPOSITO DIVISAS|-53.5900||0.0000||F
00004|20240109|CH|741717|COM DEPOSITO DIVISAS|-268.0900||0.0000||F
00004|20240109|CH|715667|COM DEPOSITO DIVISAS|-125.4400||0.0000||F
00004|20240109|CH|552156|COM DEPOSITO DIVISAS|-53.8000||0.0000||F
00004|20240109|CH|041430|COM DEPOSITO DIVISAS|-71.8900||0.0000||F
00004|20240109|CH|845007|COM DEPOSITO DIVISAS|-79.0800||0.0000||F
00004|20240109|TR|141374|Canc.Multiple de CXC:|10009.2500||35.8100|CA|F
00004|20240109|TR|759424|Canc.Multiple de CXC:|12068.2900||35.9400|CA|F
E0007|20240109|TR|LEONEL R|Canc.Multiple de CXC:|280.5100||0.0000|CA|F
00004|20240109|CH|495964|CANC DELIV SR JUAN|-1238.8800||0.0000||F
00004|20240109|CH|4959641|COM PAGO MOVIL|-3.7200||0.0000||F
00004|20240109|CH|890914|CANC SR LUCY JR|-1494.0000||0.0000||F
00004|20240109|CH|8909141|COM PAGO MOVIL|-4.4800||0.0000||F
00004|20240109|CH|667093|CANC COMIDA JR|-467.0700||0.0000||F
00004|20240109|CH|6670931|COM PAGO MOVIL|-1.4000||0.0000||F
00004|20240109|CH|667440|CANC AGUA POTABLE|-380.0000||0.0000||F
00004|20240109|CH|6674401|COM PAGO MOVIL|-1.1400||0.0000||F
V0004|20240109|TR|DELICIAS|Canc.Multiple de CXC:|260.0000||0.0000|CA|F
00004|20240109|TR|11699126|Canc.Multiple de CXC:|4428.1600||35.9400|CA|F
00004|20240109|CH|45008|TRANSF AL PLAZA|-50000.0000||0.0000||F
00004|20240109|DP|45008|REVERSO TRANSF AL PLAZA|50000.0000||0.0000||F
E0003|20240109|TR|TODOCARS|Canc.Multiple de CXC:|255.3000||0.0000|CA|F
V0002|20240109|ND|VD003186|RECP EFECT YELITZA|-1285.0000||0.0000|ND|F
E0003|20240109|NC|VD003186|RECP EFECT YELITZA|1285.0000||0.0000|NC|F
V0019|20240109|ND|VD003187|RECP EFEC PEDRO|-1000.0000||0.0000|ND|F
E0003|20240109|NC|VD003187|RECP EFEC PEDRO|1000.0000||0.0000|NC|F
E0003|20240109|CH|0901242|CANC CIRRE SISTEMA RAFAEL|-120.0000||0.0000||F
E0003|20240109|CH|0901243|REIN PREST ESPECIAL SENDAI|-1800.0000||0.0000||F
E0003|20240109|CH|0901244|AJUSTE DECIMAL|-0.3000||0.0000||F
00004|20240109|CH|175053|CANC FRUTOS SECOS JR|-361.7700||0.0000||F
00004|20240109|CH|183810|CANC PROD DE LIMPIEZA|-688.0000||0.0000||F
00004|20240109|CH|DD9PPV|COMPRA MENUDEO 400*36,2979|-14519.1600||0.0000||F
00004|20240109|CH|DD9PPV1|COM COMPRA DIVISAS|-29.0400||0.0000||F
00004|20240109|CH|9MRXXT|COMPRA MENUDEO 400*36,2979|-14519.1600||0.0000||F
00004|20240109|CH|9MRXXT1|COM COMPRA DIVISAS|-29.0400||0.0000||F
00004|20240109|CH|WEB0O9|COMPRA MENUDEO 200*36,2979|-7259.5800||0.0000||F
00004|20240109|CH|WEB0O91|COM COMPRA DIVISAS|-14.5200||0.0000||F
E0004|20240109|DP|WEB0O91|RECEP MENUDEO 200*36,2979|200.0000||0.0000||F
E0004|20240109|DP|DD9PPV|RECEP MENUDEO 400*36,2979|400.0000||0.0000||F
E0004|20240109|DP|9MRXXT|RECEP MENUDEO 400*36,2979|400.0000||0.0000||F
E0007|20240109|TR|MANUEL 1|Canc.Multiple de CXC:|55.0000||0.0000|CA|F
E0007|20240109|TR|JOSE 090|Canc.Multiple de CXC:|120.0000||0.0000|CA|F
E0007|20240109|TR|MANUEL 0|Canc.Multiple de CXC:|600.0000||0.0000|CA|F
E0003|20240109|TR|CHUCHI 0|Canc.Multiple de CXC:|380.0000||0.0000|CA|F
V0004|20240110|ND|VD003188|CAMBIO ROBERTO 0901 ROBERTH PENA|-100.0000||0.0000|ND|F
E0007|20240110|NC|VD003188|CAMBIO ROBERTO 0901 ROBERTH PENA|100.0000||0.0000|NC|F
00004|20240110|CH|Q597YM|COMPRA MENUDEO 500*36,2763|-18138.1500||0.0000||F
00004|20240110|CH|Q597YM1|COM COMPRA MENUDEO|-36.2800||0.0000||F
00004|20240110|CH|XNNG5W|COMPRA MENUDEO 500*36,2763|-18138.1500||0.0000||F
00004|20240110|CH|XNNG5W1|COM COMPRA MENUDEO|-36.2800||0.0000||F
E0004|20240110|DP|Q594YM|RECEP MENUDEO 500*36,2763|500.0000||0.0000||F
E0004|20240110|DP|XNNG5W|RECEP MENUDEO 500*36,2763|500.0000||0.0000||F
E0004|20240110|DP|8726861|RECP MESA CAMB 500*36.15|500.0000||0.0000||F
00004|20240110|CH|8726861|COMPRA MESA CAMB 500*36,1500|-18075.0000||0.0000||F
00004|20240110|CH|2686101|COM COMPRA MESA CAMBIO|-21.6900||0.0000||F
00004|20240110|CH|873970|CANC FC 80 MIGUEL|-3004.0000||0.0000||F
00004|20240110|CH|8739701|COM PAGO MOVIL|-9.0100||0.0000||F
V0099|20240110|DP|873970|CANC FC 80 MIGUEL|80.0000||0.0000||F
V0099|20240110|DP|254163|CANC FC 60 MIGUEL|60.0000||0.0000||F
00004|20240110|CH|254163|CANC FC 60 MIGUEL|-2241.0000||0.0000||F
00004|20240110|CH|2541631|COM PAGO MOVIL|-6.7200||0.0000||F
00004|20240110|ND|VD003189|TRANSF AL PLAZA|-20000.0000||0.0000|ND|F
00001|20240110|NC|VD003189|TRANSF AL PLAZA|20000.0000||0.0000|NC|F
00001|20240110|CH|008631|COM PAGO MOVIL|-300.0000||0.0000||F
00001|20240110|ND|008631|I.D.B. Doc No.:008631|-6.0000||0.0000|DB|F
E0003|20240110|CH|100124|CANC TRAB CALENT APTO JR PROF MORO|-40.0000||0.0000||F
V0099|20240110|ND|VD003190|RECP FC 40 MIGUEL PRO MORO|-40.0000||0.0000|ND|F
E0003|20240110|NC|VD003190|RECP FC 40 MIGUEL PRO MORO|40.0000||0.0000|NC|F
00001|20240110|CH|502829|COM OTROS BANCOS|-60.0000||0.0000||F
00001|20240110|ND|502829|I.D.B. Doc No.:502829|-1.2000||0.0000|DB|F
00001|20240110|ND|VD003191|TRANSF AL BANESCO|-20000.0000||0.0000|ND|F
00003|20240110|NC|VD003191|TRANSF AL BANESCO|20000.0000||0.0000|NC|F
00003|20240110|CH|401173|CANC RET IVA 2DA QNA DIC 23|-3540.9000||0.0000||F
00003|20240110|CH|402162|CANC RET ISLR DIC 23|-2082.5500||0.0000||F
00003|20240110|CH|833268|REIN PREST ESPECIAL SENDAI|-15000.0000||0.0000||F
00003|20240110|ND|833268|I.D.B. Doc No.:833268|-300.0000||0.0000|DB|F
E0003|20240110|CH|1001241|CANC COM SR IVAN DIC 23|-113.0000||0.0000||F
00004|20240110|CH|828101|CANC PATENTE Y ASEO DIC 23|-4707.8100||0.0000||F
00004|20240110|CH|8281011|COM PAGO MOVIL|-14.1200||0.0000||F
00004|20240110|CH|829016|CANC HT VERTEDERO DIC 23|-427.2500||0.0000||F
00004|20240110|CH|8290161|COM PAGO MOVIL|-1.2800||0.0000||F
00004|20240110|CH|835822|CANC RENTA DIGITEL REDES SOCIALES|-69.4500||0.0000||F
00004|20240110|CH|8358221|COM PAGO MOVIL|-0.2100||0.0000||F
00003|20240110|CH|848350|CANC RENTA TLF OFICINA MOVISTAR|-608.7300||0.0000||F
00003|20240110|ND|848350|I.D.B. Doc No.:848350|-12.1700||0.0000|DB|F
E0004|20240110|TR|11234885|Canc.Multiple de CXC:|200.0000||0.0000|CA|F
00004|20240110|CH|875360|CANC CONDOMINIO JR|-3838.3900||0.0000||F
00004|20240110|CH|8753601|COM PAGO MOVIL|-11.5200||0.0000||F
00004|20240110|CH|899863|CANC FC 150 JUAN ESCALONA|-5686.5000||0.0000||F
00004|20240110|CH|8998631|COM PAGO MOVIL|-17.0600||0.0000||F
V0099|20240110|DP|899863|CANC FC 150 JUAN ESCALONA|150.0000||0.0000||F
00004|20240110|CH|182326|CANC CEPILLOS DE BARRER|-179.6000||0.0000||F
V0099|20240110|ND|VD003193|RECP FC 150 JUAN ESCALONA 100123|-150.0000||0.0000|ND|F
E0007|20240110|NC|VD003193|RECP FC 150 JUAN ESCALONA 100123|150.0000||0.0000|NC|F
V0004|20240110|TR|AUTO PAR|Canc.Multiple de CXC:|100.0000||0.0000|CA|F
V0004|20240111|TR|ASIATICO|Canc.Multiple de CXC:|300.0000||0.0000|CA|F
00004|20240111|CH|046930|CANC HIDROLARA|-4525.9200||0.0000||F
00004|20240111|CH|0469301|COM PAGO MOVIL|-13.5800||0.0000||F
E0003|20240111|CH|110123|CANC COMPRA GASOIL|-153.0000||0.0000||F
E0003|20240111|CH|110124|CANC TIMBRE FISC APTO JR SIMON|-60.0000||0.0000||F
V0004|20240111|TR|LUCHO 11|Canc.Multiple de CXC:|140.0000||0.0000|CA|F
V0001|20240111|TR|DISAUTOS|Canc.Multiple de CXC:|100.0000||0.0000|CA|F
00004|20240111|TR|04011044|Canc.Multiple de CXC:|19103.1900||35.9400|CA|F
V0002|20240111|TR|YANSA 11|Canc.Multiple de CXC:|150.0000||0.0000|CA|F
00004|20240111|TR|521063|Canc.Multiple de CXC:|7188.0000||35.9400|CA|F
E0004|20240111|TR|14385513|Canc.Multiple de CXC:|400.0000||0.0000|CA|F
E0015|20240111|ND|VD003194|RECP EFEC BANESCO CUENTA VERDE|-8300.0000||0.0000|ND|F
E0013|20240111|NC|VD003194|RECP EFEC BANESCO CUENTA VERDE|8300.0000||0.0000|NC|F
E0003|20240111|CH|1101241|CANC TALONARIOS MANO DURA|-280.0000||0.0000||F
00004|20240111|CH|128267|CANC COMISIONES GABRIEL DIC 23|-4830.1700||0.0000||F
00004|20240111|CH|1282671|COM PAGO MOVIL|-14.4900||0.0000||F
00004|20240111|CH|128539|CANC COMISIONES ERIC DIC 23|-383.3500||0.0000||F
00004|20240111|CH|1285391|COM PAGO MOVIL|-1.1500||0.0000||F
00004|20240111|CH|133058|CANC VIATIC JR Y FABIAN HOSPEDAJE|-15138.8800||0.0000||F
00004|20240111|CH|1330581|COM PAGO MOVIL|-45.4200||0.0000||F
00003|20240111|CH|514687|COM RETIRO DIVISAS|-2380.6900||0.0000||F
00003|20240111|ND|514687|I.D.B. Doc No.:514687|-47.6100||0.0000|DB|F
E0015|20240111|CH|514687|IGTF RETIRO DIVISAS|-249.0000||0.0000||F
00001|20240111|TR|242519|Canc.Multiple de CXC:|327.1600||35.9900|CA|F
00001|20240111|CH|467481|COM PAGO MOVIL|-4.9000||0.0000||F
00001|20240111|ND|467481|I.D.B. Doc No.:467481|-0.1000||0.0000|DB|F
00004|20240111|CH|WMJL1O|COMPRA MENUDEO 500*36,3031|-18151.5500||0.0000||F
00004|20240111|CH|WMJL1O1|COM COMPRA MENUDEO|-36.3000||0.0000||F
00004|20240111|CH|D10AR0|COMPRA MENUDEO 500*36,3031|-18151.5500||0.0000||F
00004|20240111|CH|D10AR01|COM COMPRA MENUDEO|-36.3000||0.0000||F
E0004|20240111|DP|D10AR0|RECEP MENUDEO 500*36,3031|500.0000||0.0000||F
E0004|20240111|DP|WMJL1O|RECEP MENUDEO 500*36,3031|500.0000||0.0000||F
E0013|20240112|ND|VD003195|TRANSF EFEC ENTRE CAJAS|-2000.0000||0.0000|ND|F
E0003|20240112|NC|VD003195|TRANSF EFEC ENTRE CAJAS|2000.0000||0.0000|NC|F
E0003|20240112|CH|120124|CANC TALLER SEGURO JR|-1100.0000||0.0000||F
00004|20240112|DP|13806|REIN PAGO MOVIL|43.0000||0.0000||F
00004|20240112|CH|262764|CANC FC 150 MIGUEL M|-5750.2000||0.0000||F
00004|20240112|CH|2627641|COM PAGO MOVIL|-17.2500||0.0000||F
E0007|20240112|TR|PEDRO GA|Canc.Multiple de CXC:|553.0100||0.0000|CA|F
E0003|20240112|CH|1201241|CANC PRORROGA FIRMA APTO JR SIMON|-200.0000||0.0000||F
00004|20240112|TR|641504|Canc.Multiple de CXC:|10782.0000||35.9400|CA|F
E0003|20240112|CH|1201242|CANC VIAT VAL-CCS DARIO 16AL1901|-300.0000||0.0000||F
E0003|20240112|CH|1201243|CANC ASIG VEHICULO DARIO ENE 24|-200.0000||0.0000||F
E0003|20240112|CH|1201244|CANC COMISION DARIO DIC 23|-1065.0000||0.0000||F
V0002|20240112|TR|MC VALEN|Canc.Multiple de CXC:|700.0000||0.0000|CA|F
E0007|20240112|TR|JESUS AG|Canc.Multiple de CXC:|550.0000||0.0000|CA|F
V0002|20240112|TR|DAVAL 12|Canc.Multiple de CXC:|100.0000||0.0000|CA|F
V0099|20240112|DP|262764|CANC FC 150 MIGUEL M|150.0000||0.0000||F
V0099|20240112|DP|364316|CANC FC 20 RAFAEL SISTEMA|20.0000||0.0000||F
00004|20240112|CH|364316|CANC FC 20 RAFAEL SISTEMA|-769.9000||0.0000||F
00004|20240112|CH|3643161|COM PAGO MOVIL|-2.3100||0.0000||F
00004|20240112|ND|VD003196|TRANSF AL PLAZA|-10000.0000||0.0000|ND|F
00001|20240112|NC|VD003196|TRANSF AL PLAZA|10000.0000||0.0000|NC|F
00004|20240112|CH|173530|CANC BOLSA PARA BASURA|-191.0000||0.0000||F
00001|20240112|CH|117741|COM PAGO MOVIL|-150.0000||0.0000||F
00001|20240112|ND|117741|I.D.B. Doc No.:117741|-3.0000||0.0000|DB|F
00001|20240112|CH|120124|CANC NOM 1RA QNA ENE 24|-4732.9500||0.0000||F
00001|20240112|ND|120124|I.D.B. Doc No.:120124|-94.6600||0.0000|DB|F
00001|20240112|CH|1201241|COM OTROS BANCOS|-9.9600||0.0000||F
00001|20240112|ND|1201241|I.D.B. Doc No.:1201241|-0.2000||0.0000|DB|F
E0003|20240112|DP|120124|RECP ALQUI-CONDO SENDAI ENE 24|780.0000||0.0000||F
00004|20240112|CH|181532|CANC AGUA MINERAL JR|-680.0000||0.0000||F
V0099|20240112|ND|VD003197|RECP FC 20 RAFAEL SISTEMAS|-20.0000||0.0000|ND|F
E0003|20240112|NC|VD003197|RECP FC 20 RAFAEL SISTEMAS|20.0000||0.0000|NC|F
00004|20240112|CH|136071|CANC FC 100 REACA|-3838.0000||0.0000||F
00004|20240112|CH|1360711|COM PAGO MOVIL|-11.5100||0.0000||F
E0003|20240112|DP|136071|RECP FC 100 REACA|100.0000||0.0000||F
E0003|20240112|TR|AUTOKAT|Canc.Multiple de CXC:|2000.0000||0.0000|CA|F
V0002|20240112|ND|VD003198|RECP EFEC YELITZA|-331.0000||0.0000||F
E0003|20240112|NC|VD003198|RECP EFEC YELITZA|331.0000||0.0000||F
V0019|20240112|TR|SAHARI 1|Canc.Multiple de CXC:|429.4500||0.0000|CA|F
V0002|20240112|CH|120124|CANC COMISIONES DIC 23|-804.5500||0.0000||F
V0018|20240112|CH|120124|CANC ULTIMO ABONO PRST ESPECIAL|-200.0000||0.0000||F
V0004|20240112|CH|120124|CANC ANT COM DIC 23|-190.0000||0.0000||F
V0004|20240112|CH|1201241|CANC COM DIC 23|-552.3000||0.0000||F
V0104|20240112|ND|VD003199|ABONO 4 CUOTA PREST ESPEC|-300.0000||0.0000|ND|F
V0004|20240112|NC|VD003199|ABONO 4 CUOTA PREST ESPEC|300.0000||0.0000|NC|F
E0003|20240112|CH|1201245|CANC REPAR TUBE A/A CHAVIEL|-10.0000||0.0000||F
V0004|20240115|TR|MONACO|Canc.Multiple de CXC:|480.0000||0.0000|CA|F
00004|20240115|TR|3018353|Canc.Multiple de CXC:|549.8100||36.0300|CA|F
V0021|20240115|TR|INV 297|Canc.Multiple de CXC:|200.0000||0.0000|CA|F
V0004|20240115|ND|VD003200|CAMBIO ROBERTO 0901|-80.0000||0.0000|ND|F
E0007|20240115|NC|VD003200|CAMBIO ROBERTO 0901|80.0000||0.0000|NC|F
V0004|20240115|ND|VD003201|CAMBIO ROBERTO JULIO 1301|-20.0000||0.0000|ND|F
E0007|20240115|NC|VD003201|CAMBIO ROBERTO JULIO 1301|20.0000||0.0000|NC|F
V0004|20240115|ND|VD003202|CAMBIO ROBERTO 1401 YOHANDRY|-170.0000||0.0000|ND|F
E0007|20240115|NC|VD003202|CAMBIO ROBERTO 1401 YOHANDRY|170.0000||0.0000|NC|F
E0007|20240115|TR|CHAFIK 1|Canc.Multiple de CXC:|900.0000||0.0000|CA|F
00004|20240115|TR|851520 1|Canc.Multiple de CXC:|310.9400||35.9900|CA|F
V0021|20240115|ND|VD003204|DEP 1201 REF 57331 ZHAGA|-22.0000||0.0000|ND|F
E0004|20240115|NC|VD003204|DEP 1201 REF 57331 ZHAGA|22.0000||0.0000|NC|F
V0002|20240115|ND|VD003207|RECP EFEC YELITZA|-800.0000||0.0000|ND|F
E0003|20240115|NC|VD003207|RECP EFEC YELITZA|800.0000||0.0000|NC|F
E0003|20240115|ND|VD003209|CAMBIO EFEC SANDRA 140124|-40.0000||0.0000|ND|F
E0007|20240115|NC|VD003209|CAMBIO EFEC SANDRA 140124|40.0000||0.0000|NC|F
E0003|20240115|ND|VD003210|CAMBIO EFEC ECO MINDED 120124|-350.0000||0.0000|ND|F
E0007|20240115|NC|VD003210|CAMBIO EFEC ECO MINDED 120124|350.0000||0.0000|NC|F
E0003|20240115|ND|VD003211|CAMBIO EFEC ECO MINDED 120124|-200.0000||0.0000|ND|F
E0007|20240115|NC|VD003211|CAMBIO EFEC ECO MINDED 120124|200.0000||0.0000|NC|F
V0030|20240115|TR|COVECA C|Canc.Multiple de CXC:|352.0900||0.0000|CA|F
V0030|20240115|ND|VD003212|RECP EFEC COVECA CAB|-360.0000||0.0000|ND|F
E0003|20240115|NC|VD003212|RECP EFEC COVECA CAB|360.0000||0.0000|NC|F
00004|20240115|TR|26187 15|Canc.Multiple de CXC:|4387.5100||36.0400|CA|F
E0003|20240115|CH|150124|CANC NOM 1RA QNA ENE 24|-940.0000||0.0000||F
E0013|20240115|CH|150124|CANC VIATICO JR CCS FABIAN|-500.0000||0.0000||F
00004|20240115|CH|130675|CANC FC 40 ADRIANA|-1526.4000||0.0000||F
00004|20240115|CH|1306751|COM PAGO MOVIL|-4.5800||0.0000||F
E0007|20240115|TR|LEONEL R|Canc.Multiple de CXC:|318.6200||0.0000|CA|F
V0099|20240115|DP|130675|CANC FC 40 ADRIANA|40.0000||0.0000||F
00004|20240115|CH|136313|CANC PERSONAL OMAR|-414.0300||0.0000||F
00004|20240115|CH|1363131|COM PAGO MOVIL|-1.2400||0.0000||F
E0007|20240115|TR|MARIA ER|Canc.Multiple de CXC:|1000.0000||0.0000|CA|F
00004|20240115|CH|152664|CANC FC 20 ADRIANA|-760.0000||0.0000||F
00004|20240115|CH|1526641|COM PAGO MOVIL|-2.2800||0.0000||F
V0099|20240115|DP|152664|CANC FC 20 ADRIANA|20.0000||0.0000||F
V0099|20240115|ND|VD003213|RECP FC 30 ADRIANA|-30.0000||0.0000|ND|F
E0003|20240115|NC|VD003213|RECP FC 30 ADRIANA|30.0000||0.0000|NC|F
V0002|20240115|TR|UNION 15|Canc.Multiple de CXC:|210.0000||0.0000|CA|F
V0001|20240115|ND|VD003216|RECP EFECT DISAUTO|-100.0000||0.0000|ND|F
E0003|20240115|NC|VD003216|RECP EFECT DISAUTO|100.0000||0.0000|NC|F
V0002|20240115|ND|VD003217|RECP EFEC UNION|-210.0000||0.0000|ND|F
E0003|20240115|NC|VD003217|RECP EFEC UNION|210.0000||0.0000|NC|F
E0003|20240115|ND|VD003218|CANC ANT FLETE MIGUEL|-310.0000||0.0000|ND|F
V0099|20240115|NC|VD003218|CANC ANT FLETE MIGUEL|310.0000||0.0000|NC|F
E0003|20240115|ND|VD003219|CAMBIO EFEC KIRSY 150124|-60.0000||0.0000|ND|F
E0007|20240115|NC|VD003219|CAMBIO EFEC KIRSY 150124|60.0000||0.0000|NC|F
E0003|20240115|ND|VD003220|CAMBIO EFECT KIRSY 150124|-10.0000||0.0000|ND|F
E0007|20240115|NC|VD003220|CAMBIO EFECT KIRSY 150124|10.0000||0.0000|NC|F
E0003|20240115|TR|COVECA 1|Canc.Multiple de CXC:|290.0100||0.0000|CA|F
