codmovcli|numdoc|tipo|emision|importe|formapag|banco|moneda|tasadolar|numpag
00000101|00335133|FC|20230208|-714.7600|||US$|0.0000|
00000101|00335133|NC|20230206|98.5900|||US$|0.0000|
00000101|00335133|NC|20230208|0.0000||||0.0000|
00000005|00269434|FC|20230213|-7652.5400|||US$|0.0000|
00000005|00269434|NC|20230213|757.4900|||US$|0.0000|
00000005|00269434|NC|20230213|189.3700||||0.0000|
00000005|00269479|FC|20230213|-384.5400|||US$|0.0000|
00000005|00269479|NC|20230213|37.7900|||US$|0.0000|
00000005|00269479|NC|20230213|9.4500||||0.0000|
00000005|00285693|FC|20230222|-83.4600|||US$|0.0000|
00000005|00285693|NC|20230222|8.2600|||US$|0.0000|
00000005|00285693|NC|20230222|2.0600||||0.0000|
00000005|00285650|FC|20230222|-247.9000|||US$|0.0000|
00000005|00285650|NC|20230222|23.9900|||US$|0.0000|
00000005|00285650|NC|20230222|6.4800||||0.0000|
00000100|00017337|FC|20230227|-1558.0000|||US$|0.0000|
00000100|00017337|NC|20230227|161.1700|||US$|0.0000|
00000100|00017337|NC|20230227|26.8600||||0.0000|
00000005|00299271|FC|20230228|-2555.7000|||US$|0.0000|
00000005|00299271|NC|20230228|253.6300|||US$|0.0000|
00000005|00299271|NC|20230228|63.4100||||0.0000|
00000005|00313261|FC|20230306|-5005.6200|||US$|0.0000|
00000005|00313261|NC|20230306|503.2000|||US$|0.0000|
00000005|00313261|NC|20230306|125.8000||||0.0000|
00000101|00346185|FC|20230309|-1461.8800|||US$|0.0000|
00000101|00346185|NC|20230302|201.6400|||US$|0.0000|
00000101|00346185|NC|20230309|0.0000||||0.0000|
00000005|00331203|FC|20230313|-4661.9300|||US$|0.0000|
00000005|00331203|NC|20230313|457.9500|||US$|0.0000|
00000005|00331203|NC|20230313|114.4900||||0.0000|
00000005|00347146|FC|20230320|-1431.3500|||US$|0.0000|
00000005|00347146|NC|20230320|138.5200|||US$|0.0000|
00000005|00347146|NC|20230320|34.6300||||0.0000|
00000005|00347271|FC|20230320|-401.7500|||US$|0.0000|
00000005|00347271|NC|20230320|40.4000|||US$|0.0000|
00000005|00347271|NC|20230320|10.1000||||0.0000|
00000005|00363333|FC|20230327|-53019.5400|||US$|0.0000|
00000005|00363333|NC|20230327|5413.6500|||US$|0.0000|
00000005|00363333|NC|20230327|1353.4100||||0.0000|
00000005|00363422|FC|20230327|-84.3700|||US$|0.0000|
00000005|00363422|NC|20230327|8.4000|||US$|0.0000|
00000005|00363422|NC|20230327|2.1000||||0.0000|
00000100|00181142|FC|20230327|-1556.7200|||US$|0.0000|
00000100|00181142|NC|20230327|161.0400|||US$|0.0000|
00000100|00181142|NC|20230327|26.8400||||0.0000|
00000005|00382764|FC|20230403|-491.3200|||US$|0.0000|
00000005|00382764|NC|20230403|48.0100|||US$|0.0000|
00000005|00382764|NC|20230403|12.0000||||0.0000|
00000005|00382713|FC|20230403|-10306.8300|||US$|0.0000|
00000005|00382713|NC|20230403|1030.5600|||US$|0.0000|
00000005|00382713|NC|20230403|257.6400||||0.0000|
00000005|00391448|FC|20230411|-7570.6600|||US$|0.0000|
00000005|00391448|NC|20230410|762.0600|||US$|0.0000|
00000005|00391448|NC|20230411|196.6400||||0.0000|
00000101|00356888|FC|20230411|-3146.1400|||US$|0.0000|
00000101|00356888|NC|20230410|433.9500|||US$|0.0000|
00000101|00356888|NC|20230411|0.0000||||0.0000|
00000005|00407866|FC|20230417|-25166.3700|||US$|0.0000|
00000005|00407866|NC|20230417|2535.2300|||US$|0.0000|
00000005|00407866|NC|20230417|633.8100||||0.0000|
00000005|00424157|FC|20230424|-14523.0700|||US$|0.0000|
00000005|00424157|NC|20230424|1461.2600|||US$|0.0000|
00000005|00424157|NC|20230424|365.3200||||0.0000|
00000100|00018946|FC|20230424|-1572.6700|||US$|0.0000|
00000100|00018946|NC|20230424|162.6900|||US$|0.0000|
00000100|00018946|NC|20230424|27.1200||||0.0000|
00000005|00443363|FC|20230502|-14124.4300|||US$|0.0000|
00000005|00443363|NC|20230502|1410.9900|||US$|0.0000|
00000005|00443363|NC|20230502|352.7500||||0.0000|
00000005|00461461|FC|20230509|-11394.5100|||US$|0.0000|
00000005|00461461|NC|20230508|1126.7300|||US$|0.0000|
00000005|00461461|NC|20230509|281.6800||||0.0000|
00000005|00461673|FC|20230509|-1350.1000|||US$|0.0000|
00000005|00461673|NC|20230508|131.0400|||US$|0.0000|
00000005|00461673|NC|20230509|32.7600||||0.0000|
00000101|00368033|FC|20230510|-753.7300|||US$|0.0000|
00000101|00368033|NC|20230510|103.9600|||US$|0.0000|
00000101|00368033|NC|20230510|0.0000||||0.0000|
00000005|00482630|FC|20230515|-5633.6900|||US$|0.0000|
00000005|00482630|NC|20230515|545.2000|||US$|0.0000|
00000005|00482630|NC|20230515|136.3000||||0.0000|
00000005|00482688|FC|20230515|-453.5700|||US$|0.0000|
00000005|00482688|NC|20230515|44.5200|||US$|0.0000|
00000005|00482688|NC|20230515|11.1300||||0.0000|
00000100|0019630|FC|20230519|-1652.6100|||US$|0.0000|
00000100|0019630|NC|20230519|170.9600|||US$|0.0000|
00000100|0019630|NC|20230519|28.4900||||0.0000|
00000100|0019630|CA|20230519|1453.1600|TR||US$|0.0000|827402
00000005|00501699|FC|20230522|-19924.8900|||US$|0.0000|
00000005|00501699|NC|20230522|2021.6000|||US$|0.0000|
00000005|00501699|NC|20230522|505.4000||||0.0000|
00000005|00501753|FC|20230522|-250.2500|||US$|0.0000|
00000005|00501753|NC|20230522|24.5600|||US$|0.0000|
00000005|00501753|NC|20230522|6.1400||||0.0000|
00000005|00501699|CA|20230525|17397.8900|TR||US$|0.0000|145199
00000005|00501753|CA|20230525|219.5500|TR||US$|0.0000|145199
00000005|00520285|FC|20230530|-11953.3600|||US$|0.0000|
00000005|00520285|NC|20230529|1197.8500|||US$|0.0000|
00000005|00520285|NC|20230530|299.4600||||0.0000|
00000005|00520340|FC|20230530|-650.3600|||US$|0.0000|
00000005|00520340|NC|20230529|63.3700|||US$|0.0000|
00000005|00520340|NC|20230530|15.8400||||0.0000|
00000005|00539500|FC|20230605|-296.2400|||US$|0.0000|
00000005|00539500|NC|20230605|29.4800|||US$|0.0000|
00000005|00539500|NC|20230605|7.3700||||0.0000|
00000005|00539436|FC|20230605|-14177.9400|||US$|0.0000|
00000005|00539436|NC|20230605|1424.0000|||US$|0.0000|
00000005|00539436|NC|20230605|356.0000||||0.0000|
00000005|00558194|FC|20230612|-24980.4100|||US$|0.0000|
00000005|00558194|NC|20230612|2514.2300|||US$|0.0000|
00000005|00558194|NC|20230612|628.5600||||0.0000|
00000005|00558263|FC|20230612|-250.9700|||US$|0.0000|
00000005|00558263|NC|20230612|24.6400|||US$|0.0000|
00000005|00558263|NC|20230612|6.1600||||0.0000|
00000005|00558194|CA|20230614|21837.6200|TR||US$|0.0000|7027344
00000005|00558263|CA|20230614|220.1700|TR||US$|0.0000|7027344
00000100|0020493|FC|20230615|-1729.3200|||US$|0.0000|
00000100|0020493|NC|20230615|178.8900|||US$|0.0000|
00000100|0020493|NC|20230615|29.8200||||0.0000|
00000100|0020493|CA|20230615|1520.6100|TR||US$|0.0000|5654744
00000005|00580134|FC|20230619|-38270.6600|||US$|0.0000|
00000005|00580134|NC|20230619|3913.0100|||US$|0.0000|
00000005|00580134|NC|20230619|978.2500||||0.0000|
00000005|00580134|CA|20230623|33379.4000|TR||US$|0.0000|3279671
00000005|00599206|FC|20230627|-23132.7100|||US$|0.0000|
00000005|00599206|NC|20230626|2328.2200|||US$|0.0000|
00000005|00599206|NC|20230627|582.0600||||0.0000|
00000005|00599206|CA|20230627|20222.4300|TR||US$|0.0000|5258858
00000101|00378490|FC|20230612|-1675.1800|||US$|0.0000|
00000101|00378490|NC|20230609|231.0600|||US$|0.0000|
00000101|00378490|NC|20230612|0.0000||||0.0000|
00000005|00618793|FC|20230706|-15735.5300|||US$|0.0000|
00000005|00618793|NC|20230703|1577.1900|||US$|0.0000|
00000005|00618793|NC|20230706|394.3000||||0.0000|
00000005|00618869|FC|20230706|-2447.2200|||US$|0.0000|
00000005|00618869|NC|20230703|242.0600|||US$|0.0000|
00000005|00618869|NC|20230706|60.5100||||0.0000|
00000005|00618793|CA|20230706|13764.0400|TR||US$|0.0000|267256
00000005|00618869|CA|20230706|2144.6500|TR||US$|0.0000|267256
00000005|00636607|FC|20230711|-8345.1100|||US$|0.0000|
00000005|00636607|NC|20230710|832.0400|||US$|0.0000|
00000005|00636607|NC|20230711|208.0100||||0.0000|
00000005|00636664|FC|20230711|-493.1900|||US$|0.0000|
00000005|00636664|NC|20230710|48.4800|||US$|0.0000|
00000005|00636664|NC|20230711|12.1200||||0.0000|
00000101|00388729|FC|20230711|-1579.4300|||US$|0.0000|
00000101|00388729|NC|20230711|217.8500|||US$|0.0000|
00000101|00388729|NC|20230711|0.0000||||0.0000|
00000005|00636607|CA|20230712|7305.0600|TR||US$|0.0000|649469
00000005|00636664|CA|20230712|432.5900|TR||US$|0.0000|649469
00000005|00659829|FC|20230717|-18043.1800|||US$|0.0000|
00000005|00659829|NC|20230717|1830.1500|||US$|0.0000|
00000005|00659829|NC|20230717|457.5400||||0.0000|
00000005|00659829|CA|20230719|15755.4900|TR||US$|0.0000|012543
00000100|0021470|FC|20230718|-1829.1100|||US$|0.0000|
00000100|0021470|NC|20230718|189.2200|||US$|0.0000|
00000100|0021470|NC|20230718|31.5400||||0.0000|
00000005|00681798|FC|20230725|-9264.2100|||US$|0.0000|
00000005|00681798|NC|20230725|910.0700|||US$|0.0000|
00000005|00681798|NC|20230725|227.5200||||0.0000|
00000005|00681863|FC|20230725|-831.2200|||US$|0.0000|
00000005|00681863|NC|20230725|81.5900|||US$|0.0000|
00000005|00681863|NC|20230725|20.4000||||0.0000|
00000005|00681798|CA|20230726|8126.6200|TR||US$|0.0000|872561
00000005|00681863|CA|20230726|729.2300|TR||US$|0.0000|872561
00000005|00699938|FC|20230731|-19024.9100|||US$|0.0000|
00000005|00699938|NC|20230731|1951.4000|||US$|0.0000|
00000005|00699938|NC|20230731|487.8500||||0.0000|
00000005|00699938|CA|20230804|16585.6600|TR||US$|0.0000|9061518
00000005|00721039|FC|20230807|-39596.8600|||US$|0.0000|
00000005|00721039|NC|20230807|4034.0500|||US$|0.0000|
00000005|00721039|NC|20230807|1008.5100||||0.0000|
00000005|00721105|FC|20230807|-416.6300|||US$|0.0000|
00000005|00721105|NC|20230807|40.7700|||US$|0.0000|
00000005|00721105|NC|20230807|10.1900||||0.0000|
00000005|00721105|CA|20230808|365.6700|TR||US$|0.0000|740817
00000005|00721039|CA|20230808|34554.3000|TR||US$|0.0000|742088
00000101|00398701|FC|20230808|-2608.1200|||US$|0.0000|
00000101|00398701|NC|20230808|359.7400|||US$|0.0000|
00000101|00398701|NC|20230808|0.0000||||0.0000|
00000005|00744097|FC|20230814|-2236.6900|||US$|0.0000|
00000005|00744097|NC|20230814|230.7500|||US$|0.0000|
00000005|00744097|NC|20230814|57.6900||||0.0000|
00000005|00744036|FC|20230814|-27202.7700|||US$|0.0000|
00000005|00744036|NC|20230814|2786.4300|||US$|0.0000|
00000005|00744036|NC|20230814|696.6100||||0.0000|
00000100|00022303|FC|20230815|-2011.3000|||US$|0.0000|
00000100|00022303|NC|20230815|208.0700|||US$|0.0000|
00000100|00022303|NC|20230815|34.6800||||0.0000|
00000100|00022303|CA|20230817|1768.5500|TR||US$|0.0000|976543
00000005|00744036|CA|20230817|23719.7300|TR||US$|0.0000|370014
00000005|00744097|CA|20230817|1948.2500|TR||US$|0.0000|370014
00000005|00764462|FC|20230821|-19904.8700|||US$|0.0000|
00000005|00764462|NC|20230821|2031.9400|||US$|0.0000|
00000005|00764462|NC|20230821|507.9800||||0.0000|
00000005|00764515|FC|20230821|-1594.6000|||US$|0.0000|
00000005|00764515|NC|20230821|155.0500|||US$|0.0000|
00000005|00764515|NC|20230821|38.7600||||0.0000|
00000005|00764462|CA|20230825|17364.9500|TR||US$|0.0000|137804
00000005|00764515|CA|20230825|1400.7900|TR||US$|0.0000|137804
00000005|00785843|FC|20230828|-13685.3300|||US$|0.0000|
00000005|00785843|NC|20230828|1366.1600|||US$|0.0000|
00000005|00785843|NC|20230828|341.5400||||0.0000|
00000005|00785905|FC|20230828|-1556.4100|||US$|0.0000|
00000005|00785905|NC|20230828|152.1600|||US$|0.0000|
00000005|00785905|NC|20230828|38.0400||||0.0000|
00000005|00785843|CA|20230904|11977.6300|TR||US$|0.0000|430610
00000005|00785905|CA|20230904|1366.2100|TR||US$|0.0000|430610
00000101|00408023|CA|20230906|2995.0300|TR||US$|0.0000|755867
00000005|00806182|CA|20230907|14600.7000|TR||US$|0.0000|476636
00000005|00828113|CA|20230913|7327.5000|TR||US$|0.0000|2082247
00000101|00408023|FC|20230906|-3474.2300|||US$|0.0000|
00000101|00408023|NC|20230906|479.2000|||US$|0.0000|
00000101|00408023|NC|20230906|0.0000||||0.0000|
00000005|00806182|FC|20230904|-16681.9700|||US$|0.0000|
00000005|00806182|NC|20230904|1665.0200|||US$|0.0000|
00000005|00806182|NC|20230904|416.2500||||0.0000|
00000005|00828113|FC|20230911|-8335.8700|||US$|0.0000|
00000005|00828113|NC|20230911|806.7000|||US$|0.0000|
00000005|00828113|NC|20230911|201.6700||||0.0000|
00000005|00848904|FC|20230918|-461.9000|||US$|0.0000|
00000005|00848904|NC|20230918|45.9500|||US$|0.0000|
00000005|00848904|NC|20230918|11.4900||||0.0000|
00000100|00023251|FC|20230919|-2148.0300|||US$|0.0000|
00000100|00023251|NC|20230919|222.2100|||US$|0.0000|
00000100|00023251|NC|20230919|37.0400||||0.0000|
00000105|00021844|FC|20230919|-354.0000|||US$|0.0000|
00000105|00021844|NC|20230919|36.6200|||US$|0.0000|
00000105|00021844|NC|20230919|0.0000||||0.0000|
00000106|00003593|FC|20230919|-2855.7100|||US$|0.0000|
00000106|00003593|NC|20230919|295.4200|||US$|0.0000|
00000106|00003593|NC|20230919|0.0000||||0.0000|
00000106|00003593|CA|20230919|2560.2900|TR||US$|0.0000|569080
00000100|00023251|CA|20230919|1888.7800|TR||US$|0.0000|492322
00000005|00848835|CA|20230922|19549.9900|TR||US$|0.0000|451940
00000005|00848904|CA|20230922|404.4600|TR||US$|0.0000|451940
00000005|00870048|FC|20230925|-33508.1300|||US$|0.0000|
00000005|00870048|NC|20230925|3354.1300|||US$|0.0000|
00000005|00870048|NC|20230925|838.5300||||0.0000|
00000005|00870115|FC|20230925|-408.7900|||US$|0.0000|
00000005|00870115|NC|20230925|40.0000|||US$|0.0000|
00000005|00870115|NC|20230925|10.0000||||0.0000|
00000005|00870048|CA|20230928|29315.4700|TR||US$|0.0000|627876
00000005|00870115|CA|20230928|358.7900|TR||US$|0.0000|627876
00000005|00892345|FC|20231002|-6443.9700|||US$|0.0000|
00000005|00892345|NC|20231002|623.6100|||US$|0.0000|
00000005|00892345|NC|20231002|155.9000||||0.0000|
00000005|00892413|FC|20231002|-1354.7400|||US$|0.0000|
00000005|00892413|NC|20231002|133.3200|||US$|0.0000|
00000005|00892413|NC|20231002|33.3300||||0.0000|
00000105|00110947|FC|20231002|-1731.2700|||US$|0.0000|
00000105|00110947|NC|20231002|158.2300|||US$|0.0000|
00000105|00110947|NC|20231002|0.0000||||0.0000|
00000005|00848835|FC|20230918|-22381.6400|||US$|0.0000|
00000005|00848835|NC|20230918|2265.3200|||US$|0.0000|
00000005|00848835|NC|20230918|580.8400||||0.0000|
00000107|7522|FC|20231005|-6577.2000|||US$|0.0000|
00000107|7522|NC|20231005|680.4000|||US$|0.0000|
00000107|7522|NC|20231005|113.4000||||0.0000|
00000107|7522|CA|20231006|5783.4000|TR||US$|0.0000|933657
00000005|00914416|FC|20231009|-26041.9500|||US$|0.0000|
00000005|00914416|NC|20231009|2630.2500|||US$|0.0000|
00000005|00914416|NC|20231009|676.0500||||0.0000|
00000005|00914505|FC|20231009|-4069.1900|||US$|0.0000|
00000005|00914505|NC|20231009|406.5600|||US$|0.0000|
00000005|00914505|NC|20231009|105.8100||||0.0000|
00000005|00892345|CA|20231009|5664.4600|TR||US$|0.0000|7056734
00000005|00892413|CA|20231009|1188.0900|TR||US$|0.0000|7056734
00000005|00914416|CA|20231016|22735.6500|TR||US$|0.0000|264434
00000005|00914505|CA|20231016|3556.8200|TR||US$|0.0000|264434
00000005|00933570|CA|20231019|11436.1900|TR||US$|0.0000|793875
00000005|00933648|CA|20231019|263.8400|TR||US$|0.0000|793875
00000005|00933570|FC|20231016|-13081.4500|||US$|0.0000|
00000005|00933570|NC|20231016|1305.0200|||US$|0.0000|
00000005|00933570|NC|20231016|326.2600||||0.0000|
00000005|00933648|FC|20231016|-301.2700|||US$|0.0000|
00000005|00933648|NC|20231016|29.5800|||US$|0.0000|
00000005|00933648|NC|20231016|7.3900||||0.0000|
00000005|00933570|CA|20231019|13.9800|TR||US$|0.0000|3072103
00000005|00933648|CA|20231019|0.4600|TR||US$|0.0000|3072103
00000100|00024185|FC|20231020|-2223.9600|||US$|0.0000|
00000100|00024185|NC|20231020|230.0700|||US$|0.0000|
00000100|00024185|NC|20231020|38.3400||||0.0000|
00000100|00024185|CA|20231020|1955.5500|TR||US$|0.0000|705232
00000105|00026601|FC|20231023|-3190.4700|||US$|0.0000|
00000105|00026601|NC|20231023|249.0100|||US$|0.0000|
00000105|00026601|NC|20231023|0.0000||||0.0000|
00000105|00026601|CA|20231023|2941.4600|TR||US$|0.0000|1000007
00000005|00956597|FC|20231025|-12726.3400|||US$|0.0000|
00000005|00956597|NC|20231023|1268.2200|||US$|0.0000|
00000005|00956597|NC|20231025|317.0600||||0.0000|
00000005|00956597|CA|20231030|11141.0600|TR||US$|0.0000|708393
00000005|00983807|FC|20231030|-48104.4800|||US$|0.0000|
00000005|00983807|NC|20231030|4870.1300|||US$|0.0000|
00000005|00983807|NC|20231030|1217.5300||||0.0000|
00000005|00983869|FC|20231030|-412.7400|||US$|0.0000|
00000005|00983869|NC|20231030|40.4100|||US$|0.0000|
00000005|00983869|NC|20231030|10.1000||||0.0000|
00000005|01007527|FC|20231106|-6298.4400|||US$|0.0000|
00000005|01007527|NC|20231106|643.8600|||US$|0.0000|
00000005|01007527|NC|20231106|160.9700||||0.0000|
00000005|01007446|FC|20231106|-16244.0100|||US$|0.0000|
00000005|01007446|NC|20231106|1609.5400|||US$|0.0000|
00000005|01007446|NC|20231106|402.3800||||0.0000|
00000005|00983807|CA|20231106|42016.8200|TR||US$|0.0000|615094
00000005|00983869|CA|20231106|362.2300|TR||US$|0.0000|615094
00000005|01019327|FC|20231109|-901.9000|||US$|0.0000|
00000005|01019327|NC|20231108|93.3000|||US$|0.0000|
00000005|01019327|NC|20231109|0.0000||||0.0000|
00000005|01019327|CA|20231109|808.6000|TR||US$|0.0000|199319
00000101|00251653|FC|20220608|-1069.3900|||US$|0.0000|
00000101|00251653|NC|20220607|147.5000|||US$|0.0000|
00000101|00420363|FC|20231109|-4356.9300|||US$|0.0000|
00000101|00420363|NC|20231011|600.9600|||US$|0.0000|
00000101|00420363|NC|20231109|0.0000||||0.0000|
00000101|00429246|FC|20231109|-3974.5200|||US$|0.0000|
00000101|00429246|NC|20231108|548.2100|||US$|0.0000|
00000101|00429246|NC|20231109|0.0000||||0.0000|
00000005|01007446|CA|20231113|14232.0900|TR||US$|0.0000|436684
00000005|01007527|CA|20231113|5493.6100|TR||US$|0.0000|436684
00000005|01033154|FC|20231114|-39354.7300|||US$|0.0000|
00000005|01033154|NC|20231113|3987.3900|||US$|0.0000|
00000005|01033154|NC|20231114|996.8500||||0.0000|
00000108|00000461|FC|20231114|-397029.7900|||US$|0.0000|
00000108|00000461|NC|20231026|41072.0500|||US$|0.0000|
00000108|00000461|NC|20231114|0.0000||||0.0000|
00000108|00000462|FC|20231114|-718325.4100|||US$|0.0000|
00000108|00000462|NC|20231026|74309.5200|||US$|0.0000|
00000108|00000462|NC|20231114|0.0000||||0.0000|
00000100|00025063|FC|20231117|-2260.4200|||US$|0.0000|
00000100|00025063|NC|20231117|233.8400|||US$|0.0000|
00000100|00025063|NC|20231117|38.9700||||0.0000|
00000100|00025063|CA|20231117|1987.6100|TR||US$|0.0000|7174561
00000005|01033154|CA|20231120|34370.4900|TR||US$|0.0000|1396885
00000005|01057735|FC|20231120|-17436.4900|||US$|0.0000|
00000005|01057735|NC|20231120|1746.6600|||US$|0.0000|
00000005|01057735|NC|20231120|436.6700||||0.0000|
00000005|01057815|FC|20231120|-431.9200|||US$|0.0000|
00000005|01057815|NC|20231120|42.2600|||US$|0.0000|
00000005|01057815|NC|20231120|11.2700||||0.0000|
00000005|01083262|FC|20231127|-39435.0100|||US$|0.0000|
00000005|01083262|NC|20231127|4032.9200|||US$|0.0000|
00000005|01083262|NC|20231127|1008.2300||||0.0000|
00000005|01083329|FC|20231127|-460.3200|||US$|0.0000|
00000005|01083329|NC|20231127|45.5300|||US$|0.0000|
00000005|01083329|NC|20231127|11.3800||||0.0000|
00000005|01057735|CA|20231127|15253.1600|TR||US$|0.0000|136282
00000005|01057815|CA|20231127|378.3900|TR||US$|0.0000|136282
00000005|01098260|FC|20231130|-26569.8100|||US$|0.0000|
00000005|01098260|NC|20231130|2682.9800|||US$|0.0000|
00000005|01098260|NC|20231130|670.7400||||0.0000|
00000005|01110365|FC|20231204|-357.5900|||US$|0.0000|
00000005|01110365|NC|20231204|35.0700|||US$|0.0000|
00000005|01110365|NC|20231204|8.7700||||0.0000|
00000005|01110285|FC|20231204|-9077.8200|||US$|0.0000|
00000005|01110285|NC|20231204|896.0200|||US$|0.0000|
00000005|01110285|NC|20231204|224.0100||||0.0000|
00000005|01083262|CA|20231204|34393.8600|TR||US$|0.0000|554605
00000005|01083329|CA|20231204|403.4100|TR||US$|0.0000|554605
00000005|01098260|CA|20231204|23216.0900|TR||US$|0.0000|554605
00000005|01110285|CA|20231204|7957.7900|TR||US$|0.0000|554605
00000005|01110365|CA|20231204|313.7500|TR||US$|0.0000|554605
00000100|00025819|FC|20231211|-4542.7900|||US$|0.0000|
00000100|00025819|NC|20231211|469.9400|||US$|0.0000|
00000100|00025819|NC|20231211|78.3200||||0.0000|
00000005|01137614|FC|20231211|-34399.9700|||US$|0.0000|
00000005|01137614|NC|20231211|3462.6800|||US$|0.0000|
00000005|01137614|NC|20231211|865.6700||||0.0000|
00000005|01137684|FC|20231211|-839.9600|||US$|0.0000|
00000005|01137684|NC|20231211|82.2500|||US$|0.0000|
00000005|01137684|NC|20231211|20.5600||||0.0000|
00000100|00025819|CA|20231211|3994.5300|TR||US$|0.0000|854190
00000005|01137614|CA|20231212|30071.6200|TR||US$|0.0000|5611724
00000005|01137684|CA|20231212|737.1500|TR||US$|0.0000|5611724
00000005|01168378|FC|20231219|-33634.5400|||US$|0.0000|
00000005|01168378|NC|20231218|3424.1800|||US$|0.0000|
00000005|01168378|NC|20231219|856.0400||||0.0000|
00000005|01168465|FC|20231219|-1196.3400|||US$|0.0000|
00000005|01168465|NC|20231218|116.7100|||US$|0.0000|
00000005|01168465|NC|20231219|29.1800||||0.0000|
00000005|01168378|CA|20231219|29354.3200|TR||US$|0.0000|769869
00000005|01168465|CA|20231219|1050.4500|TR||US$|0.0000|769869
