codmovban|fecha_mov|tipban|numdoc|concepto|importe|dimporte|tasadolar|tiporg|concilia
00003|20230112|CH|1123451|COM PAGO MOVIL|-0.1300||0.0000||F
00003|20230112|ND|1123451|I.D.B. Doc No.:1123451|0.0000||0.0000|DB|F
00003|20230112|CH|893832|COM PAGO MOVIL|-117.8200||0.0000||F
00003|20230112|ND|893832|I.D.B. Doc No.:893832|-2.3600||0.0000|DB|F
E0007|20230112|TR|YOSELIN|Canc.Multiple de CXC:AP000001|50.0000||0.0000|CA|F
E0007|20230112|TR|ALFONSO|Canc.Multiple de CXC:AP000001|80.0000||0.0000|CA|F
V0021|20230112|CH|120123|CANC COM DIC 2022|-40.0000||0.0000||F
V0021|20230112|CH|1201231|CANC ESPECIAL JR|-250.0000||0.0000||F
V0021|20230112|TR|INV 297|Canc.Multiple de CXC:AP000001|82.0000||0.0000|CA|F
00003|20230112|ND|VD001373|TRANSF AL PLAZA|-3000.0000||0.0000|ND|F
00001|20230112|NC|VD001373|TRANSF AL PLAZA|3000.0000||0.0000|NC|F
00003|20230112|CH|452339|COM OTROS BANCOS|-9.0000||0.0000||F
00003|20230112|ND|452339|I.D.B. Doc No.:452339|-0.1800||0.0000|DB|F
00001|20230112|CH|044087|CANC GASOLINA MOTO|-67.0000||0.0000||F
00001|20230112|ND|044087|I.D.B. Doc No.:044087|-1.3400||0.0000|DB|F
00001|20230112|CH|335728|CANC FC 80 JORGE|-1698.0000||0.0000||F
00001|20230112|ND|335728|I.D.B. Doc No.:335728|-33.9600||0.0000|DB|F
V0021|20230112|TR|INV 297|Canc.Multiple de CXC:AP000001|10.0400||0.0000|CA|F
00003|20230112|CH|220848|CANC DIF COM SRA GRICELIA DIC 22|-42.7200||0.0000||F
00003|20230112|ND|220848|I.D.B. Doc No.:220848|-0.8500||0.0000|DB|F
00003|20230112|CH|2208481|COM PAGO MOVIL|-0.1300||0.0000||F
00003|20230112|ND|2208481|I.D.B. Doc No.:2208481|0.0000||0.0000|DB|F
E0007|20230112|TR|YUDITH 1|Canc.Multiple de CXC:AP000001|20.0000||0.0000|AB|F
V0002|20230112|TR|HK 12012|Canc.Multiple de CXC:AP000001|855.0000||0.0000|CA|F
00003|20230112|CH|984326|CANC FC 100 SR RAFAEL|-2121.0000||0.0000||F
00003|20230112|ND|984326|I.D.B. Doc No.:984326|-42.4200||0.0000|DB|F
00003|20230112|CH|9843261|COM PAGO MOVIL|-6.3600||0.0000||F
00003|20230112|ND|9843261|I.D.B. Doc No.:9843261|-0.1300||0.0000|DB|F
E0007|20230112|DP|984326|RECEP 100 SR RAFAEL JHON PE|100.0000||0.0000||F
00001|20230112|CH|191048|COMPRA DE CAFE|-114.3000||0.0000||F
00001|20230112|ND|191048|I.D.B. Doc No.:191048|-2.2900||0.0000|DB|F
E0003|20230112|CH|120123|CANC SUELDO OR DIC 22|-1610.0000||0.0000||F
E0003|20230112|CH|1201231|CANC SUELDO AR DIC 22|-480.0000||0.0000||F
E0003|20230112|CH|1201232|CANC ABOG REGISTRO MARCA|-150.0000||0.0000||F
00003|20230112|TR|82551901|Canc.Multiple de CXC:AP000001|4953.0000||19.0500|CA|F
E0003|20230112|CH|1201233|CANC SUELDO OR NOV 22|-1110.0000||0.0000||F
E0015|20230112|TR|111513|Canc.Multiple de CXC:AP000001|500.0000||0.0000|AB|F
V0001|20230112|ND|VD001374|TRANSF EUROASIATICO|-676.9100||0.0000|ND|F
E0003|20230112|NC|VD001374|TRANSF EUROASIATICO|676.9100||0.0000|NC|F
E0013|20230112|CH|120123|GASTO PERSONAL JR|-1500.0000||0.0000||F
V0004|20230112|TR|ROBERTO|Canc.Multiple de CXC:AP000001|37.0000||0.0000|AB|F
E0007|20230112|TR|EGDY 131|Canc.Multiple de CXC:AP000001|130.0000||0.0000|CA|F
00003|20230112|CH|901645|COM PAGO MOVIL|-74.3000||0.0000||F
00003|20230112|ND|901645|I.D.B. Doc No.:901645|-1.4900||0.0000|DB|F
00003|20230112|CH|904298|COM PAGO MOVIL|-37.1500||0.0000||F
00003|20230112|ND|904298|I.D.B. Doc No.:904298|-0.7400||0.0000|DB|F
00003|20230112|CH|795663|CANC FC 40 SR RAFAEL|-848.4000||0.0000||F
00003|20230112|ND|795663|I.D.B. Doc No.:795663|-16.9700||0.0000|DB|F
00003|20230112|CH|7956631|COM PAGO MOVIL|-2.5500||0.0000||F
00003|20230112|ND|7956631|I.D.B. Doc No.:7956631|-0.0500||0.0000|DB|F
V0099|20230112|DP|795663|CANC FC 40 SR RAFAEL|40.0000||0.0000||F
V0019|20230112|TR|RONMAR|Canc.Multiple de CXC:AP000001|300.0000||0.0000|CA|F
00003|20230112|TR|17044370|Canc.Multiple de CXC:AP000001|839.7100||19.7600|CA|F
E0015|20230112|TR|11125043|Canc.Multiple de CXC:AP000001|240.0000||0.0000|CA|F
00003|20230112|CH|443709|COM OTROS BANCOS|-12.4100||0.0000||F
00003|20230112|ND|443709|I.D.B. Doc No.:443709|-0.2500||0.0000|DB|F
00003|20230112|CH|4437091|AJUST BOSS HYUNDAI|-12.2900||0.0000||F
E0004|20230113|TR|14335853|Canc.Multiple de CXC:AP000001|680.0000||0.0000|CA|F
00003|20230113|TR|080608|Canc.Multiple de CXC:AP000001|8484.0000||21.2100|AB|F
E0004|20230113|TR|12354155|Canc.Multiple de CXC:AP000001|105.0000||0.0000|AB|F
00003|20230113|TR|03380744|Canc.Multiple de CXC:AP000001|15.7000||21.2200|AB|F
E0003|20230113|TR|CHUCHI 1|Canc.Multiple de CXC:AP000001|700.0000||0.0000|AB|F
00003|20230113|CH|194165|CANC FC 30 SR MIGUEL|-636.3000||0.0000||F
00003|20230113|ND|194165|I.D.B. Doc No.:194165|-12.7300||0.0000|DB|F
00003|20230113|CH|1941651|COM PAGO MOVIL|-1.9100||0.0000||F
00003|20230113|ND|1941651|I.D.B. Doc No.:1941651|-0.0400||0.0000|DB|F
V0099|20230113|DP|194165|CANC FC 30 SR MIGUEL|30.0000||0.0000||F
00003|20230113|CH|66318418|CANC FC MIGUEL 10|-212.9000||0.0000||F
00003|20230113|ND|66318418|I.D.B. Doc No.:66318418|-4.2600||0.0000|DB|F
