numdevo|item|descrip|cantidad|factura|importe|precio
DV000109|41710-39001-PMC|BOMBIN CLUTCH INFERIOR TUCSON/ELAN|1.0000||0.0000|12.3500
DV000110|23110-23780-SE|CIGUENAL TUCSON SEONG|1.0000||0.0000|126.1400
DV000111|31110-1C000-SEO|BOMBA GASOLINA GETZ SEONG|1.0000||0.0000|61.1000
DV000112|KK1Y0-11SJ0-025|JGO. SEPARADOR AXIAL RIO 0.10|3.0000||0.0000|4.6400
DV000112|KK1Y0-11SJ0|JGO. SEPARADOR AXIAL KIA RIO STD|3.0000||0.0000|3.6100
DV000112|21030-02740|JGO. SEPARADOR AXIAL PICANTO STD|3.0000||0.0000|3.6100
DV000112|21421-21030|ESTOPERA DELANTERA CIGUENAL PICANTO|20.0000||0.0000|2.8800
DV000113|23040-23300-050|JGO. ANILLO TUCSON 0.20 (0,50) FINO|1.0000||0.0000|15.3900
DV000114|0K79A-32110A-SE|CAJETIN DIRECCION HIDRAULICA KIA PR|1.0000||0.0000|213.2000
DV000115|21310-37100-SEO|BOMBA ACEITE KIA SPORTAGE 2.7 SEONG|1.0000||0.0000|91.9700
DV000116|23110-23780-SE|CIGUENAL TUCSON SEONG|1.0000||0.0000|122.4700
DV000117|25100-22032-SEO|BOMBA AGUA TUCSON SEONG|1.0000||0.0000|19.5600
DV000118|KITGTZ030|KIT PISTON Y ANILLO GETZ 0.30 (0.75|1.0000||0.0000|59.0500
DV000119|KITTUC030|KIT PISTON Y ANILLO TUCSON 0.30 (0.|1.0000||0.0000|59.0500
DV000120|21020-22960-025|JGO. CONCHA BANCADA ACC/GETZ 0.10 (|1.0000||0.0000|9.9000
DV000121|25380-07000|ELECTROVENTILADOR KIA PICANTO|1.0000||0.0000|51.9800
DV000122|54650-4H100|AMORTIGUADOR DEL. LH H1 09|2.0000||0.0000|58.2900
DV000123|21020-02500-STD|JGO. CONCHA BANCADA PICANTO STD|1.0000||0.0000|10.5400
DV000124|0K65D-12111-121|JGO. VALVULA ADM Y ESC PREGIO 3.0|3.0000||0.0000|30.5300
DV000126|HDK-169|KIT EMBRAGUE HYUNDAI H1 2009 23 EST|1.0000||0.0000|214.0700
DV000127|HDK-062-KP|KIT DE EMBRAGUE KIA PICANTO KP|1.0000||0.0000|61.6400
DV000125|41610-1C000-SEO|BOMBA CLUTCH SUP. HYUNDAI GETZ SEON|1.0000||0.0000|22.0800
DV000128|25460-3E700|TUBO AGUA SANTA FE 06-09/ OPTIMA 2.|2.0000||0.0000|14.9400
DV000129|39310-02200-OEM|SENSOR POSICION CIGUENAL PICANTO|1.0000||0.0000|14.6800
DV000130|41700-4A101|BOMBIN CLUTCH INF HYUNDAI H1 2009 K|1.0000||0.0000|26.1900
DV000130|41700-4A101-SE|BOMBIN CLUTCH INF H1 2007 CORREA|1.0000||0.0000|16.4300
DV000131|23110-23780-SE|CIGUENAL TUCSON SEONG|1.0000||0.0000|126.1400
