codmovban|fecha_mov|tipban|numdoc|concepto|importe|dimporte|tasadolar|tiporg|concilia
00004|20260107|TR|602007|CANCELACION CXC|70200.0000|100.0000|702.0000|CA|F
E0028|20260107|TR|JUAN D 0|CANCELACION CXC|499.5800|499.5800|1.0000|CA|F
00004|20260107|CH|040892|CANC CONDOMINIO JR TM II B802|-33132.2800|-47.3300|700.0000||F
00004|20260107|CH|040511|CANC CONDOMINIO JR TM II B801|-33132.2800|-47.3300|700.0000||F
00004|20260107|TR|106015|TRANSF FONDO AL BANESCO DHM|-170000.0000|-551.6790|308.1500|IN|F
00003|20260107|DP|106015|TRANSF FONDO AL BANESCO DHM|170000.0000|551.6790|308.1500|IN|F
00003|20260107|CH|1060151|COM OTROS BANCOS|-2550.0000|-8.2800|308.1500||F
00003|20260107|CH|793275|CANC VECONINTER NAC SEONG ENER 25|-149988.9300|-214.2700|700.0000||F
00004|20260107|CH|704380|CANC CMA CGM LIBERAC BL NAC SEONG|-24652.0000|-35.2200|700.0000||F
00004|20260107|CH|905029|CANC CORRECCION SAPI ZENTRA|-36978.0000|-120.0000|308.1500||F
00004|20260107|ND|905029|Comision Bancaria Doc No.:905029|-110.9300|0.0000|308.1500|DB|F
V0108|20260107|DP|905029|CANC CORRECCION SAPI ZENTRA|120.0000|0.4000|1.0000||F
00004|20260107|CH|055605|CANC COMPLE INCES IV 2025|-2434.8800|-7.8100|311.8800||F
00004|20260107|ND|055605|Comision Bancaria Doc No.:055605|-7.3000|0.0000|311.8800|DB|F
00004|20260107|CH|052507|CANC INCES IV 2025 UTILIDADES|-2501.5800|-8.0200|311.8800||F
00004|20260107|ND|052507|Comision Bancaria Doc No.:052507|-7.5000|0.0000|311.8800|DB|F
00004|20260107|CH|051637|CANC INCES IV 2025 APORTES|-9450.0000|-30.3000|311.8800||F
00004|20260107|ND|051637|Comision Bancaria Doc No.:051637|-28.3500|0.0000|311.8800|DB|F
00004|20260107|CH|491252|CANC BANAVIH DIC 2025|-5816.2500|-18.6500|311.8800||F
00004|20260107|ND|491252|Comision Bancaria Doc No.:491252|-17.4500|0.0000|311.8800|DB|F
00005|20260102|DP|154426|RECP PAGO MOVIL JR|200000.0000|363.6400|550.0000||F
00005|20260105|CH|0512261|CANC GASTO PERSONAL JR 01AL050126|-46707.8000|0.0000|550.0000||F
00005|20260105|ND|0512261|Comision Bancaria Doc No.:0512261|-53.1000|0.0000|550.0000|DB|F
00004|20260106|TR|931512|CANCELACION CXC|253497.7200|393.6300|644.0000|CA|F
00004|20260106|CH|182169|CANC GASTO PERSONAL JR (PEDRO)|-2000.0000|-3.2500|615.0000||F
00004|20260106|ND|182169|Comision Bancaria Doc No.:182169|-6.0000|0.0000|615.0000|DB|F
E0028|20260102|DP|020126|RECP FC 170 CLAUDIA JOSE PI 020126|170.0000|0.5700|1.0000||F
00004|20260102|CH|581414|CANC GASTO PERSONAL JR|-200600.0000|-364.7300|550.0000||F
00004|20260102|ND|581414|Comision Bancaria Doc No.:581414|-603.8000|0.0000|550.0000|DB|F
00004|20260103|CH|095552|CANC INTERNET JR TERRA MIA|-21321.5100|-38.7700|550.0000||F
00004|20260103|CH|096384|CANC INTERNET JR MONTE REAL|-19247.4600|-35.0000|550.0000||F
E0028|20260108|TR|ANGEL 07|CANCELACION CXC|100.0000|100.0000|1.0000|CA|F
E0025|20260108|TR|276224|CANCELACION CXC|200.0000|200.0000|1.0000|CA|F
00004|20260108|TR|233100|CANCELACION CXC|64260.0000|85.0000|756.0000|CA|F
V0033|20260108|TR|ANGOSTUR|CANCELACION CXC|281.1000|281.1000|1.0000|CA|F
00003|20260108|TR|1300595|CANCELACION CXC|325.0000|1.0500|309.5200|CA|F
V0004|20260108|TR|070126|CAMBIO ROBERTO CARLOS 070126|-60.0000|-60.0000|1.0000|IN|F
E0028|20260108|DP|070126|CAMBIO ROBERTO CARLOS 070126|60.0000|60.0000|1.0000|IN|F
E0012|20260108|TR|081226|TRANSF FONDO AL CHASE DHM USA|-38000.0000|-38000.0000|1.0000|IN|F
E0007|20260108|DP|081226|TRANSF FONDO AL CHASE DHM USA|38000.0000|38000.0000|1.0000|IN|F
E0007|20260108|CH|080126|CANC FINAL SEONG AGOS 25|-37785.3100|-121.1500|1.0000||F
E0007|20260108|CH|221225|CANC FINAL PMC DIC 25|-154327.5200|-494.8300|1.0000||F
V0099|20260108|TR|080126|RECP EFEC CAMBIO USDT HECTOR|-200.0000|-200.0000|1.0000|IN|F
E0003|20260108|DP|080126|RECP EFEC CAMBIO USDT HECTOR|200.0000|200.0000|1.0000|IN|F
V0105|20260108|TR|221225|RECP PREST ESPC SENDAI PAGO KOREA|-47255.0000|-47255.0000|1.0000|IN|F
E0007|20260108|DP|221225|RECP PREST ESPC SENDAI PAGO KOREA|47255.0000|47255.0000|1.0000|IN|F
00004|20260108|TR|469281|CANCELACION CXC|71400.0000|100.0000|714.0000|CA|F
00003|20260108|CH|300595|COM OTROS BANCOS|-4.8800|-0.0200|311.8800||F
V0033|20260112|TR|750760|TRANSF EFECT GABRIEL 750760|-280.0000|-280.0000|1.0000|IN|F
E0015|20260112|DP|750760|TRANSF EFECT GABRIEL 750760|280.0000|280.0000|1.0000|IN|F
V0019|20260112|TR|ARBOLEDA|CANCELACION CXC|265.1000|265.1000|1.0000|CA|F
E0028|20260112|TR|JESUS 09|CANCELACION CXC|122.1500|122.1500|1.0000|CA|F
00003|20260112|TR|1022647|CANCELACION CXC|83580.0000|129.0000|647.9100|CA|F
V0004|20260112|TR|RL MARA|CANCELACION CXC|70.0000|70.0000|1.0000|CA|F
E0028|20260112|TR|RONALD 1|CANCELACION CXC|158.6900|158.6900|1.0000|CA|F
E0028|20260112|TR|LUIS DOS|CANCELACION CXC|2000.0000|2000.0000|1.0000|CA|F
E0028|20260112|TR|VANESSA|CANCELACION CXC|1000.0000|1000.0000|1.0000|CA|F
E0028|20260112|TR|JOSE P 1|CANCELACION CXC|66.0000|66.0000|1.0000|CA|F
E0028|20260112|TR|MILVIA 2|CANCELACION CXC|400.0000|400.0000|1.0000|CA|F
E0028|20260112|TR|JHONATAN|CANCELACION CXC|100.0000|100.0000|1.0000|CA|F
00004|20260112|TR|153208|CANCELACION CXC|54992.0000|112.0000|491.0000|CA|F
00003|20260112|TR|141128|CANCELACION CXC|9867.7300|20.1300|490.2000|CA|F
E0003|20260112|TR|EUROASIA|CANCELACION CXC|641.0000|641.0000|1.0000|CA|F
E0003|20260112|DP|1921021|RECP FC 100 CLAUDIA VIVIANA|100.0000|0.3200|1.0000||F
E0029|20260112|TR|LUIS GOM|CANCELACION CXC|760.0000|760.0000|1.0000|CA|F
V0004|20260112|TR|100126|CAMBIO ROBERTO ESTELA 100126|-40.0000|-40.0000|1.0000|IN|F
E0028|20260112|DP|100126|CAMBIO ROBERTO ESTELA 100126|40.0000|40.0000|1.0000|IN|F
V0004|20260112|TR|110126|CAMBIO ROBERTO EMPERATRIZ 1101|-54.0000|-54.0000|1.0000|IN|F
E0028|20260112|DP|110126|CAMBIO ROBERTO EMPERATRIZ 1101|54.0000|54.0000|1.0000|IN|F
V0004|20260112|TR|110126|CAMBIO ROBERTO EMPERATRIZ 1101|-6.0000|-6.0000|1.0000|IN|F
E0028|20260112|DP|110126|CAMBIO ROBERTO EMPERATRIZ 1101|6.0000|6.0000|1.0000|IN|F
00003|20260112|CH|381274|CANC OCEAN CARIBEAN NAC SEONG|-46240.1500|-68.0000|680.0000||F
00003|20260112|ND|381274|Comision Bancaria Doc No.:381274|-138.7200|0.0000|680.0000|DB|F
00003|20260112|CH|378233|CANC VARGAS CONTAINER NAC SEONG|-37964.0000|-55.8300|680.0000||F
00003|20260112|ND|378233|Comision Bancaria Doc No.:378233|-113.8900|0.0000|680.0000|DB|F
00003|20260112|CH|6360731|COM PAGO MOVIL|-1257.7500|-3.8100|330.3400||F
00003|20260112|CH|5141128|COM PAGO MOVIL|-231.6900|-0.7000|330.3400||F
00004|20260112|CH|168373|CANC GASTO JR LUCY|-20000.0000|-32.3600|618.0000||F
00004|20260112|ND|168373|Comision Bancaria Doc No.:168373|-60.0000|0.0000|618.0000|DB|F
00004|20260112|CH|198948|CANC GASTO JR|-20000.0000|-32.3600|618.0000||F
00004|20260112|ND|198948|Comision Bancaria Doc No.:198948|-60.0000|0.0000|618.0000|DB|F
00004|20260112|CH|129239|CANC PREST ESPC OMAR|-80000.0000|-242.1700|330.3400||F
00004|20260112|ND|129239|Comision Bancaria Doc No.:129239|-240.0000|0.0000|330.3400|DB|F
00004|20260112|DP|063433|REIN PREST ESPEC OMAR R|60000.0000|181.6300|330.3400||F
00004|20260112|DP|063701|REIN PREST ESPEC OMAR R|20000.0000|60.5400|330.3400||F
00004|20260112|CH|065549|CANC RETNTA TLF OFICINA|-1547.7900|-4.6900|330.3400||F
00004|20260112|ND|065549|Comision Bancaria Doc No.:065549|-4.6400|0.0000|330.3400|DB|F
00004|20260112|CH|132739|CANC AGUA MINERAL JR|-7268.3600|-22.0000|330.3400||F
00004|20260112|CH|086842|CANC ANT NACIONAL SEONG ENE 26|-100000.0000|-193.8000|516.0000||F
00004|20260112|CH|564683|CANC AGUA POTABLE DHM|-4445.0000|-13.4600|330.3400||F
00004|20260112|ND|564683|Comision Bancaria Doc No.:564683|-13.3400|0.0000|330.3400|DB|F
00004|20260112|CH|360729|CANC REGISTRO PARAFISCALES TANKO|-46119.6000|-120.0000|384.3300||F
00004|20260112|ND|360729|Comision Bancaria Doc No.:360729|-138.3600|0.0000|384.3300|DB|F
V0108|20260112|DP|360729|CANC REGISTRO PARAFISCALES TANKO|120.0000|0.3800|1.0000||F
00004|20260112|CH|152028|CANC CORPOELEC DIC 2025 ALM CCS|-21192.5900|-64.1500|330.3400||F
00003|20260112|TR|763492|CANCELACION CXC|139574.8000|268.4100|520.0100|CA|F
00003|20260112|TR|763250|CANCELACION CXC|350000.0000|673.0800|520.0000|CA|F
00003|20260112|TR|763492|CANCELACION CXC|190425.2000|366.2000|520.0000|CA|F
00003|20260112|TR|764651|CANCELACION CXC|350000.0000|673.0800|520.0000|CA|F
00003|20260112|TR|416145|CANCELACION CXC|350000.0000|673.0800|520.0000|CA|F
00003|20260112|TR|416185|CANCELACION CXC|49634.0000|95.4500|520.0000|CA|F
00003|20260112|TR|416185|CANCELACION CXC|130366.0000|250.7000|520.0100|CA|F
00003|20260112|TR|535308|CANCELACION CXC|3050.7000|5.9800|510.1500|CA|F
00003|20260112|CH|611064|CANC ABONO NACION SEONG ENE 26|-1650000.0000|-3197.6700|516.0000||F
E0025|20260112|CH|120126|CANC NACIONAL SEONG ENE 26|-1800.0000|-5.7700|1.0000||F
E0025|20260112|CH|1201261|CANC NACIONAL SEONG ENE 26|-100.0000|-0.3200|1.0000||F
00001|20251231|DP|AP000001|APERTURA|2903.7400|0.0000|0.0000||F
00002|20251231|DP|AP000002|APERTURA|597.2900|0.0000|0.0000||F
00003|20251231|DP|AP000003|APERTURA|68766.9300|0.0000|0.0000||F
00004|20251231|DP|AP000004|APERTURA|132342.6900|0.0000|0.0000||F
00005|20251231|DP|AP000005|APERTURA|76375.2200|0.0000|0.0000||F
00006|20251231|DP|AP000006|APERTURA|4320.0000|0.0000|0.0000||F
E0002|20251231|CH|AP000007|APERTURA|-0.2700|0.0000|0.0000||F
E0003|20251231|DP|AP000008|APERTURA|798.0000|0.0000|0.0000||F
E0004|20251231|DP|AP000009|APERTURA|1427.8500|0.0000|0.0000||F
E0005|20251231|DP|AP000010|APERTURA|3919.3200|0.0000|0.0000||F
E0007|20251231|DP|AP000011|APERTURA|106660.1400|0.0000|0.0000||F
E0009|20251231|DP|AP000012|APERTURA|1505.1400|0.0000|0.0000||F
E0011|20251231|DP|AP000013|APERTURA|44.6000|0.0000|0.0000||F
E0012|20251231|DP|AP000014|APERTURA|48685.3600|0.0000|0.0000||F
E0013|20251231|DP|AP000015|APERTURA|24697.0000|0.0000|0.0000||F
E0015|20251231|DP|AP000016|APERTURA|2442.3000|0.0000|0.0000||F
E0016|20251231|DP|AP000017|APERTURA|1716.8700|0.0000|0.0000||F
E0018|20251231|DP|AP000018|APERTURA|3302.0000|0.0000|0.0000||F
E0020|20251231|DP|AP000019|APERTURA|1286.4800|0.0000|0.0000||F
E0023|20251231|DP|AP000020|APERTURA|1004.9000|0.0000|0.0000||F
E0024|20251231|DP|AP000021|APERTURA|157.9800|0.0000|0.0000||F
E0025|20251231|DP|AP000022|APERTURA|1491.8600|0.0000|0.0000||F
E0026|20251231|DP|AP000023|APERTURA|140.0000|0.0000|0.0000||F
E0027|20251231|DP|AP000024|APERTURA|2500.0000|0.0000|0.0000||F
E0028|20251231|DP|AP000025|APERTURA|15744.0300|0.0000|0.0000||F
IGTF1|20251231|CH|AP000026|APERTURA|-14665.9600|0.0000|0.0000||F
V0000|20251231|DP|AP000027|APERTURA|30000.0000|0.0000|0.0000||F
V0001|20251231|DP|AP000028|APERTURA|180802.2700|0.0000|0.0000||F
V0002|20251231|DP|AP000029|APERTURA|260.2800|0.0000|0.0000||F
V0004|20251231|DP|AP000030|APERTURA|1089.9400|0.0000|0.0000||F
V0005|20251231|DP|AP000031|APERTURA|0.9700|0.0000|0.0000||F
V0008|20251231|CH|AP000032|APERTURA|-0.0300|0.0000|0.0000||F
V0012|20251231|DP|AP000033|APERTURA|5.7200|0.0000|0.0000||F
V0019|20251231|DP|AP000034|APERTURA|1853.9900|0.0000|0.0000||F
V0021|20251231|DP|AP000035|APERTURA|244.8900|0.0000|0.0000||F
V0025|20251231|CH|AP000036|APERTURA|-5.4200|0.0000|0.0000||F
V0033|20251231|DP|AP000037|APERTURA|14.6400|0.0000|0.0000||F
V0035|20251231|DP|AP000038|APERTURA|59.7400|0.0000|0.0000||F
V0038|20251231|CH|AP000039|APERTURA|-0.3800|0.0000|0.0000||F
V0099|20251231|DP|AP000040|APERTURA|13700.0000|0.0000|0.0000||F
V0101|20251231|DP|AP000041|APERTURA|20428.7200|0.0000|0.0000||F
V0105|20251231|CH|AP000042|APERTURA|-4703.5700|0.0000|0.0000||F
V0107|20251231|DP|AP000043|APERTURA|24131.7100|0.0000|0.0000||F
V0108|20251231|CH|AP000044|APERTURA|-18702.0000|0.0000|0.0000||F
00004|20260113|DP|706534|RECP PREST ESPEC REACA|160000.0000|484.2900|330.3800||F
00003|20260113|TR|145295|CANCELACION CXC|12435.2600|37.6400|330.3700|CA|F
00003|20260113|TR|145295|CANCELACION CXC|310881.5000|613.1800|507.0000|CA|F
E0013|20260113|CH|130126|CANC CUOTA CAMIONETA JR DNS|-1310.0000|-3.9700|1.0000||F
00003|20260113|CH|5535308|COM OTROS BANCOS|-45.7600|-0.0800|555.0000||F
E0028|20260113|TR|GEIZER 1|CANCELACION CXC|140.0000|140.0000|1.0000|CA|F
E0028|20260113|TR|MERCEDES|CANCELACION CXC|57.0000|57.0000|1.0000|CA|F
V0004|20260113|TR|120126|CAMBIO ROBERTO VIRGILIO 120226|-40.0000|-40.0000|1.0000|IN|F
E0028|20260113|DP|120126|CAMBIO ROBERTO VIRGILIO 120226|40.0000|40.0000|1.0000|IN|F
V0004|20260113|TR|120126|CAMBIO ROBERTO GERARDO 120126|-50.0000|-50.0000|1.0000|IN|F
E0028|20260113|DP|120126|CAMBIO ROBERTO GERARDO 120126|50.0000|50.0000|1.0000|IN|F
00003|20260113|CH|143219|CANC RET ISLR DIC 2025|-43094.2900|-77.6500|555.0000||F
00003|20260113|CH|142679|CANC RET IVA 2DA QNA DIC 25|-24252.4500|-43.7000|555.0000||F
00003|20260113|CH|142089|CANC RET ANT ISLR 2DA QNA DIC 25|-154746.6400|-278.8200|555.0000||F
00004|20260113|CH|045575|CANC PATENTE DIC 2025|-440092.3600|-792.9600|555.0000||F
00004|20260113|ND|045575|Comision Bancaria Doc No.:045575|-1371.2300|0.0000|555.0000|DB|F
00004|20260113|CH|0455751|CANC ASEO URBANO DIC 25|-11714.4400|-21.1100|555.0000||F
00004|20260113|CH|0455752|CANC TASA MTTO LICENCIA|-5268.6800|-9.4900|555.0000||F
00004|20260113|DP|141842|REIN GASTO NACIONALI SEONG ENE 26|129015.8000|250.0300|516.0000||F
00004|20260113|DP|161282|RECP PREST ESPEC SENDAI|200000.0000|605.3600|330.3800||F
00004|20260113|DP|222835|RECP PREST ESP REACA|73000.0000|220.9600|330.3800||F
00004|20260113|DP|455584|RECP PREST ESP REACA|104000.0000|314.7900|330.3800||F
00004|20260113|DP|455649|RECP PREST ESP REACA|43000.0000|130.1500|330.3800||F
00003|20260113|CH|197329|CNC HT VERTEDERO DIC 2025|-33006.9300|-59.4700|555.0000||F
00003|20260113|ND|197329|Comision Bancaria Doc No.:197329|-99.0200|0.0000|555.0000|DB|F
00004|20260113|CH|865305|CANC CORPOELEC DIC 25 TM JR|-6161.6200|-11.1000|555.0000||F
00004|20260113|ND|865305|Comision Bancaria Doc No.:865305|-18.4800|0.0000|555.0000|DB|F
00003|20260113|CH|786233|CANC ANT NACIONAC SEONG ENE 26|-80000.0000|-144.1400|555.0000||F
00004|20260113|CH|067907|CANC ANT NACIONAC SEONG ENE 26|-220000.0000|-396.4000|555.0000||F
00004|20260113|ND|067907|Comision Bancaria Doc No.:067907|-660.0000|0.0000|555.0000|DB|F
00001|20260113|TR|847793|CANCELACION CXP: 847793|-2590.1800|-7.8400|330.3800|CA|F
00001|20260113|CH|3847793|COM OTROS BANCOS|-7.7700|-0.0100|555.0000||F
00005|20260113|CH|090125|CANC GASTO PERSONAL JR 0501AL0901|-71246.3000|-93.2500|764.0000||F
00005|20260113|ND|090125|Comision Bancaria Doc No.:090125|-54.0500|0.0000|764.0000|DB|F
00005|20260113|DP|759480|REIN GASTO PERSONAL JR|15000.0000|19.6300|764.0000||F
00005|20260113|DP|798659|REIN GASTO PERSONAL JR|15000.0000|19.6300|764.0000||F
00005|20260113|CH|120126|CANC GASTO PERSONAL JR 1001AL1201|-215996.7000|-372.4100|580.0000||F
00005|20260113|ND|120126|Comision Bancaria Doc No.:120126|-35.8800|0.0000|580.0000|DB|F
00005|20260113|DP|289636|REIN GASTO PERSONAL JR|50000.0000|86.2100|580.0000||F
00005|20260113|DP|513183|REIN GASTO PERSONAL JR|50000.0000|86.2100|580.0000||F
00004|20260113|TR|425877|CANCELACION CXC|52800.0000|100.0000|528.0000|CA|F
00003|20260113|TR|364049|CANCELACION CXC|66923.4600|202.5700|330.3700|CA|F
E0028|20260113|TR|YACKSON|CANCELACION CXC|366.8700|366.8700|1.0000|CA|F
E0015|20260113|TR|351600|CANCELACION CXC|100.0000|100.0000|1.0000|CA|F
00004|20260113|TR|054715|CANCELACION CXC|130000.0000|220.6500|589.1700|CA|F
V0001|20260113|CH|130126|REV CANC GASTO PERSONAL DENISE JR|-560.0000|-1.7000|1.0000||F
00003|20260113|TR|405772|CANCELACION CXC|45524.9800|137.8000|330.3700|CA|F
00003|20260113|TR|912209|CANCELACION CXC|350402.9400|635.9400|551.0000|CA|F
00003|20260113|CH|9122091|COM OTROS BANCOS|-5256.0400|-9.4700|555.0000||F
00003|20260113|CH|869977|REIN PREST ESPECIAL SENDAI|-200000.0000|-605.3600|330.3800||F
00003|20260113|CH|870508|CANC CAMARAS 1ER PISO LUISBER|-45483.4200|-81.9500|555.0000||F
00004|20260113|TR|016264|CANCELACION CXC|4177.5000|7.5000|557.0000|CA|F
V0001|20260113|TR|130126|REIN PREST ESPEC FINANC TANKO JR|-30000.0000|-30000.0000|1.0000|IN|F
E0007|20260113|DP|130126|REIN PREST ESPEC FINANC TANKO JR|30000.0000|30000.0000|1.0000|IN|F
V0000|20260113|TR|130126|REIN PREST ESPEC FINANC TANKO OR|-30000.0000|-30000.0000|1.0000|IN|F
E0007|20260113|DP|130126|REIN PREST ESPEC FINANC TANKO OR|30000.0000|30000.0000|1.0000|IN|F
E0007|20260113|CH|1301261|CANC BONO ESPEC ACUERDO JR TANKO|-30000.0000|-90.8000|1.0000||F
E0007|20260113|CH|1301262|CANC BONO ESPEC ACUERDO OR TANKO|-30000.0000|-90.8000|1.0000||F
V0004|20260115|TR|130126|CAMBIO ROBERTO CARLOS 130126|-50.0000|-50.0000|1.0000|IN|F
E0028|20260115|DP|130126|CAMBIO ROBERTO CARLOS 130126|50.0000|50.0000|1.0000|IN|F
V0004|20260115|TR|140126|CAMBIO ROBERTO JORGE L 140126|-20.0000|-20.0000|1.0000|IN|F
E0028|20260115|DP|140126|CAMBIO ROBERTO JORGE L 140126|20.0000|20.0000|1.0000|IN|F
E0007|20260115|TR|LUIS DOS|CANCELACION CXC|1205.9500|1205.9500|1.0000|CA|F
00003|20260115|TR|950361|CANCELACION CXC|63480.0000|105.3400|602.6200|CA|F
V0021|20260115|TR|INV 297|CANCELACION CXC|407.7800|407.7800|1.0000|CA|F
V0021|20260115|CH|150126|CANC COMISIONES NOV 2025 GRICELIA|-93.0000|-0.2800|1.0000||F
V0021|20260115|CH|1501261|CANC ANT  COMISION DIC 25 GRICELIA|-20.0000|-0.0600|1.0000||F
V0021|20260115|TR|594457|TRANSF EFECT GRICELIA 594457|-289.0000|-289.0000|1.0000|IN|F
E0015|20260115|DP|594457|TRANSF EFECT GRICELIA 594457|289.0000|289.0000|1.0000|IN|F
00004|20260115|TR|659926|CANCELACION CXC|62130.0000|109.0000|570.0000|CA|F
00003|20260115|TR|221212|CANCELACION CXC|407760.6000|668.4600|610.0000|CA|F
E0028|20260115|TR|NELSON 1|CANCELACION CXC|100.0000|100.0000|1.0000|CA|F
00004|20260115|TR|007510|CANCELACION CXC|89071.6200|143.9000|618.9800|CA|F
00004|20260115|TR|007512|CANCELACION CXC|61900.0000|100.0000|619.0000|CA|F
E0028|20260115|TR|DAVID 14|CANCELACION CXC|300.0000|300.0000|1.0000|CA|F
E0028|20260115|TR|MARIA E|CANCELACION CXC|587.5000|587.5000|1.0000|CA|F
00004|20260115|TR|346260|CANCELACION CXC|153775.3100|327.8300|469.0700|CA|F
00004|20260115|DP|236149|RECP PREST ESPEC REACA|100000.0000|294.8500|339.1500||F
00004|20260115|CH|038103|COM OTROS BANCOS|-540.0000|-0.9300|578.0000||F
00004|20260115|TR|038013|TRANSF FONDO AL PLAZA JR|-180000.0000|-311.4190|578.0000|IN|F
00005|20260115|DP|038013|TRANSF FONDO AL PLAZA JR|180000.0000|311.4190|578.0000|IN|F
00004|20260115|CH|611569|REIN PREST ESPEC REACA|-100000.0000|-294.8500|339.1500||F
00003|20260115|CH|9503611|COM OTROS BANCOS|-952.2000|-1.6500|578.0000||F
00003|20260115|CH|635140|COM OTROS BANCOS|-224.6700|-0.3900|578.0000||F
00003|20260115|CH|2212121|COM OTROS BANCOS|-6116.4100|-10.5800|578.0000||F
00003|20260115|TR|635140|CANCELACION CXC|14977.9900|26.0600|574.7500|CA|F
00003|20260115|TR|949527|CANCELACION CXC|4885.0100|8.7600|557.6500|CA|F
E0020|20260115|TR|VIP 1401|CANCELACION CXC|39.2000|39.2000|1.0000|CA|F
00004|20260115|CH|130529|CANC SOBRES Y LAPICEROS JR|-7539.8100|-13.0400|578.0000||F
00004|20260115|CH|140037|CANC BULTO (12) FABULOSOS LIMPIEZA|-34674.7200|-66.6800|520.0000||F
00004|20260115|CH|141540|CANC BULTO PAPEL, TOALLIN LIMPIEZA|-27855.8900|-53.5700|520.0000||F
00004|20260115|CH|309681|CANC IVSS DIC 2025|-1268.0700|-2.4400|520.0000||F
00004|20260115|ND|309681|Comision Bancaria Doc No.:309681|-3.8000|0.0000|520.0000|DB|F
00004|20260115|CH|143121|CANC LIMPIACEMENTO P/PISO QUIMICOS|-2081.0400|-4.0000|520.0000||F
00004|20260115|CH|351843|CANC INTERNET ALM CCS|-39341.3400|-75.6600|520.0000||F
00004|20260115|CH|353276|CANC COMISION MERCADO LIBRE DHM|-1971.0000|-3.7900|520.0000||F
00004|20260115|ND|353276|Comision Bancaria Doc No.:353276|-5.9100|0.0000|520.0000|DB|F
00004|20260115|CH|354294|CANC AGUA POTABLE ALM CCS|-2034.9000|-3.9100|520.0000||F
00004|20260115|ND|354294|Comision Bancaria Doc No.:354294|-6.1000|0.0000|520.0000|DB|F
00004|20260115|CH|356054|CANC PINTURA Y LIMPIEZA ALM CCS|-35574.3000|-68.4100|520.0000||F
00004|20260115|ND|356054|Comision Bancaria Doc No.:356054|-106.7200|0.0000|520.0000|DB|F
E0007|20260115|TR|RUBEN 09|CANCELACION CXC|15.0000|15.0000|1.0000|CA|F
00004|20260115|TR|015248|CANCELACION CXC|102400.0000|200.8600|509.8100|CA|F
00003|20260115|TR|927027|CANCELACION CXC|20907.6000|31.9200|655.0000|CA|F
00003|20260115|TR|186052|CANCELACION CXC|900000.0000|1672.8600|538.0000|CA|F
00003|20260115|TR|025286|CANCELACION CXC|664611.0000|1235.3400|538.0000|CA|F
00003|20260115|TR|752273|CANCELACION CXC|1590000.0000|2955.3900|538.0000|CA|F
E0003|20260115|TR|OVIEDO 1|CANCELACION CXC|359.0000|359.0000|1.0000|CA|F
00004|20260115|CH|152920|CANC CARPETA MAYKAS Y SEPARADORES|-12285.0000|-23.6300|520.0000||F
00004|20260115|CH|155052|CANC VASOS PLATO Y CUBIERTO PLASTI|-13009.0000|-25.0200|520.0000||F
00003|20260115|CH|174125|CANC PREST ESP REACA|-380000.0000|-1120.4500|339.1500||F
00004|20260115|CH|525806|CANC CIERRE SISTEMA PER 2025|-60000.0000|-115.3800|520.0000||F
00004|20260115|ND|525806|Comision Bancaria Doc No.:525806|-180.0000|0.0000|520.0000|DB|F
00003|20260115|CH|9270271|COM OTROS BANCOS|-313.6100|-0.6000|520.0000||F
00004|20260115|CH|224702|CANC HON PROF CONTADORA DIC 25|-107393.7500|-206.5300|520.0000||F
00004|20260115|ND|224702|Comision Bancaria Doc No.:224702|-322.1800|0.0000|520.0000|DB|F
E0007|20260115|TR|171225|REUB PAGO CENTESOL ANGELA G 161225|-200.0000|-200.0000|1.0000|IN|F
E0028|20260115|DP|171225|REUB PAGO CENTESOL ANGELA G 161225|200.0000|200.0000|1.0000|IN|F
E0015|20260115|TR|835651|CANCELACION CXC|397.5800|397.5800|1.0000|CA|F
00003|20260115|CH|122025|COM MTTO DE CUENTA|-8.0000|-0.0200|510.0000||F
00003|20260115|CH|967941|COM OTROS BANCOS|-619.2500|-1.2100|510.0000||F
V0108|20260115|DP|150126|CANC ALQUILER TANKO ENERO 2025|1350.0000|3.9800|1.0000||F
00003|20260115|CH|706969|CANC ALQUILER ALM CCS ENE 25|-688500.0000|-1350.0000|510.0000||F
00003|20260115|ND|706969|Comision Bancaria Doc No.:706969|-2100.0000|0.0000|510.0000|DB|F
00003|20260115|CH|7069691|CANC ALQUILER ALM CCS TANKO ENE 25|-11500.0000|-22.5500|510.0000||F
00003|20260115|CH|709836|CANC ALQUILER ALM CCS TANKO ENE 25|-677000.0000|-1327.4500|510.0000||F
00003|20260115|ND|709836|Comision Bancaria Doc No.:709836|-2031.0000|0.0000|510.0000|DB|F
00003|20260115|CH|711415|CANC DPP DIC 2025|-76923.1000|-150.8300|510.0000||F
00004|20260115|CH|601261|CANC PILAS JR|-847.8800|-1.6600|510.0000||F
00004|20260115|ND|601261|Comision Bancaria Doc No.:601261|-2.5400|0.0000|510.0000|DB|F
00003|20260115|TR|54100810|CANCELACION CXC|72003.4400|198.0500|363.5600|CA|F
E0013|20260115|CH|150126|CANC GASTO ESPECIAL IV TRIM 2025|-901.0000|-2.6600|1.0000||F
00005|20260115|CH|150126|CNC GASTO PERSONAL JR 1301AL1501|-158179.6800|-310.1600|510.0000||F
00005|20260115|ND|150126|Comision Bancaria Doc No.:150126|-243.9300|0.0000|510.0000|DB|F
V0012|20260116|TR|160126 a|CANCELACION CXC|1600.0000|1600.0000|1.0000|CA|F
