numdevo|item|descrip|cantidad|factura|importe|precio
DV000446|21020-22960-PMC|JGO. CONCHA BANCADA ACC/GETZ 0.10|1.0000||0.0000|16.7000
DV000446|23060-26985|JGO. CONCHA BIELA ACC/GETZ 0.10(0.2|1.0000||0.0000|7.9600
DV000447|39210-37543|SENSOR OXIGENO SPORTAGE 2.7 LH|1.0000||0.0000|42.3200
DV000448|21310-38062-SE|BOMBA ACEITE HYUNDAI H1 07 SEONG|1.0000||0.0000|75.7700
DV000449|25380-1C360-A|ELECTROVENTILADOR GETZ 1.6|1.0000||0.0000|69.5300
DV000450|0K30C-11210|BRAZO BIELA KIA RIO STYLUS 1.5|4.0000||0.0000|30.4300
DV000451|0K75B-18140-SEO|JGO. BUJIA KIA PREGIO 3.0 SEONG|1.0000||0.0000|12.2400
DV000452|KITCLUPRE-KP|KIT EMBRAGUE KIA PREGIO 3.0 KP|1.0000||0.0000|78.1300
DV000453|0K65A14100E-SEO|BOMBA ACEITE KIA PREGIO 3.0 SEONG|1.0000||0.0000|54.0800
DV000454|21310-3E100|BOMBA ACEITE SANTA FE 06-09/OPTIMA|1.0000||0.0000|76.9800
DV000455|25100-23010-PMC|BOMBA AGUA TUCSON PMC|1.0000||0.0000|28.8500
DV000456|39180-37150-SEO|SENSOR POSICION CIGUENAL SPORTAGE 2|1.0000||0.0000|15.1900
DV000457|41610-2E005-K|BOMBA CLUTCH SUP. TUCSON|1.0000||0.0000|25.0700
DV000458|24410-02550-GMB|TENSOR TIEMPO PICANTO GMB|1.0000||0.0000|13.9100
DV000459|0K60E-41920-SEO|BOMBIN CLUTCH INF. PREGIO 3.0 SEONG|1.0000||0.0000|7.9000
DV000460|41610-2E005-SEO|BOMBA CLUTCH SUP. TUCSON SEONG|1.0000||0.0000|17.4700
DV000461|KITCLUPRE-KP|KIT EMBRAGUE KIA PREGIO 3.0 KP|1.0000||0.0000|78.1300
DV000462|22311-2C200-SEO|EMPACADURA CAMARA HYUNDAI H1 2009 C|10.0000||0.0000|8.0000
DV000463|23040-26101-050|JGO. ANILLO GETZ 1.6 0.20(0.50) FIN|4.0000||0.0000|22.4000
DV000464|0K72F-33-251|DISCO FRENO KIA PREGIO 0K73F|1.0000||0.0000|58.3100
DV000465|KITPIC020|KIT PISTON Y ANILLO KIA PICANTO 0.2|1.0000||0.0000|45.0000
DV000466|23124-2X010|DAMPER KIA RIO 1.5|1.0000||0.0000|46.1300
DV000467|163RU25|CORREA TIEMPO H100 163D|2.0000||0.0000|29.5600
DV000468|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|60.8700
DV000469|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|2.0000||0.0000|9.9400
DV000470|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|1.0000||0.0000|11.1900
DV000471|39310-3C100|SENSOR POSICION CIGUENAL SONATA 3.3|1.0000||0.0000|20.3100
DV000472|39220-38010|VALVULA TEMPERATURA KIA PICANTO|1.0000||0.0000|7.2500
DV000473|35301-38220-SEO|REGULADOR GASOLINA HYUNDAI H1 07 SE|2.0000||0.0000|13.1900
DV000474|25100-4Z000-SE|BOMBA AGUA KIA PREGIO 3.0 SEONG|1.0000||0.0000|26.5200
DV000475|39180-37150-SEO|SENSOR POSICION CIGUENAL SPORTAGE 2|1.0000||0.0000|14.8700
DV000476|27501-37A00-SE|JGO. CABLE BUJIA KIA SPORTAGE 2.7 S|2.0000||0.0000|16.5300
DV000477|82650-2E000|MANILLA EXT. LH HYUNDAI TUCSON|1.0000||0.0000|28.9100
DV000478|KITCLUPRE-KP|KIT EMBRAGUE KIA PREGIO 3.0 KP|1.0000||0.0000|62.5000
DV000479|KITSPORT020|KIT PISTON Y ANILLO SPORTAGE 2.7 0.|1.0000||0.0000|123.0600
DV000480|24100-26601-SEO|ARBOL LEVA ADM. GETZ 1.6 SEONG|1.0000||0.0000|57.0000
DV000481|0K30C-11210-SEO|BRAZO BIELA KIA RIO 1.5 SEONG|4.0000||0.0000|22.5500
DV000482|978342D520|POLEA TENSORA A/A TUCSON/XD PSA-C01|10.0000||0.0000|14.1600
DV000483|39350-23500|SENSOR ARBOL DE LEVA TUCSON|1.0000||0.0000|30.3000
DV000484|0K65B-32611|CORREA DIRECCION PREGIO 3.0 A34.4|2.0000||0.0000|5.5500
DV000485|97730-FD100-PMC|ELECTROVENTILADOR AUX. RIO PMC|1.0000||0.0000|41.1200
DV000486|35170-22600-SEO|SENSOR TPS HYUNDAI CUELLO LARGO SEO|5.0000||0.0000|10.8700
DV000487|25310-2E100A-SE|RADIADOR TUCSON T/M SEONG|1.0000||0.0000|75.0000
DV000488|24410-37100-SE|TENSOR HIDRAULICO SPORTAGE 2.7 SEON|1.0000||0.0000|36.9600
DV000489|25330-2E000-OEM|TAPA RADIADOR 1.1 OEM|2.0000||0.0000|6.7000
DV000490|0K6Z2-11SG0-SEO|JGO. CONCHA BANCADA PREGIO STD SEON|1.0000||0.0000|6.9000
DV000490|23121-25000-SE|ENGRANAJE CIGUENAL H1 09 SEONG|1.0000||0.0000|21.0000
DV000490|KITCORRH1-SEONG|KIT TIEMPO H1 07 SEONG (6 PIEZAS)|1.0000||0.0000|65.0000
DV000491|KITTUC020|KIT PISTON Y ANILLO TUCSON 0.20 (0.|1.0000||0.0000|55.1700
DV000492|0K65B-32611|CORREA DIRECCION PREGIO 3.0 A34.4|1.0000||0.0000|5.5500
DV000493|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|2.0000||0.0000|13.9900
DV000494|21350-2B000|BOMBA ACEITE KIA CERATO 1.6 TAPA CA|1.0000||0.0000|131.4400
DV000495|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|1.0000||0.0000|13.9900
DV000496|21930-2B500|BASE MOTOR TRASERA SANTA FE 07-09|2.0000||0.0000|54.3900
DV000496|39220-38030|VALVULA TEMPERATURA ELECTRO HYUNDAI|5.0000||0.0000|6.8000
DV000497|0K30F-14100D|BOMBA ACEITE KIA RIO 1.5 SEONG|1.0000||0.0000|42.1800
DV000498|24410-23050-SE|TENSOR TIEMPO TUCSON GANCHO SEONG|1.0000||0.0000|17.1300
DV000499|25441-26100|TAPA ENVASE AGUA GETZ/PICANTO/ STA|2.0000||0.0000|2.2300
DV000500|2750126D00|JGO. CABLE BUJIA GETZ 1.6|1.0000||0.0000|13.8400
DV000501|31911-09000|FILTRO GASOLINA SONATA 3.3|1.0000||0.0000|14.8600
DV000502|21811-2B000|BASE MOTOR RH SANTA FE 2007|1.0000||0.0000|84.0800
DV000503|94460-2D001-SEO|FLOTANTE ELANTRA 3 CABLES|1.0000||0.0000|10.4600
DV000504|57700-1F800|CAJETIN HIDRAULICO TUCSON KOREA|1.0000||0.0000|239.3400
DV000505|0K60A-34-156|BUJE BARRA ESTABILIZADORA PREGIO|12.0000||0.0000|0.9400
DV000505|0K60A-34-156|BUJE BARRA ESTABILIZADORA PREGIO|12.0000||0.0000|0.9700
DV000506|58510-2B300-SE|BOMBA FRENO SANTA FE 06-09 SEONG|3.0000||0.0000|57.2400
DV000507|23110-4X000-SEO|CIGUENAL KIA PREGIO 3.0 SEONG|1.0000||0.0000|140.0000
DV000508|22311-23700|EMPACADURA CAMARA TUCSON KOREA|2.0000||0.0000|7.3400
DV000509|25380-1C360-A|ELECTROVENTILADOR GETZ 1.6|1.0000||0.0000|79.5800
DV000511|57100-4A650|BOMBA DIRECCION HYUNDAI H1 07|1.0000||0.0000|127.3100
DV000512|25600-02566|TOMA AGUA LARGA PICANTO CON TERMOST|1.0000||0.0000|20.3900
DV000513|58129-44010|DISCO FRENO HYUNDAI H1 09 PHC/PARTS|2.0000||0.0000|28.5500
DV000514|21310-23001|BOMBA ACEITE TUCSON PMC|1.0000||0.0000|79.9000
DV000515|0K30E-15186B|MANGUERA RAD. SUP. KIA RIO STYLUS 1|6.0000||0.0000|8.7300
DV000516|27460-39010|JGO. CABLE BUJIA SEDONA 3.5|1.0000||0.0000|32.2000
DV000517|KITRIO020|KIT PISTON Y ANILLO KIA RIO 1.5 0.2|1.0000||0.0000|58.3500
DV000517|KITTUC020|KIT PISTON Y ANILLO TUCSON 0.20 (0.|1.0000||0.0000|68.9600
DV000518|39210-3E210|SENSOR OXIG DER SANTA FE 2007|1.0000||0.0000|79.0300
DV000518|39210-3E130|SENSOR OXIG IZQ SANTA FE 2007|1.0000||0.0000|76.2400
DV000519|39210-3E210|SENSOR OXIG DER SANTA FE 2007|1.0000||0.0000|79.0300
DV000519|39210-3E130|SENSOR OXIG IZQ SANTA FE 2007|1.0000||0.0000|76.2400
DV000520|21310-37100-PMC|BOMBA ACEITE SPORTAGE 2.7 PMC|1.0000||0.0000|122.0200
DV000521|25500-37200-SE|TERMOSTATO SPORTAGE 2.7 / SANTA FE|1.0000||0.0000|9.3900
DV000522|25500-3C100|TERMOSTATO SONATA 3.3/SEDONA/SOREN|1.0000||0.0000|12.8800
DV000523|25441-26100|TAPA ENVASE AGUA GETZ/PICANTO/ STA|2.0000||0.0000|2.7800
DV000524|25380-FD000-PMC|ELECTROVENTILADOR PRINC. RIO PMC|2.0000||0.0000|53.9700
DV000525|58411-FD100-SE|TAMBOR FRENO KIA RIO STYLUS SEONG|1.0000||0.0000|32.0300
DV000526|24410-37100-SE|TENSOR HIDRAULICO SPORTAGE 2.7 SEON|1.0000||0.0000|36.9600
DV000527|39220-38010|VALVULA TEMPERATURA KIA PICANTO|1.0000||0.0000|7.2500
DV000528|21443-33005|ESTOPERA TRASERA CIGUENAL TUCSON|13.0000||0.0000|5.2500
DV000529|21310-3E100|BOMBA ACEITE SANTA FE 06-09/OPTIMA|1.0000||0.0000|72.4500
DV000531|24410-26000-SE|TENSOR TIEMPO HYUNDAI ACCENT/GETZ S|1.0000||0.0000|8.7600
DV000533|21310-25001|BOMBA ACEITE KIA NEW CARENS 2.0 / O|1.0000||0.0000|93.4400
DV000530|24410-37100-SE|TENSOR HIDRAULICO SPORTAGE 2.7 SEON|1.0000||0.0000|27.5600
DV000510|0K72A-32600B|BOMBA DIRECCION KIA PREGIO 3.0|1.0000||0.0000|122.0600
DV000532|24810-37120-SEO|POLEA TIEMPO FIJA SPORTAGE 2.7|1.0000||0.0000|12.2000
DV000534|21310-38062|BOMBA ACEITE HYUNDAI H1 2007|1.0000||0.0000|122.0000
DV000535|39180-3E100-MO|SENSOR POSICION CIGUENAL SANTA FE/|1.0000||0.0000|83.7900
DV000535|0K72C-13100B-K|MULTIPLE ADMISION PREGIO 3.0|1.0000||0.0000|58.1800
DV000536|57700-1F800|CAJETIN HIDRAULICO TUCSON KOREA|1.0000||0.0000|251.3100
DV000537|21020-02591|JGO. CONCHA BANCADA PICANTO 0.10  0|1.0000||0.0000|9.4200
DV000538|KITCLUPRE-KP|KIT EMBRAGUE KIA PREGIO 3.0 KP|1.0000||0.0000|82.0400
DV000539|23060-37921|JGO. CONCHA BIELA SPORTAGE 2.7 0.10|1.0000||0.0000|21.9400
DV000540|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|10.2400
DV000541|41610-1C000-SEO|BOMBA CLUTCH SUP. HYUNDAI GETZ SEON|1.0000||0.0000|22.0800
DV000542|HDK-062-KP|KIT DE EMBRAGUE KIA PICANTO KP|2.0000||0.0000|61.6400
DV000543|24350-25000-SE|ENGRANAJE CVVT H1 09/ NEW CARENS|1.0000||0.0000|69.5300
DV000544|21020-22960-PMC|JGO. CONCHA BANCADA ACC/GETZ 0.10|3.0000||0.0000|16.7000
DV000545|HDK-062-KP|KIT DE EMBRAGUE KIA PICANTO KP|3.0000||0.0000|63.4900
DV000546|0K72B-13850E-SE|FILTRO GASOIL PREGIO C/TRAMPA BOMBI|1.0000||0.0000|14.9000
DV000547|KITTUC020|KIT PISTON Y ANILLO TUCSON 0.20 (0.|1.0000||0.0000|79.6500
DV000548|28113-2D000|FILTRO AIRE ELANTRA 2.0 PMC|2.0000||0.0000|6.8800
DV000549|82650-FD010XX|MANILLA EXT. LH KIA RIO STYLUS|1.0000||0.0000|8.5000
DV000549|82660-FD010XX|MANILLA EXT. RH KIA RIO STYLUS|1.0000||0.0000|8.5000
DV000550|54840-1C000-DLZ|BIELETA HYUNDAI GETZ RH|1.0000||0.0000|7.7100
DV000551|41510-07120-PMC|GUAYA CLUTCH PICANTO PMC|1.0000||0.0000|12.9300
DV000552|23040-23300-050|JGO. ANILLO TUCSON 0.20 (0,50) FINO|1.0000||0.0000|0.0000
DV000553|0K72A-32600B|BOMBA DIRECCION KIA PREGIO 3.0|1.0000||0.0000|122.0600
DV000554|24810-26020-SE|POLEA TIEMPO GETZ 1.6 SEONG|3.0000||0.0000|8.7600
DV000555|24810-26020-SE|POLEA TIEMPO GETZ 1.6 SEONG|6.0000||0.0000|8.7600
DV000556|25215-4Z200|FAN CLUTCH S/ASPA PREGIO 3.0|1.0000||0.0000|31.5000
DV000557|24312-26050-SUN|CORREA TIEMPO GETZ 1.6/ELAN 105DT S|1.0000||0.0000|29.6200
DV000558|39230-26600-K|VALVULA TEMPERATURA GETZ (CABLE)|2.0000||0.0000|16.3600
DV000559|24410-37100-DHM|TENSOR HIDRAULICO SPORTAGE 2.7 GMB|4.0000||0.0000|60.6700
DV000560|39230-26600-K|VALVULA TEMPERATURA GETZ (CABLE)|2.0000||0.0000|14.8400
DV000561|97133-2E210-SEO|FILTRO A/A TUCSON SEONG|2.0000||0.0000|6.2500
DV000562|24410-37100-SE|TENSOR HIDRAULICO SPORTAGE 2.7 SEON|1.0000||0.0000|35.1100
DV000563|24410-3E100-SE|TENSOR HIDRAULICO TIEMPO SANTA FE 2|1.0000||0.0000|25.2500
DV000564|KKBK-113RU25.4|KIT TIEMPO TUCSON CON GANCHO (PMC+P|1.0000||0.0000|61.1400
DV000565|39350-23500|SENSOR ARBOL DE LEVA TUCSON|1.0000||0.0000|24.9700
DV000566|58510-2B300-SE|BOMBA FRENO SANTA FE 06-09 SEONG|1.0000||0.0000|57.2400
DV000567|0K72A-32600B|BOMBA DIRECCION KIA PREGIO 3.0|1.0000||0.0000|122.0600
DV000568|35301-38220-SEO|REGULADOR GASOLINA HYUNDAI H1 07 SE|1.0000||0.0000|16.4900
DV000569|25310-2D010-SE|RADIADOR ELANTRA T/A SEONG|1.0000||0.0000|65.0000
DV000570|21310-23001|BOMBA ACEITE TUCSON PMC|1.0000||0.0000|79.9000
DV000571|0K30E-15186B-SE|MANGUERA RAD. SUP KIA RIO STYLUS 1.|10.0000||0.0000|8.6700
DV000572|57100-2B301-REM|BOMBA DIRECCION HYUNDAI SANTA FE 2.|1.0000||0.0000|103.7100
DV000573|21020-02500-STD|JGO. CONCHA BANCADA PICANTO STD|1.0000||0.0000|10.5400
DV000575|41600-4H100-SEO|BOMBA CLUTCH SUP HYUNDAI H1 2009|2.0000||0.0000|22.6600
DV000574|41600-4H100|BOMBA CLUTCH SUP HYUNDAI H1 2009|1.0000||0.0000|26.0200
DV000576|22311-3C100/120|SET EMPACADURA CAMARA KIA SONATA 3.|10.0000||0.0000|21.0200
DV000577|39350-23500|SENSOR ARBOL DE LEVA TUCSON|1.0000||0.0000|28.0900
DV000578|41510-07120-PMC|GUAYA CLUTCH PICANTO PMC|1.0000||0.0000|12.5200
DV000579|0S08941400-X2|BOMBA CLUTCH PREGIO 3.0 ZENITH|1.0000||0.0000|22.1800
DV000580|25500-37200|TERMOSTATO SPORTAGE 2.7/ STA FE GOL|1.0000||0.0000|12.9100
DV000581|4651739500|SENSOR KILOMETRAJE TUCSON|1.0000||0.0000|17.1300
DV000582|25380-FD000-PMC|ELECTROVENTILADOR PRINC. RIO PMC|2.0000||0.0000|56.6700
DV000582|97133-2E210-SEO|FILTRO A/A TUCSON SEONG|6.0000||0.0000|6.2500
DV000583|0K75A-10311B-SE|JGO. CAMISA KIA PREGIO 3.0 SEONG|1.0000||0.0000|104.2900
DV000584|57700-1C000-SEO|CAJETIN HIDRAULICO GETZ 1.6|1.0000||0.0000|310.1900
DV000585|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|2.0000||0.0000|14.6900
DV000586|HDK-169|KIT EMBRAGUE HYUNDAI H1 2009 23 EST|1.0000||0.0000|150.6900
DV000587|25611-02502|TOMA AGUA CORTA PICANTO SIN SENSOR|5.0000||0.0000|8.3600
DV000588|39230-26600-K|VALVULA TEMPERATURA GETZ (CABLE)|2.0000||0.0000|17.1400
DV000589|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|10.2400
DV000590|39180-37150-SEO|SENSOR POSICION CIGUENAL SPORTAGE 2|1.0000||0.0000|12.5200
DV000591|39180-23910-SE|SENSOR POSICION CIGUENAL TUCSON APL|1.0000||0.0000|12.6300
DV000592|23040-38200-SEO|JGO. ANILLO STD H1 07 SEONG|1.0000||0.0000|20.2900
DV000593|25611-26100-SE|CARCAZA TERMOSTATO GETZ SUP. CORTA|1.0000||0.0000|12.1200
DV000594|31911-2F000-SEO|FILTRO GASOLINA KIA CERATO 1.6|1.0000||0.0000|22.1100
DV000595|22441-3C110|EMPACADURA TAPA VALVULA RH SEDO/SON|1.0000||0.0000|10.1200
DV000595|22453-3C120|EMPACADURA TAPA VALVULA LH SEDO/SON|1.0000||0.0000|10.1200
DV000596|0K72B-13850E-SE|FILTRO GASOIL PREGIO C/TRAMPA BOMBI|1.0000||0.0000|14.9000
DV000597|41700-4A101-SE|BOMBIN CLUTCH INF H1 2007 CORREA|1.0000||0.0000|22.4800
DV000598|0K2A116510A|COLLARIN KIA RIO 1.5|2.0000||0.0000|14.8400
DV000598|39210-37513-SEO|SENSOR DE OXIGENO RH KIA SPORTAGE 2|1.0000||0.0000|31.9200
DV000598|39210-3E130-SEO|SENSOR DE OXIGENO LH SANTA FE 2007|1.0000||0.0000|31.9200
DV000598|39210-3E210-SEO|SENSOR DE OXIGENO RH SANTA FE 2007|1.0000||0.0000|31.9200
DV000599|24350-3C100|CONJUNTO CVVT SONATA 3.3/ SORENTO /|2.0000||0.0000|133.3100
DV000600|21310-3E003-SE|BOMBA ACEITE HYUNDAI SANTA FE 2.7 0|1.0000||0.0000|63.4900
DV000601|25620-23501-SEO|CARCAZA TERMOSTATO TUCSON INF.LARGA|1.0000||0.0000|17.8200
DV000602|25620-26160|CARCAZA TERMOSTATO GETZ LARGA KOREA|1.0000||0.0000|13.4000
DV000603|93490-2E000-SEO|CABLE ESPIRAL TUCSON SEONG|1.0000||0.0000|13.9000
DV000604|94460-2E200|FLOTANTE GASOLINA TUCSON MOBIS|1.0000||0.0000|21.4500
DV000605|23124-02201-SEO|POLEA DAMPER KIA PICANTO SEONG|1.0000||0.0000|25.6900
DV000605|25412-07000|MANGUERA RAD. INF. KIA PICANTO|1.0000||0.0000|12.9800
DV000605|25310-2E400-SE|RADIADOR TUCSON T/A SEONG|1.0000||0.0000|130.1500
DV000606|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|9.9400
DV000607|41700-4A101-SE|BOMBIN CLUTCH INF H1 2007 CORREA|1.0000||0.0000|22.4800
DV000608|82620-2D000AX|MANILLA INT. RH ELANTRA SEONG|2.0000||0.0000|9.0600
DV000609|25611-26100-SE|CARCAZA TERMOSTATO GETZ SUP. CORTA|1.0000||0.0000|11.2000
DV000610|94460-1C000|FLOTANTE GASOLINA GETZ|1.0000||0.0000|14.5500
DV000611|58129-44010|DISCO FRENO HYUNDAI H1 07 PHC/PARTS|2.0000||0.0000|40.3400
DV000612|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|2.0000||0.0000|60.8700
DV000613|54830-1C000-DLZ|BIELETA HYUNDAI GETZ LH|1.0000||0.0000|7.5000
DV000613|54840-1C000-DLZ|BIELETA HYUNDAI GETZ RH|1.0000||0.0000|7.5000
DV000614|KSR62-10270|JGO. EMPACADURA CERATO 1.6 CADENA|2.0000||0.0000|45.4500
DV000615|0K74R-23603-SEO|FILTRO DE AIRE KIA PREGIO 3.0|4.0000||0.0000|10.8200
DV000616|35150-22600|VALVULA IAC GETZ/TUC/RIO/ELAN|1.0000||0.0000|21.1700
DV000617|23111-25210|CIGUENAL HYUNDAI H1 09 CADENA|1.0000||0.0000|179.9100
DV000618|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|1.0000||0.0000|16.1600
DV000618|39220-22020|VALVULA TEMP ACC/GETZ 2 PINES|1.0000||0.0000|4.0000
DV000619|KITPIC020|KIT PISTON Y ANILLO KIA PICANTO 0.2|1.0000||0.0000|56.4600
DV000619|41610-1C000-SEO|BOMBA CLUTCH SUP. HYUNDAI GETZ SEON|1.0000||0.0000|22.7400
DV000620|25620-26160-SE|CARCAZA TERMOSTATO GETZ 1.6 LARGA|1.0000||0.0000|15.4500
DV000620|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|2.0000||0.0000|13.9900
DV000620|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|9.9400
DV000621|24410-23400-VAL|TENSOR TIEMPO ELANTRA 2.0 LISO K612|2.0000||0.0000|17.5000
DV000621|21020-02591-025|JGO. CONCHA BANCADA PICANTO 0.10 (0|1.0000||0.0000|10.0800
DV000621|24810-23050|POLEA TIEMPO TUCSON GMB (GT10160)|1.0000||0.0000|17.9100
DV000622|0K75B-18140-SEO|JGO. BUJIA KIA PREGIO 3.0 SEONG|1.0000||0.0000|12.5000
DV000623|23124-02201-SEO|POLEA DAMPER KIA PICANTO SEONG|1.0000||0.0000|25.6900
DV000624|HDK-110-KP|KIT DE EMBRAGUE TUCSON KP|1.0000||0.0000|79.9000
DV000625|35150-22600|VALVULA IAC GETZ/TUC/RIO/ELAN|1.0000||0.0000|26.4600
DV000626|58101-4AA90|JGO. PASTILLA DELANTERA H1 07 CORRE|1.0000||0.0000|26.6000
DV000627|24355-25000-SE|VALVULA OCV HYUNDAI H1 09/NEW CAREN|1.0000||0.0000|43.0900
DV000628|25281-3E000-SE|TENSOR CORREA UNICA SANTA FE 2.7 SE|1.0000||0.0000|26.2400
DV000629|54584-38010|BUJE MESETA SONATA 1998 - 2005|6.0000||0.0000|7.7400
DV000630|24100-26601-SEO|ARBOL LEVA ADM. GETZ 1.6 SEONG|1.0000||0.0000|54.1500
DV000631|58510-2B300-SE|BOMBA FRENO SANTA FE 06-09 SEONG|1.0000||0.0000|55.5700
DV000632|39250-3E110|SENSOR DETONACION RH SANTA FE 2.7|2.0000||0.0000|29.2400
DV000632|39250-3E120|SENSOR DETONACION LH SANTA FE 2.7|2.0000||0.0000|29.2400
DV000633|24350-3E000-SE|ENGRANAJE CVVT SANTA FE 2.7|1.0000||0.0000|108.1500
DV000635|35150-2B000|VALVULA IAC KIA CERATO 1,6/TUCSON|1.0000||0.0000|39.2200
DV000636|5810138A50-PMC|JGO. PASTILLAS ELANTRA XD PMC|3.0000||0.0000|20.7200
DV000634|0K30A-18-10X-K|BOBINA KIA RIO 1.3 PMC|2.0000||0.0000|57.5000
DV000637|39310-38400|SENSOR POSICION CIGUENAL HYUNDAI H1|1.0000||0.0000|24.7000
DV000638|25380-1C360-A|ELECTROVENTILADOR GETZ 1.6|1.0000||0.0000|75.6000
DV000639|27501-26D00-SE|JGO. CABLE BUJIA GETZ 1.6 SEONG|5.0000||0.0000|13.1700
DV000640|KHBK-105RU22|KIT TIEMPO GETZ 1.6/ELANTRA (GATES+|2.0000||0.0000|45.0000
DV000640|KHBK-113RU25.4|KIT TIEMPO TUCSON/ELANTRA LISO (GAT|2.0000||0.0000|55.5000
DV000641|24410-3E100-SE|TENSOR HIDRAULICO TIEMPO SANTA FE 2|1.0000||0.0000|25.3100
DV000642|41421-28000-OEM|COLLARIN ACCENT/GETZ KP|1.0000||0.0000|9.8000
DV000643|27460-39010|JGO. CABLE BUJIA SEDONA 3.5|1.0000||0.0000|29.8700
DV000644|25100-22032-SEO|BOMBA AGUA TUCSON SEONG|1.0000||0.0000|22.5900
DV000646|57100-2E000|BOMBA DIRECCION TUCSON|1.0000||0.0000|126.8200
DV000647|57100-2E100-SE|BOMBA DIRECCION SPORTAGE 2.7 SEONG|1.0000||0.0000|117.7100
DV000648|57100-2E100-SE|BOMBA DIRECCION SPORTAGE 2.7 SEONG|1.0000||0.0000|117.7100
DV000649|25100-22032-SEO|BOMBA AGUA TUCSON SEONG|1.0000||0.0000|22.5900
DV000651|39220-22020|VALVULA TEMP ACC/GETZ 2 PINES|1.0000||0.0000|4.7600
DV000652|0K50F-18840|SENSOR TEMPERATURA KIA RIO|3.0000||0.0000|6.9000
DV000645|57100-2E100-SE|BOMBA DIRECCION SPORTAGE 2.7 SEONG|1.0000||0.0000|135.3600
DV000650|31110-1C000-SEO|BOMBA GASOLINA GETZ SEONG|1.0000||0.0000|68.4600
DV000653|31110-2E000|BOMBA GASOLINA TUCSON|1.0000||0.0000|97.5800
DV000654|0K50F-18840|SENSOR TEMPERATURA KIA RIO|1.0000||0.0000|7.9800
DV000655|23040-23300-050|JGO. ANILLO TUCSON 0.20 (0,50) FINO|1.0000||0.0000|19.6000
DV000656|23040-23922075S|JGO. ANILLO TUCSON 0.30 SEONG FINO|1.0000||0.0000|22.0700
DV000657|97730-4H100-SEO|ELECTROVENTILANDOR A/A H1 09 SEONG|1.0000||0.0000|55.3600
DV000658|25100-4Z000-SE|BOMBA AGUA KIA PREGIO 3.0 SEONG|1.0000||0.0000|24.4700
DV000659|24100-26601-SEO|ARBOL LEVA ADM. GETZ 1.6 SEONG|1.0000||0.0000|54.1500
DV000660|KK1Y0-11SF0|JGO. CONCHA BIELA KIA RIO 0.10 (0,2|1.0000||0.0000|0.0000
DV000661|23124-2X010-SEO|DAMPER KIA RIO STYLUS SEONG|1.0000||0.0000|29.6100
DV000662|0K50F-18840|SENSOR TEMPERATURA KIA RIO|1.0000||0.0000|0.0000
DV000663|0K50F-18840|SENSOR TEMPERATURA KIA RIO|4.0000||0.0000|9.1800
DV000664|0K50F-18840|SENSOR TEMPERATURA KIA RIO|1.0000||0.0000|9.1800
DV000665|KHBK-105RU22|KIT TIEMPO GETZ 1.6/ELANTRA (GATES+|10.0000||0.0000|45.0000
DV000665|KHBK-113RU25.4|KIT TIEMPO TUCSON/ELANTRA LISO (GAT|10.0000||0.0000|55.5000
DV000666|28164-3C100-SEO|SENSOR MAF SONATA 3.3/STA FE 2.7/OP|1.0000||0.0000|51.4000
DV000667|KITGUIA27|KIT GUIAS CADENA (INF Y SUP) SPORTA|6.0000||0.0000|32.3200
DV000668|54584-2E000|BUJE MESETA GRANDE TUCSON|2.0000||0.0000|5.6700
DV000669|54584-2E000|BUJE MESETA GRANDE TUCSON|4.0000||0.0000|5.6700
DV000670|41700-4A101|BOMBIN CLUTCH INF HYUNDAI H1 2009 K|1.0000||0.0000|32.9600
DV000671|HDK-174-KP|KIT DE EMBRAGUE GETZ 1.6 KP|1.0000||0.0000|62.3800
DV000672|82650-FD010XX|MANILLA EXT. LH KIA RIO STYLUS|1.0000||0.0000|10.6200
DV000673|KITGTZ020|KIT PISTON Y ANILLO GETZ 1.6 0.20 (|1.0000||0.0000|0.0000
DV000675|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|2.0000||0.0000|16.1600
DV000676|0K3Y-11SA0-STD|JGO. PISTON KIA RIO 1.5 STD TIK 2K7|1.0000||0.0000|70.0000
DV000676|0K3Y0-11SA0-030|JGO. PISTON KIA RIO 1.5 0.75(030) T|1.0000||0.0000|75.0000
DV000676|0K3Y0-11SA0-050|JGO. PISTON KIA RIO 1.5 0.20(050) T|1.0000||0.0000|70.0000
