codmovcli|numdoc|tipo|emision|importe|formapag|banco|moneda|tasadolar|numpag
00000005|5046894|NC|20260325|1785.3800|||US$|0.0000|
00000005|5046894|CA|20260325|64870.9600||||462.6700|
00000005|5094012|FC|20260331|-492149.2400|||US$|0.0000|
00000005|5094012|NC|20260331|49781.9200|||US$|0.0000|
00000005|5094012|NC|20260331|12445.4800|||US$|0.0000|
00000005|5094149|FC|20260331|-6396.4300|||US$|0.0000|
00000005|5094149|NC|20260331|634.3500|||US$|0.0000|
00000005|5094149|NC|20260331|158.5900|||US$|0.0000|
00000005|5094012|CA|20260331|429923.3000||||473.8700|
00000005|5094149|CA|20260331|5601.1400||||473.8700|
00000005|5120590|FC|20260407|-261884.1300|||US$|0.0000|
00000005|5120590|NC|20260407|26687.5700|||US$|0.0000|
00000005|5120590|NC|20260407|6671.8900|||US$|0.0000|
00000005|5120678|FC|20260407|-6122.5400|||US$|0.0000|
00000005|5120678|NC|20260407|609.2700|||US$|0.0000|
00000005|5120678|NC|20260407|152.3200|||US$|0.0000|
00000005|5120590|CA|20260407|228524.1600||||474.5300|
00000005|5120678|CA|20260407|5362.1900||||474.5300|
00000005|5161733|FC|20260414|-501903.7900|||US$|0.0000|
00000005|5161733|NC|20260414|51002.6500|||US$|0.0000|
00000005|5161733|NC|20260414|12750.6600|||US$|0.0000|
00000005|5161733|CA|20260414|438149.1000||||477.6300|
00000127|00148103|FC|20260420|-434521.2600|||US$|0.0000|
00000127|00148103|NC|20260420|13035.6400|||US$|0.0000|
00000127|00148182|FC|20260420|-541077.1500|||US$|0.0000|
00000127|00148182|NC|20260420|16232.3100|||US$|0.0000|
00000127|00148283|FC|20260420|-605805.5600|||US$|0.0000|
00000127|00148283|NC|20260420|18174.1700|||US$|0.0000|
00000005|5209182|FC|20260420|-203969.7300|||US$|0.0000|
00000005|5209182|NC|20260420|20341.2200|||US$|0.0000|
00000005|5209182|NC|20260420|5085.3100|||US$|0.0000|
00000005|5209329|FC|20260420|-77150.2300|||US$|0.0000|
00000005|5209329|NC|20260420|7981.0600|||US$|0.0000|
00000005|5209329|NC|20260420|1995.2600|||US$|0.0000|
00000005|5209182|CA|20260420|178542.2400||||481.2200|
00000005|5209329|CA|20260420|67173.5000||||481.2200|
00000124|15729|CA|20260424|760063.0000||||483.8700|
00000124|10720|FC|20260424|-864385.3700|||US$|0.0000|
00000124|10720|NC|20260424|89419.1800|||US$|0.0000|
00000124|10720|NC|20260424|14903.2000|||US$|0.0000|
00000005|5256350|FC|20260428|-341483.2500|||US$|0.0000|
00000005|5256350|NC|20260428|34257.1100|||US$|0.0000|
00000005|5256350|NC|20260428|8564.2800|||US$|0.0000|
00000005|5256664|FC|20260428|-9566.7900|||US$|0.0000|
00000005|5256664|NC|20260428|955.8900|||US$|0.0000|
00000005|5256664|NC|20260428|238.9700|||US$|0.0000|
00000005|5256350|CA|20260428|298663.9200||||485.2300|
00000005|5256664|CA|20260428|8370.2200||||485.2300|
00000128|03443|FC|20260430|-1251870.8100|||US$|0.0000|
00000128|03443|NC|20260430|41153.1100|||US$|0.0000|
00000128|03443|NC|20260430|6858.8500|||US$|0.0000|
00000128|03443|CA|20260430|1203858.6300||||487.1200|
00000005|5283647|FC|20260430|-223357.4400|||US$|0.0000|
00000005|5283647|NC|20260430|22242.9800|||US$|0.0000|
00000005|5283647|NC|20260430|5560.7500|||US$|0.0000|
00000005|5283647|CA|20260430|195554.3200||||487.1200|
00000129|6339|FC|20260507|-102285.7800|||US$|0.0000|
00000129|6339|NC|20260507|10581.2900|||US$|0.0000|
00000129|6339|CA|20260507|91704.8800||||496.8300|
00000005|5296521|FC|20260511|-7142.8300|||US$|0.0000|
00000005|5296521|NC|20260511|709.8200|||US$|0.0000|
00000005|5296521|NC|20260511|177.4600|||US$|0.0000|
00000005|5296426|FC|20260511|-12424.8100|||US$|0.0000|
00000005|5296426|NC|20260511|1202.4000|||US$|0.0000|
00000005|5296426|NC|20260511|300.6000|||US$|0.0000|
00000005|5353622|FC|20260511|-305049.3700|||US$|0.0000|
00000005|5353622|NC|20260511|30073.9300|||US$|0.0000|
00000005|5353622|NC|20260511|7518.4800|||US$|0.0000|
00000005|5353733|FC|20260511|-31356.7300|||US$|0.0000|
00000005|5353733|NC|20260511|3084.4400|||US$|0.0000|
00000005|5353733|NC|20260511|771.1100|||US$|0.0000|
00000005|5296426|CA|20260511|10920.0400||||500.4600|
00000005|5296521|CA|20260511|6255.7500||||500.4600|
00000005|5353622|CA|20260511|267455.8300||||500.4600|
00000005|5353733|CA|20260511|27500.2800||||500.4600|
00000130|00000492|CA|20260513|182170.3500||||508.6000|
00000127|148309|FC|20260513|-119462.4200|||US$|0.0000|
00000127|148309|NC|20260513|3583.8700|||US$|0.0000|
00000005|5406208|FC|20260519|-305994.9400|||US$|0.0000|
00000005|5406208|NC|20260519|30729.7800|||US$|0.0000|
00000005|5406208|NC|20260519|7682.4500|||US$|0.0000|
00000005|5406208|CA|20260519|267583.3200||||517.9600|
00000130|00000506|FC|20260515|-203187.9000|||US$|0.0000|
00000130|00000506|NC|20260515|21019.4400|||US$|0.0000|
00000127|148796|FC|20260520|-42047.0400|||US$|0.0000|
00000127|148796|NC|20260520|1261.4100|||US$|0.0000|
00000127|148706|FC|20260513|-37238.5000|||US$|0.0000|
00000127|148706|NC|20260513|1117.1600|||US$|0.0000|
00000127|148460|FC|20260513|-75561.7700|||US$|0.0000|
00000127|148460|NC|20260513|2266.8500|||US$|0.0000|
00000005|5458000|FC|20260526|-187389.7000|||US$|0.0000|
00000005|5458000|NC|20260526|18950.8500|||US$|0.0000|
00000005|5458000|NC|20260526|4737.7100|||US$|0.0000|
00000005|5458111|FC|20260526|-25872.0100|||US$|0.0000|
00000005|5458111|NC|20260526|2561.2200|||US$|0.0000|
00000005|5458111|NC|20260526|640.3000|||US$|0.0000|
00000005|5458000|CA|20260526|163700.8500||||535.3900|
00000005|5458111|CA|20260526|22669.9700||||353.3900|
00000127|148876|FC|20260528|-69104.3000|||US$|0.0000|
00000127|148876|NC|20260528|2073.1300|||US$|0.0000|
00000127|149023|FC|20260528|-256588.5000|||US$|0.0000|
00000127|149023|NC|20260528|7697.6600|||US$|0.0000|
00000005|5500825|FC|20260530|-473477.1100|||US$|0.0000|
00000005|5500825|NC|20260530|47691.4700|||US$|0.0000|
00000005|5500825|NC|20260530|11922.8700|||US$|0.0000|
00000005|5500830|FC|20260530|-7390.9700|||US$|0.0000|
00000005|5500830|NC|20260530|732.8400|||US$|0.0000|
00000005|5500830|NC|20260530|183.2100|||US$|0.0000|
00000005|5500825|CA|20260530|413862.4000||||549.3700|
00000005|5500830|AB|20260530|6477.0700||||549.3700|
00000100|135018|FC|20260601|-106117.1000|||US$|0.0000|
00000100|135018|NC|20260601|10977.6300|||US$|0.0000|
00000100|135018|NC|20260601|1829.6100|||US$|0.0000|
00000100|135018|CA|20260601|93310.5700||||554.4300|
00000005|5512199|FC|20260605|-7452.1800|||US$|0.0000|
00000005|5512199|NC|20260605|721.1800|||US$|0.0000|
00000005|5512199|NC|20260605|180.2900|||US$|0.0000|
00000127|149142|FC|20260605|-307582.8000|||US$|0.0000|
00000127|149142|NC|20260605|9227.4800|||US$|0.0000|
00000005|5512199|CA|20260605|6551.0600||||563.2900|
00000005|5564872|FC|20260611|-571149.1100|||US$|0.0000|
00000005|5564872|NC|20260611|57415.8600|||US$|0.0000|
00000005|5564872|NC|20260611|14353.9600|||US$|0.0000|
00000005|5564984|FC|20260611|-65547.3400|||US$|0.0000|
00000005|5564984|NC|20260611|6399.6300|||US$|0.0000|
00000005|5564984|NC|20260611|1599.9100|||US$|0.0000|
00000005|5564872|CA|20260611|499380.8100||||557.5500|
00000005|5564984|AB|20260611|55236.8800||||577.5500|
00000119|CF-11484|FC|20260616|-28383.9900|||US$|0.0000|
00000119|CF-11484|NC|20260616|3915.0300|||US$|0.0000|
00000119|CF-11485|FC|20260616|-113536.0000|||US$|0.0000|
00000119|CF-11485|NC|20260616|15660.1400|||US$|0.0000|
00000119|CF-11486|FC|20260616|-113536.0000|||US$|0.0000|
00000119|CF-11486|NC|20260616|15660.1400|||US$|0.0000|
00000005|5620466|FC|20260616|-1009945.8000|||US$|0.0000|
00000005|5620466|NC|20260616|102184.3800|||US$|0.0000|
00000005|5620466|NC|20260616|25546.0900|||US$|0.0000|
00000005|5620578|FC|20260616|-42551.6300|||US$|0.0000|
00000005|5620578|NC|20260616|4177.6400|||US$|0.0000|
00000005|5620578|NC|20260616|1044.4100|||US$|0.0000|
00000005|5620466|CA|20260616|882214.8800||||592.5200|
00000005|5620578|CA|20260616|37328.7600||||592.5200|
00000005|5676560|FC|20260622|-265289.0900|||US$|0.0000|
00000005|5676560|NC|20260622|26823.2600|||US$|0.0000|
00000005|5676560|NC|20260622|6705.8100|||US$|0.0000|
00000005|5676706|FC|20260622|-8937.2500|||US$|0.0000|
00000005|5676706|NC|20260622|884.6800|||US$|0.0000|
00000005|5676706|NC|20260622|221.1700|||US$|0.0000|
00000005|5676560|CA|20260622|231761.8800||||612.4300|
00000005|5676706|CA|20260622|7832.9800||||612.4300|
00000127|149325|FC|20260623|-145427.4200|||US$|0.0000|
00000127|149325|NC|20260623|4362.8200|||US$|0.0000|
00000127|149479|FC|20260623|-381072.1600|||US$|0.0000|
00000127|149479|NC|20260623|11432.1600|||US$|0.0000|
00000005|5708167|FC|20260630|-147075.4500|||US$|0.0000|
00000005|5708167|NC|20260630|14580.9500|||US$|0.0000|
00000005|5708167|NC|20260630|3645.2400|||US$|0.0000|
00000005|5706171|FC|20260630|-60235.6400|||US$|0.0000|
00000005|5706171|NC|20260630|6231.2700|||US$|0.0000|
00000005|5706171|NC|20260630|1557.8200|||US$|0.0000|
00000005|5706171|CA|20260630|52445.8200||||623.0200|
00000005|5708167|CA|20260630|128846.7700||||623.0200|
00000131|1133284|FC|20260706|-341469.5600|||US$|0.0000|
00000131|1133284|NC|20260706|131.8000|||US$|0.0000|
00000131|1133284|NC|20260706|21.9700|||US$|0.0000|
00000132|132045|FC|20260706|-54698.1000|||US$|0.0000|
00000132|132045|CA|20260706|54698.1000||||667.0500|
00000131|1133284|CA|20260706|341316.1400||||667.0500|
00000131|309821|FC|20260706|-70038.1500|||US$|0.0000|
00000131|309821|CA|20260706|70038.1500||||667.0300|
00000005|5750888|FC|20260713|-9551.5000|||US$|0.0000|
00000005|5750888|NC|20260713|945.8100|||US$|0.0000|
00000005|5750888|NC|20260713|236.4500|||US$|0.0000|
00000005|5750799|FC|20260713|-960888.0400|||US$|0.0000|
00000005|5750799|NC|20260713|96607.2500|||US$|0.0000|
00000005|5750799|NC|20260713|24151.8100|||US$|0.0000|
00000005|5750799|CA|20260713|840127.4900||||721.3500|
00000005|5750888|AB|20260713|8367.6600||||721.3500|
00000131|1146414|FC|20260714|-231680.0000|||US$|0.0000|
00000131|1146414|CA|20260714|231680.0000||||724.0000|
00000122|A035731|CA|20260714|189449.0800||||724.0000|
00000131|E-114837|FC|20260715|-116120.0000|||US$|0.0000|
00000131|E-114837|CA|20260715|116120.0000||||725.7500|
00000036|06115017|CA|20260716|510782.8500||||725.7500|
00000127|149744|FC|20260716|-290702.2800|||US$|0.0000|
00000127|149744|NC|20260716|8721.0700|||US$|0.0000|
00000133|005971|CA|20260717|298851.8400||||732.4800|
00000133|005972|CA|20260717|74712.9600||||732.4800|
00000131|1153741|FC|20260717|-234393.6000|||US$|0.0000|
00000131|1153741|CA|20260717|234393.6000||||732.4800|
00000005|5799496|FC|20260720|-264937.8500|||US$|0.0000|
00000005|5799496|NC|20260720|26372.3800|||US$|0.0000|
00000005|5799496|NC|20260720|6593.0900|||US$|0.0000|
00000005|5799777|FC|20260720|-24659.5300|||US$|0.0000|
00000005|5799777|NC|20260720|2409.6900|||US$|0.0000|
00000005|5799777|NC|20260720|602.4200|||US$|0.0000|
00000005|5799496|CA|20260720|231970.8300||||736.9300|
00000005|5799777|CA|20260720|21651.0000||||736.9300|
00000005|5848207|FC|20260722|-746235.1700|||US$|0.0000|
00000005|5848207|NC|20260722|74306.0000|||US$|0.0000|
00000005|5848207|NC|20260722|18576.5000|||US$|0.0000|
00000005|5848207|CA|20260722|653354.7700||||736.9300|
00000122|A159332|FC|20260714|-215454.5600|||US$|0.0000|
00000122|A159332|NC|20260714|22288.4000|||US$|0.0000|
00000122|A159332|NC|20260714|3714.7300|||US$|0.0000|
00000036|514885|FC|20260715|-618623.4800|||US$|0.0000|
00000036|514885|NC|20260715|60232.8600|||US$|0.0000|
00000036|514885|NC|20260715|10038.8100|||US$|0.0000|
00000133|B92387|FC|20260717|-339870.1200|||US$|0.0000|
00000133|B92387|NC|20260717|35158.9800|||US$|0.0000|
00000133|B92387|NC|20260717|5859.8300|||US$|0.0000|
00000133|E778|FC|20260717|-84967.5300|||US$|0.0000|
00000133|E778|NC|20260717|8789.7400|||US$|0.0000|
00000133|E778|NC|20260717|1464.9600|||US$|0.0000|
00000005|5892937|FC|20260727|-527387.1000|||US$|0.0000|
00000005|5892937|NC|20260727|52388.6900|||US$|0.0000|
00000005|5892937|NC|20260727|13097.1700|||US$|0.0000|
00000005|5893047|FC|20260727|-7453.1600|||US$|0.0000|
00000005|5893047|NC|20260727|745.3100|||US$|0.0000|
00000005|5893047|NC|20260727|186.3300|||US$|0.0000|
00000127|00150085|FC|20260727|-113017.6800|||US$|0.0000|
00000127|00150085|NC|20260727|3390.5300|||US$|0.0000|
00000005|5892937|CA|20260728|461898.3500||||742.2200|
00000005|5893047|AB|20260728|6521.4300||||70.0100|
00000133|B92388|FC|20260728|-135948.0400|||US$|0.0000|
00000133|B92388|NC|20260728|14063.5900|||US$|0.0000|
00000133|B92388|NC|20260728|2343.9300|||US$|0.0000|
00000134|004652|FC|20260727|-83983.8800|||US$|0.0000|
00000134|004652|NC|20260727|8687.9900|||US$|0.0000|
00000134|004652|NC|20260727|1448.0000|||US$|0.0000|
