codmovban|fecha_mov|tipban|numdoc|concepto|importe|dimporte|tasadolar|tiporg|concilia
00001|20241231|DP|AP000001|APERTURA|8095.7200|0.0000|0.0000||F
00002|20241231|DP|AP000002|APERTURA|591.9300|0.0000|0.0000||F
00003|20241231|DP|AP000003|APERTURA|21011.6800|0.0000|0.0000||F
00004|20241231|DP|AP000004|APERTURA|28785.3300|0.0000|0.0000||F
00005|20241231|DP|AP000005|APERTURA|68554.0400|0.0000|0.0000||F
E0002|20241231|DP|AP000006|APERTURA|25238.0300|0.0000|0.0000||F
E0003|20241231|DP|AP000007|APERTURA|1036.0000|0.0000|0.0000||F
E0004|20241231|DP|AP000008|APERTURA|81.1700|0.0000|0.0000||F
E0005|20241231|DP|AP000009|APERTURA|3919.3200|0.0000|0.0000||F
E0007|20241231|DP|AP000010|APERTURA|84825.2100|0.0000|0.0000||F
E0008|20241231|DP|AP000011|APERTURA|12098.5300|0.0000|0.0000||F
E0009|20241231|DP|AP000012|APERTURA|1505.1400|0.0000|0.0000||F
E0011|20241231|DP|AP000013|APERTURA|719.6000|0.0000|0.0000||F
E0012|20241231|DP|AP000014|APERTURA|45218.0500|0.0000|0.0000||F
E0013|20241231|DP|AP000015|APERTURA|40695.0000|0.0000|0.0000||F
E0014|20241231|DP|AP000016|APERTURA|3000.0000|0.0000|0.0000||F
E0015|20241231|DP|AP000017|APERTURA|4036.4000|0.0000|0.0000||F
E0016|20241231|DP|AP000018|APERTURA|1716.8700|0.0000|0.0000||F
E0017|20241231|CH|AP000019|APERTURA|-4442.9600|0.0000|0.0000||F
E0018|20241231|DP|AP000020|APERTURA|4360.0000|0.0000|0.0000||F
E0020|20241231|DP|AP000021|APERTURA|450.0000|0.0000|0.0000||F
E0023|20241231|CH|AP000022|APERTURA|-995.1000|0.0000|0.0000||F
IGTF1|20241231|CH|AP000023|APERTURA|-14665.9600|0.0000|0.0000||F
V0000|20241231|DP|AP000024|APERTURA|10011.6800|0.0000|0.0000||F
V0001|20241231|DP|AP000025|APERTURA|150242.2700|0.0000|0.0000||F
V0002|20241231|DP|AP000026|APERTURA|2554.4600|0.0000|0.0000||F
V0004|20241231|DP|AP000027|APERTURA|533.7900|0.0000|0.0000||F
V0005|20241231|DP|AP000028|APERTURA|50.0000|0.0000|0.0000||F
V0019|20241231|DP|AP000029|APERTURA|5814.2700|0.0000|0.0000||F
V0021|20241231|DP|AP000030|APERTURA|622.9400|0.0000|0.0000||F
V0030|20241231|DP|AP000031|APERTURA|0.7100|0.0000|0.0000||F
V0034|20241231|DP|AP000032|APERTURA|0.1100|0.0000|0.0000||F
V0035|20241231|DP|AP000033|APERTURA|21.2300|0.0000|0.0000||F
V0099|20241231|DP|AP000034|APERTURA|13440.0000|0.0000|0.0000||F
V0101|20241231|DP|AP000035|APERTURA|17152.7200|0.0000|0.0000||F
V0106|20241231|DP|AP000036|APERTURA|14110.0000|0.0000|0.0000||F
V0004|20250107|ND|VD005199|CAMBIO ROBERTO SAMUEL 020125|-30.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005199|CAMBIO ROBERTO SAMUEL 020125|30.0000|0.0000|0.0000|NC|F
V0002|20250107|ND|VD005200|TRANSF EFEC YELITZA 1112283234|-2150.0000|0.0000|0.0000|ND|F
E0015|20250107|NC|VD005200|TRANSF EFEC YELITZA 1112283234|2150.0000|0.0000|0.0000|NC|F
00003|20250107|TR|56997695|Canc.Multiple de CXC:|526.5900|0.0000|0.0000|CA|F
E0007|20250107|TR|ILIANA 2|Canc.Multiple de CXC:|374.0000|0.0000|0.0000|CA|F
00004|20250107|TR|50066420|Canc.Multiple de CXC:|26034.8000|0.0000|59.1700|CA|F
00004|20250107|CH|514209|TRANSF FONDO JR|-13318.0000|0.0000|0.0000||F
00004|20250107|CH|5142091|COM PAGO MOVIL|-39.9500|0.0000|0.0000||F
00004|20250107|CH|654470|CANC FC 20 JULIO|-1331.8000|0.0000|0.0000||F
00004|20250107|CH|6544701|COM PAGO MOVIL|-4.0000|0.0000|0.0000||F
00004|20250107|CH|702161|CANC EMISION BL NACIONALIZ|-4205.6000|0.0000|0.0000||F
00004|20250107|CH|846278|CANC MOVISTAR OFICINA|-419.9900|0.0000|0.0000||F
00004|20250107|CH|8462781|COM PAGO MOVIL|-1.2600|0.0000|0.0000||F
00003|20250107|CH|096520|CANC INCES IV TRIM 2024|-1031.6400|0.0000|0.0000||F
00003|20250107|CH|997695|COM OTROS BANCOS|-7.8900|0.0000|0.0000||F
00003|20250107|CH|035670|COM OTROS BANCOS|-900.0000|0.0000|0.0000||F
00003|20250107|TR|55650035|Canc.Multiple de CXC:|60000.0000|0.0000|60.0000|CA|F
00003|20250107|DP|070125|AJUSTE DCMAL|0.0100|0.0000|0.0000||F
00004|20250107|CH|883512|CANC GASTO PERSONAL JR|-1649.1800|0.0000|0.0000||F
00004|20250107|CH|8835121|COM PAGO MOVIL|-4.9500|0.0000|0.0000||F
00004|20250107|CH|910687|CANC FAOV E IVSS DIC 24|-1765.0000|0.0000|0.0000||F
00004|20250107|CH|9106871|COM PAGO MOVIL|-5.3000|0.0000|0.0000||F
00004|20250107|CH|913808|CANC DELIVERY ALM CCS|-1476.3800|0.0000|0.0000||F
00004|20250107|CH|9138081|COM PAGO MOVIL|-4.4300|0.0000|0.0000||F
00004|20250107|CH|130403|CANC MARCA SAPI SIMON DHM|-2650.5000|0.0000|0.0000||F
00004|20250107|CH|1304031|COM PAGO MOVIL|-7.9500|0.0000|0.0000||F
00004|20250107|CH|130913|CANC MARCA SAPI SIMON REACA|-5046.0200|0.0000|0.0000||F
00004|20250107|CH|1309131|COM PAGO MOVIL|-15.1400|0.0000|0.0000||F
E0007|20250107|DP|940142|RECP FC 150 RAFAEL EVELYN 040125|150.0000|0.0000|0.0000||F
E0003|20250107|ND|VD005201|CAMBIO EFECT RAFAEL EVELYN 040125|-50.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005201|CAMBIO EFECT RAFAEL EVELYN 040125|50.0000|0.0000|0.0000|NC|F
E0013|20250107|ND|VD005202|CAMBIO EFECT FRENECY 040125|-700.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005202|CAMBIO EFECT FRENECY 040125|700.0000|0.0000|0.0000|NC|F
E0013|20250107|ND|VD005203|CAMBIO EFEC ZULEIKA 060125|-265.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005203|CAMBIO EFEC ZULEIKA 060125|265.0000|0.0000|0.0000|NC|F
E0013|20250107|ND|VD005204|CAMBIO EFECT LUIS M 060125|-150.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005204|CAMBIO EFECT LUIS M 060125|150.0000|0.0000|0.0000|NC|F
E0013|20250107|ND|VD005205|CAMBIO EFECT ANGEL 060125|-300.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005205|CAMBIO EFECT ANGEL 060125|300.0000|0.0000|0.0000|NC|F
E0013|20250107|ND|VD005206|CAMBIO EFECT FRENECY 060125|-200.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005206|CAMBIO EFECT FRENECY 060125|200.0000|0.0000|0.0000|NC|F
E0013|20250107|ND|VD005207|TRANSF EFEC ENTRE CAJAS|-250.0000|0.0000|0.0000|ND|F
E0003|20250107|NC|VD005207|TRANSF EFEC ENTRE CAJAS|250.0000|0.0000|0.0000|NC|F
E0003|20250107|ND|VD005208|CAMBIO EFECT KENI 060125|-90.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005208|CAMBIO EFECT KENI 060125|90.0000|0.0000|0.0000|NC|F
E0003|20250107|DP|318250|RECP FC 40 ADRIANA|40.0000|0.0000|0.0000||F
E0003|20250107|DP|385430|RECP FC 60 ADRIANA|60.0000|0.0000|0.0000||F
E0003|20250107|CH|070125|CANC ESP MIGUEL DIC 24|-250.0000|0.0000|0.0000||F
E0003|20250107|CH|0701251|CANC ESP MIGUEL DIC 24 JR|-100.0000|0.0000|0.0000||F
E0007|20250107|TR|ROVIRSA|Canc.Multiple de CXC:|20.0000|0.0000|0.0000|CA|F
00003|20250107|CH|249200|CANC APORTE PENSIONADO DIC 24|-6946.9900|0.0000|0.0000||F
00003|20250107|CH|248819|CANC ANT ISLR 2DA QNA DIC 24|-19173.5200|0.0000|0.0000||F
00003|20250107|CH|248437|CANC RET IVA 2DA QNA DIC 24|-12750.5900|0.0000|0.0000||F
00003|20250107|CH|247723|CANC RET ISLR DIC 24|-25079.1100|0.0000|0.0000||F
00003|20250107|DP|723627|RECP PREST ESPEC SENDAI|50000.0000|0.0000|0.0000||F
00003|20250107|CH|503740|CANC PATENTE Y ASEO DIC 24|-57038.3200|0.0000|0.0000||F
00003|20250107|CH|511226|CANC VERTEDERO DIC 24|-3266.6800|0.0000|0.0000||F
00003|20250107|CH|723627|COM OTROS BANCOS|-750.0000|0.0000|0.0000||F
V0019|20250107|TR|DEYKORE|Canc.Multiple de CXC:|430.5600|0.0000|0.0000|CA|F
00005|20250107|CH|1057|GASTO PERSONAL JR|-9575.2200|0.0000|0.0000||F
00005|20250107|CH|1058|GASTO PERSONAL JR|-823.8700|0.0000|0.0000||F
00005|20250107|CH|14721|GASTO PERSONAL JR|-937.0000|0.0000|0.0000||F
00005|20250107|CH|10776|GASTO PERSONAL JR|-5248.0000|0.0000|0.0000||F
00005|20250107|CH|4777|GASTO PERSONAL JR|-100.0000|0.0000|0.0000||F
00005|20250107|CH|476204|CANC CONDOMINIO JR ENE 25|-6740.5300|0.0000|0.0000||F
00005|20250107|CH|645277|CANC CONDOMINIO JR ENE 25|-6740.5300|0.0000|0.0000||F
00005|20250107|CH|963213|CANC FC 150 DENISE JR|-9865.5000|0.0000|0.0000||F
00005|20250107|CH|9632131|COM PAGO MOVIL|-29.5900|0.0000|0.0000||F
00005|20250107|CH|230466|GASTO PERSONAL JR|-715.6300|0.0000|0.0000||F
V0002|20250107|TR|HM 07012|Canc.Multiple de CXC:|490.0000|0.0000|0.0000|CA|F
00004|20250107|TR|05007757|Canc.Multiple de CXC:|184.2500|0.0000|59.0500|CA|F
00004|20250107|DP|7595738|REIN REACA MARCA SIMON|5061.1600|0.0000|0.0000||F
00004|20250107|CH|284510|CANC CIERRE SISTEMAS 2024 RAFAEL|-7812.0000|0.0000|0.0000||F
00004|20250107|CH|2845101|COM PAGO MOVIL|-23.4400|0.0000|0.0000||F
00004|20250107|TR|37011347|Canc.Multiple de CXC:|59055.0000|0.0000|59.0600|CA|F
00004|20250107|TR|37011347|Canc.Multiple de CXC:|59055.0000|0.0000|59.0600|CA|F
00004|20250107|TR|84731631|Canc.Multiple de CXC:|12633.3900|0.0000|58.7600|CA|F
E0013|20250107|ND|VD005209|CAMBIO EFECT STIHT 060125|-100.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005209|CAMBIO EFECT STIHT 060125|100.0000|0.0000|0.0000|NC|F
E0013|20250107|ND|VD005210|CAMBIO EFECT ENDER 060125|-100.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005210|CAMBIO EFECT ENDER 060125|100.0000|0.0000|0.0000|NC|F
E0013|20250107|ND|VD005211|CAMBIO EFECT JOSE SAN 070125|-90.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005211|CAMBIO EFECT JOSE SAN 070125|90.0000|0.0000|0.0000|NC|F
E0013|20250107|ND|VD005212|CAMBIO EFECT YOE 070125|-100.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005212|CAMBIO EFECT YOE 070125|100.0000|0.0000|0.0000|NC|F
E0013|20250107|ND|VD005213|CAMBIO EFECT ANA EMI 070125|-2000.0000|0.0000|0.0000|ND|F
E0007|20250107|NC|VD005213|CAMBIO EFECT ANA EMI 070125|2000.0000|0.0000|0.0000|NC|F
00003|20250108|TR|18585115|Canc.Multiple de CXC:|27162.3200|0.0000|53.0100|CA|F
00004|20250108|TR|70521|Canc.Multiple de CXC:|5957.0000|0.0000|59.5700|CA|F
00004|20250108|CH|541034|CANC HIDROLARA DIC 24|-3327.2300|0.0000|0.0000||F
00004|20250108|CH|5410341|COM PAGO MOVIL|-9.9800|0.0000|0.0000||F
00004|20250108|CH|541394|CANC CORPOELEC DIC 24|-3967.2300|0.0000|0.0000||F
00004|20250108|CH|5413941|COM PAGO MOVIL|-11.9000|0.0000|0.0000||F
00004|20250108|CH|545355|CANC COMISIONES DIC 24 ADRIANA|-2728.6900|0.0000|0.0000||F
00004|20250108|CH|5453551|COM PAGO MOVIL|-8.1900|0.0000|0.0000||F
E0020|20250108|CH|080125|CANC COMISIONES CRISTAL DIC 24|-90.0000|0.0000|0.0000||F
00004|20250108|CH|566808|CANC COMISIONES DIC 24 JULIO|-4660.5800|0.0000|0.0000||F
00004|20250108|CH|5668081|COM PAGO MOVIL|-13.9800|0.0000|0.0000||F
00004|20250108|CH|080125|AJUST DCMAL|-0.6900|0.0000|0.0000||F
E0007|20250108|TR|CESAR M|Canc.Multiple de CXC:|5.0000|0.0000|0.0000|CA|F
E0007|20250108|TR|MELVIN 0|Canc.Multiple de CXC:|500.0000|0.0000|0.0000|CA|F
E0007|20250108|CH|301224|COM RECURRENTE DIC 24|-17.0000|0.0000|0.0000||F
E0007|20250108|CH|021224|COM MTTO CUENTA NOV 24|-80.0000|0.0000|0.0000||F
V0004|20250108|ND|VD005214|CAMBIO ROBERTO DANILO 301224|-200.0000|0.0000|0.0000|ND|F
E0007|20250108|NC|VD005214|CAMBIO ROBERTO DANILO 301224|200.0000|0.0000|0.0000|NC|F
V0021|20250108|ND|VD005215|TRANSF GRICELIA PANA MIO 142354124|-380.0000|0.0000|0.0000|ND|F
E0004|20250108|NC|VD005215|TRANSF GRICELIA PANA MIO 142354124|380.0000|0.0000|0.0000|NC|F
E0008|20250108|ND|VD005216|ABONO TDC DIC 24|-1500.0000|0.0000|0.0000|ND|F
E0017|20250108|NC|VD005216|ABONO TDC DIC 24|1500.0000|0.0000|0.0000|NC|F
E0008|20250108|DP|121124|RECP DINERO EXCELSO|2422.5800|0.0000|0.0000||F
E0008|20250108|CH|131224|REIN DINERO EXCELSO|-2422.5800|0.0000|0.0000||F
E0013|20250108|ND|VD005217|CAMBIO EFECT ZULMA 070125|-600.0000|0.0000|0.0000|ND|F
E0007|20250108|NC|VD005217|CAMBIO EFECT ZULMA 070125|600.0000|0.0000|0.0000|NC|F
E0013|20250108|ND|VD005220|CAMBIO EFECT AMBAR 070125|-50.0000|0.0000|0.0000|ND|F
E0007|20250108|NC|VD005220|CAMBIO EFECT AMBAR 070125|50.0000|0.0000|0.0000|NC|F
E0013|20250108|ND|VD005221|CAMBIO EFECT MARIALIX 080125|-70.0000|0.0000|0.0000|ND|F
E0007|20250108|NC|VD005221|CAMBIO EFECT MARIALIX 080125|70.0000|0.0000|0.0000|NC|F
E0007|20250108|TR|ROVIRSA|Canc.Multiple de CXC:|50.0000|0.0000|0.0000|CA|F
00004|20250108|CH|632819|CANC COMISIONES DIC 24 ERICK|-1657.0400|0.0000|0.0000||F
00004|20250108|CH|6328191|COM PAGO MOVIL|-4.9700|0.0000|0.0000||F
00004|20250108|CH|628533|CANC COMISIONES DIC 24 JOSSY|-771.7000|0.0000|0.0000||F
00004|20250108|CH|6285331|COM PAGO MOVIL|-2.3200|0.0000|0.0000||F
00004|20250108|CH|631016|CANC COMISIONES DIC 24 GABRIEL|-11660.6900|0.0000|0.0000||F
00004|20250108|CH|6310161|COM PAGO MOVIL|-34.9800|0.0000|0.0000||F
00004|20250108|CH|628039|CANC COMISIONES DIC 24 IVAN|-1528.8600|0.0000|0.0000||F
00004|20250108|CH|6280391|COM PAGO MOVIL|-4.9700|0.0000|0.0000||F
00005|20250108|CH|4042|GASTO PERSONAL JR|-1560.0000|0.0000|0.0000||F
00005|20250108|CH|20754|GASTO PERSONAL JR|-531.0000|0.0000|0.0000||F
00003|20250108|CH|472149|COM RETIRO DIVISAS|-2456.3100|0.0000|0.0000||F
E0015|20250108|CH|472149|IGTF RETIRO DIVISAS|-174.0000|0.0000|0.0000||F
E0015|20250108|ND|VD005222|RECP RETIRO DIVISAS BANESCO CTA VE|-5800.0000|0.0000|0.0000|ND|F
V0001|20250108|NC|VD005222|RECP RETIRO DIVISAS BANESCO CTA VE|5800.0000|0.0000|0.0000|NC|F
E0013|20250108|CH|080125|GASTO PERSONAL JR (SENCILLO OR)|-300.0000|0.0000|0.0000||F
E0015|20250113|TR|11152531|Canc.Multiple de CXC:|353.7800|0.0000|0.0000|CA|F
E0015|20250113|TR|11152531|Canc.Multiple de CXC:|13.1900|0.0000|0.0000|CA|F
V0021|20250113|TR|GUAMACHI|Canc.Multiple de CXC:|500.0000|0.0000|0.0000|CA|F
00003|20250113|TR|14882583|Canc.Multiple de CXC:|9903.0000|0.0000|53.2300|CA|F
V0004|20250113|TR|DELICIAS|Canc.Multiple de CXC:|100.0000|0.0000|0.0000|CA|F
V0004|20250113|TR|DELIC L&|Canc.Multiple de CXC:|50.0000|0.0000|0.0000|CA|F
V0004|20250113|TR|STOCK 09|Canc.Multiple de CXC:|200.0000|0.0000|0.0000|CA|F
V0021|20250113|ND|VD005223|TRANSF GRICELIA GUAMACHITO 1432556|-368.0000|0.0000|0.0000|ND|F
E0004|20250113|NC|VD005223|TRANSF GRICELIA GUAMACHITO 1432556|368.0000|0.0000|0.0000|NC|F
V0004|20250113|ND|VD005224|CAMBIO ROBERTO LUZ PAZ 070125|-20.0000|0.0000|0.0000|ND|F
E0007|20250113|NC|VD005224|CAMBIO ROBERTO LUZ PAZ 070125|20.0000|0.0000|0.0000|NC|F
00004|20250113|TR|50091463|Canc.Multiple de CXC:|1852.0000|0.0000|60.4200|CA|F
V0019|20250113|TR|OMEGA 11|Canc.Multiple de CXC:|300.0000|0.0000|0.0000|CA|F
E0004|20250113|TR|12490798|Canc.Multiple de CXC:|718.1600|0.0000|0.0000|CA|F
V0004|20250113|ND|VD005225|CAMBIO ROBERTO DANILO 110125|-100.0000|0.0000|1.0000|ND|F
E0007|20250113|NC|VD005225|CAMBIO ROBERTO DANILO 110125|100.0000|0.0000|0.0000|NC|F
V0004|20250113|ND|VD005226|CAMBIO ROBERTO DANILO 110125|-50.0000|0.0000|0.0000|ND|F
E0007|20250113|NC|VD005226|CAMBIO ROBERTO DANILO 110125|50.0000|0.0000|0.0000|NC|F
00004|20250113|CH|685268|CANC FC 60 JULIO|-4013.4000|0.0000|0.0000||F
00004|20250113|CH|6852681|COM PAGO MOVIL|-12.0400|0.0000|0.0000||F
00004|20250113|ND|VD005227|TRANSF FONDO AL BANESCO PAGO NACIO|-90000.0000|0.0000|0.0000|ND|F
00003|20250113|NC|VD005227|TRANSF FONDO AL BANESCO PAGO NACIO|90000.0000|0.0000|0.0000|NC|F
00004|20250113|CH|592108|CANC JUGOS DESCARGA|-1460.0000|0.0000|0.0000||F
00004|20250113|CH|5921081|COM PAGO MOVIL|-4.3800|0.0000|0.0000||F
00004|20250113|CH|124658|CANC PASTELES DESCARGA CONTENEDOR|-1076.4000|0.0000|0.0000||F
00004|20250113|CH|646923|CANC FC 50 ADRIANA|-3411.5000|0.0000|0.0000||F
00004|20250113|CH|6469231|COM PAGO MOVIL|-10.2300|0.0000|0.0000||F
00004|20250113|CH|654367|CANC AGUA MINERAL|-882.6400|0.0000|0.0000||F
00004|20250113|CH|6543671|COM PAGO MOVIL|-2.6500|0.0000|0.0000||F
00004|20250113|CH|730221|CANC GASTO PERSONAL JR|-729.1800|0.0000|0.0000||F
00004|20250113|CH|7302211|COM PAGO MOVIL|-2.1900|0.0000|0.0000||F
00004|20250113|CH|744514|CANC FC 20 JULIO|-1364.6000|0.0000|0.0000||F
00004|20250113|CH|7445141|COM PAGO MOVIL|-4.0900|0.0000|0.0000||F
00004|20250113|CH|757251|CANC FC 30 MIGUEL|-2046.9000|0.0000|0.0000||F
00004|20250113|CH|7572511|COM PAGO MOVIL|-6.1400|0.0000|0.0000||F
00004|20250113|CH|271659|CANC FC 30 MIGUEL|-2046.9000|0.0000|0.0000||F
00004|20250113|CH|2716591|COM PAGO MOVIL|-6.1400|0.0000|0.0000||F
00003|20250113|CH|330760|TRANSF A SENDAI ABONO NACIONALIZAC|-125000.0000|0.0000|0.0000||F
E0013|20250113|CH|130125|CANC CATASTRO SIMON APTO JR|-280.0000|0.0000|0.0000||F
00005|20250113|CH|4717|GASTO PERSONAL JR|-260.0000|0.0000|0.0000||F
00005|20250113|CH|4206|GASTO PERSONAL JR|-293.0400|0.0000|0.0000||F
00005|20250113|CH|4288|GASTO PERSONAL JR|-693.1700|0.0000|0.0000||F
00005|20250113|CH|7397|GASTO PERSONAL JR|-1885.8000|0.0000|0.0000||F
00004|20250113|CH|125953|CANC CAFE Y AZUCAR|-1759.3800|0.0000|0.0000||F
00004|20250113|CH|131859|CANC SACOS PARA BASURA|-240.0000|0.0000|0.0000||F
00003|20250113|CH|096591|COM OTROS BANCOS|-1350.0000|0.0000|0.0000||F
00003|20250113|CH|825831|COM OTROS BANCOS|-148.5500|0.0000|0.0000||F
E0007|20250113|TR|LISBETH|Canc.Multiple de CXC:|45.0000|0.0000|0.0000|CA|F
00004|20250113|TR|20359326|Canc.Multiple de CXC:|7429.2800|0.0000|60.0200|CA|F
00001|20250113|ND|VD005228|TRANSF FONDO PAGO NACIONALIZ|-7000.0000|0.0000|0.0000|ND|F
00003|20250113|NC|VD005228|TRANSF FONDO PAGO NACIONALIZ|7000.0000|0.0000|0.0000|NC|F
00001|20250113|CH|634887|COM OTROS BANCOS|-21.0000|0.0000|0.0000||F
00004|20250113|ND|VD005229|TRANSF FONDO AL BANESCO NACIONALIZ|-8000.0000|0.0000|0.0000|ND|F
00003|20250113|NC|VD005229|TRANSF FONDO AL BANESCO NACIONALIZ|8000.0000|0.0000|0.0000|NC|F
00003|20250113|CH|618047|ABONO NACIONALIZA HA SENDAI|-16000.0000|0.0000|0.0000||F
00003|20250113|CH|074328|COM OTROS BANCOS|-120.0000|0.0000|0.0000||F
00004|20250113|CH|150636|CANC FRUTOS SECOS JR|-509.4400|0.0000|0.0000||F
E0003|20250113|TR|KATHAL 1|Canc.Multiple de CXC:|420.0000|0.0000|0.0000|CA|F
00003|20250113|CH|810838|COM PAGO MOVIL|-420.0300|0.0000|0.0000||F
E0003|20250113|ND|VD005230|CAMBIO EFECT WANDA 110125|-200.0000|0.0000|0.0000|ND|F
E0007|20250113|NC|VD005230|CAMBIO EFECT WANDA 110125|200.0000|0.0000|0.0000|NC|F
E0003|20250113|ND|VD005231|CAMBIO EFECT JORGE VIERA 130125|-20.0000|0.0000|0.0000|ND|F
E0007|20250113|NC|VD005231|CAMBIO EFECT JORGE VIERA 130125|20.0000|0.0000|0.0000|NC|F
00004|20250113|TR|013016|Canc.Multiple de CXC:|12104.8200|0.0000|59.9100|CA|F
00004|20250113|CH|466242|CANC CORPOELEC APTO JR|-440.1000|0.0000|0.0000||F
00004|20250113|CH|4662421|COM PAGO MOVIL|-1.3200|0.0000|0.0000||F
00004|20250113|CH|344102|CANC FC 50 MIGUEL|-3309.5000|0.0000|0.0000||F
00004|20250113|CH|3441021|COM PAGO MOVIL|-9.9300|0.0000|0.0000||F
00004|20250113|CH|366447|CANC LAVADO CAMIONETA JR|-752.2500|0.0000|0.0000||F
00004|20250113|CH|3664471|COM PAGO MOVIL|-2.2600|0.0000|0.0000||F
00004|20250113|CH|367221|CANC GASTO PERSONAL JR|-5404.0700|0.0000|0.0000||F
00004|20250113|CH|3672211|COM PAGO MOVIL|-16.2500|0.0000|0.0000||F
E0007|20250115|TR|CESAR M|Canc.Multiple de CXC:|509.9600|0.0000|0.0000|CA|F
00003|20250115|TR|10259031|Canc.Multiple de CXC:|5388.0000|0.0000|53.8800|CA|F
00003|20250115|TR|05157678|Canc.Multiple de CXC:|13490.0000|0.0000|53.9600|CA|F
E0007|20250115|TR|MELVIN 1|Canc.Multiple de CXC:|300.0000|0.0000|0.0000|CA|F
00004|20250115|TR|13076114|Canc.Multiple de CXC:|17766.0000|0.0000|59.2200|CA|F
00003|20250115|CH|783647|COM OTROS BANCOS|-202.3500|0.0000|0.0000||F
00003|20250115|CH|903130|COM OTROS BANCOS|-80.8200|0.0000|0.0000||F
00003|20250115|CH|870972|CANC LOCTI EJERC 2023|-28514.7800|0.0000|0.0000||F
E0015|20250115|TR|11090959|Canc.Multiple de CXC:|200.0000|0.0000|0.0000|CA|F
V0019|20250115|TR|MICHELEN|Canc.Multiple de CXC:|479.2600|0.0000|0.0000|CA|F
E0004|20250115|TR|92109656|Canc.Multiple de CXC:|1300.0000|0.0000|0.0000|CA|F
V0021|20250115|CH|150125|CANC COMISIONES DIC 24|-132.3000|0.0000|0.0000||F
00003|20250115|CH|100376|CANC TASA MTTO LICENCIA ALCALDIA|-839.7300|0.0000|0.0000||F
00004|20250115|TR|20485667|Canc.Multiple de CXC:|11970.0000|0.0000|59.8500|CA|F
V0019|20250115|TR|PUNTO K|Canc.Multiple de CXC:|298.6700|0.0000|0.0000|CA|F
E0013|20250115|ND|VD005232|CAMBIO EFECT KARELIS P 150125|-3000.0000|0.0000|0.0000|ND|F
E0007|20250115|NC|VD005232|CAMBIO EFECT KARELIS P 150125|3000.0000|0.0000|0.0000|NC|F
00004|20250115|CH|649922|CANC FC 30 JULIO|-2046.9000|0.0000|0.0000||F
00004|20250115|CH|6499221|COM PAGO MOVIL|-6.1400|0.0000|0.0000||F
00004|20250115|CH|659905|CANC FC 70 MIGUEL|-4519.0000|0.0000|0.0000||F
00004|20250115|CH|6599051|COM PAGO MOVIL|-13.5600|0.0000|0.0000||F
00004|20250115|CH|840132|CANC FC 50 MIGUEL|-3228.5000|0.0000|0.0000||F
00004|20250115|CH|8401321|COM PAGO MOVIL|-9.6900|0.0000|0.0000||F
00004|20250115|CH|132186|CANC GASTO PERSONAL JR|-5520.4300|0.0000|0.0000||F
00004|20250115|CH|1321861|COM PAGO MOVIL|-16.5900|0.0000|0.0000||F
E0013|20250115|CH|1301251|PAGO ESPECIAL OMAR RIERA|-900.0000|0.0000|0.0000||F
V0004|20250115|TR|DELIC L&|Canc.Multiple de CXC:|20.0000|0.0000|0.0000|CA|F
00004|20250115|TR|20432843|Canc.Multiple de CXC:|2638.7800|0.0000|59.8500|CA|F
00004|20250115|TR|37011352|Canc.Multiple de CXC:|5297.3200|0.0000|59.8500|CA|F
00004|20250115|TR|40153582|Canc.Multiple de CXC:|21766.2400|0.0000|59.8500|CA|F
E0013|20250115|ND|VD005233|CAMBIO EFECT EUBERT JR|-7000.0000|0.0000|0.0000|ND|F
E0007|20250115|NC|VD005233|CAMBIO EFECT EUBERT JR|7000.0000|0.0000|0.0000|NC|F
00004|20250115|CH|171756|CANC ENVOPLAST ALMACEN|-2372.6000|0.0000|0.0000||F
00004|20250115|CH|174621|CANC MARCADORES ACRILICOS|-656.6400|0.0000|0.0000||F
00004|20250115|CH|175320|CAC MATERIALES DE OFICINAS|-5957.1800|0.0000|0.0000||F
00004|20250115|CH|269125|CANC FC 120 RAFAEL|-7824.0000|0.0000|0.0000||F
00004|20250115|CH|2691251|COM PAGO MOVIL|-23.4700|0.0000|0.0000||F
E0003|20250115|DP|269125|RECP FC 120 RAFAEL|120.0000|0.0000|0.0000||F
00004|20250115|ND|VD005234|TRANSF FONDO AL PLAZA DHM|-10000.0000|0.0000|0.0000|ND|F
00001|20250115|NC|VD005234|TRANSF FONDO AL PLAZA DHM|10000.0000|0.0000|0.0000|NC|F
00001|20250115|CH|181623|COM OTROS BANCOS|-30.0000|0.0000|0.0000||F
00002|20250115|CH|150125|COM MTTO CUENTA CANALES VIRTUALEAS|-100.5000|0.0000|0.0000||F
00001|20250115|CH|150125|CANC NOM 1RA QNA ENE 25|-4305.8300|0.0000|0.0000||F
