CODMOVCLI|NUMDOC|TIPO|CODVEN|EMISION|VENCE|IMPORTE|REFER|CONCEPTO
00000117|D0010771|FC|01|19/2/2024|20/3/2024|842,92||FACTURA D0010771
00000117|D0010772|FC|01|19/2/2024|20/3/2024|228,49||FACTURA D0010772
00000132|D0010381|AB|02|19/2/2024|9/2/2024|-274,34||CANC.MULT.REC.COB No.
00000132|D0010384|AB|02|19/2/2024|9/2/2024|-78,66||CANC.MULT.REC.COB No.
00000132|D0010406|AB|02|19/2/2024|10/2/2024|-167,00||CANC.MULT.REC.COB No.
00000631|D0010722|CA|02|19/2/2024|9/3/2024|-1091,08||FACTURA D0010722
00000421|D0010693|NC||19/2/2024|19/2/2024|-58,37|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000421|D0010698|NC||19/2/2024|19/2/2024|-24,33|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000421|D0010693|CA|21|19/2/2024|7/3/2024|-233,49||CANC.MULT.REC.COB No.
00000421|D0010698|CA|21|19/2/2024|8/3/2024|-97,31||CANC.MULT.REC.COB No.
00000330|D0010486|CA|02|19/2/2024|17/2/2024|-100,00||FACTURA D0010486
00000413|D0010758|CA|02|19/2/2024|16/3/2024|-100,00||FACTURA D0010758
00000729|D0010697|NC||19/2/2024|19/2/2024|-74,39|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000729|D0010697|CA|04|19/2/2024|8/3/2024|-297,56||FACTURA D0010697
00000738|D0010208|AB|35|19/2/2024|8/2/2024|-63,34||CANC.MULT.REC.COB No.
00000738|D0010210|AB|35|19/2/2024|8/2/2024|-36,66||CANC.MULT.REC.COB No.
00000088|D0009909|CA|01|19/2/2024|2/12/2023|-119,00||FACTURA D0009909
00000740|D0010718|NC|01|19/2/2024|19/2/2024|-317,77||DEVOLUCION No. NC000603
00000740|D0010735|NC|01|19/2/2024|19/2/2024|-317,77||DEVOLUCION No. NC000604
00000397|D0010773|FC|04|19/2/2024|20/3/2024|305,47||FACTURA D0010773
00000470|D0010774|FC|02|19/2/2024|20/3/2024|1279,51||FACTURA D0010774
00000716|D0010759|NC|02|19/2/2024|19/2/2024|-81,58||DEVOLUCION No. NC000605
00000082|D0010775|FC|02|19/2/2024|20/3/2024|420,77||FACTURA D0010775
00000117|D0009862|AB|01|19/2/2024|25/11/2023|-101,60||CANC.MULT.REC.COB No.
00000117|D0009863|AB|01|19/2/2024|25/11/2023|-388,05||CANC.MULT.REC.COB No.
00000117|D0009864|AB|01|19/2/2024|25/11/2023|-178,80||CANC.MULT.REC.COB No.
00000117|D0010700|AB|01|19/2/2024|8/3/2024|-1,55||CANC.MULT.REC.COB No.
00000082|D0010776|FC|02|19/2/2024|20/3/2024|180,61||FACTURA D0010776
00000330|D0010777|FC|02|19/2/2024|20/3/2024|8,76||FACTURA D0010777
00000632|D0010778|FC|02|19/2/2024|20/3/2024|257,15||FACTURA D0010778
00000621|D0010657|CA|01|19/2/2024|2/4/2024|-283,92||FACTURA D0010657
00000621|00003048|CA|01|19/2/2024|2/2/2024|-1645,87||IVA CORRESPONDIENTE A LA FACTU
00000500|D0010621|CA|01|19/2/2024|1/4/2024|-249,50||CANC.MULT.REC.COB No.
00000500|D0010622|CA|01|19/2/2024|1/4/2024|-207,20||CANC.MULT.REC.COB No.
00000500|D0010623|CA|01|19/2/2024|1/4/2024|-187,62||CANC.MULT.REC.COB No.
00000500|D0010624|CA|01|19/2/2024|1/4/2024|-106,17||CANC.MULT.REC.COB No.
00000500|00003038|CA|01|19/2/2024|2/2/2024|-362,32||IVA CORRESPONDIENTE A LA FACTU
00000500|00003039|CA|01|19/2/2024|2/2/2024|-300,30||IVA CORRESPONDIENTE A LA FACTU
00000500|00003040|CA|01|19/2/2024|2/2/2024|-271,87||IVA CORRESPONDIENTE A LA FACTU
00000500|00003041|CA|01|19/2/2024|2/2/2024|-153,85||IVA CORRESPONDIENTE A LA FACTU
00000330|D0010777|NC|02|19/2/2024|19/2/2024|-8,76||DEVOLUCION No. NC000606
00000088|D0010770|FC|01|16/2/2024|17/3/2024|100,16||FACTURA D0010770
00000563|D0010338|AB|01|19/2/2024|8/2/2024|-628,27||CANC.MULT.REC.COB No.
00000563|D0010339|AB|01|19/2/2024|8/2/2024|-71,73||CANC.MULT.REC.COB No.
00000431|D0010189|AB|01|19/2/2024|8/2/2024|-107,52||CANC.MULT.REC.COB No.
00000431|D0010190|AB|01|19/2/2024|8/2/2024|-364,00||CANC.MULT.REC.COB No.
00000431|D0010538|AB|01|19/2/2024|23/2/2024|-108,48||CANC.MULT.REC.COB No.
00000691|D0010779|FC|02|19/2/2024|20/3/2024|343,65||FACTURA D0010779
00000393|D0010780|FC|04|19/2/2024|20/3/2024|380,37||FACTURA D0010780
00000014|D0010781|FC|21|19/2/2024|20/3/2024|343,77||FACTURA D0010781
00000014|D0010782|FC|21|19/2/2024|20/3/2024|362,36||FACTURA D0010782
00000048|D0010464|CA|34|20/2/2024|18/3/2024|-934,20||CANC.MULT.REC.COB No.
00000048|D0010465|CA|34|20/2/2024|18/3/2024|-1101,34||CANC.MULT.REC.COB No.
00000740|D0010699|CA|01|20/2/2024|8/3/2024|-86,55||CANC.MULT.REC.COB No.
00000740|D0010746|CA|01|20/2/2024|15/3/2024|-127,54||CANC.MULT.REC.COB No.
00000470|D0010432|CA|02|20/2/2024|15/2/2024|-722,63||FACTURA D0010432
00000631|D0010722|NC|02|20/2/2024|20/2/2024|-119,48||DEVOLUCION No. NC000607
00000631|D0010722|NC|02|20/2/2024|9/3/2024|-272,78||DESCUENTO 20% P/P
00000048|D0010466|NC|34|20/2/2024|20/2/2024|-440,00||DEVOLUCION No. NC000608
00000139|D0010372|CA|02|20/2/2024|10/3/2024|-350,00||FACTURA D0010372
00000139|D0010372|CA|02|20/2/2024|10/3/2024|-127,00||FACTURA D0010372
00000360|D0009916|CA|01|20/2/2024|2/12/2023|-978,17||CANC.MULT.REC.COB No.
00000360|D0009917|CA|01|20/2/2024|2/12/2023|-251,92||CANC.MULT.REC.COB No.
00000360|D0010158|CA|01|20/2/2024|28/12/2023|-86,07||CANC.MULT.REC.COB No.
00000360|D0010159|CA|01|20/2/2024|28/12/2023|-1002,56||CANC.MULT.REC.COB No.
00000021|D0010192|NC|34|20/2/2024|20/2/2024|-85,87||DEVOLUCION No. NC000609
00000745|D0010783|FC|01|20/2/2024|21/3/2024|397,93||FACTURA D0010783
00000745|D0010783|NC||20/2/2024|20/2/2024|-79,59|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000745|D0010783|CA|01|20/2/2024|21/3/2024|-318,34||FACTURA D0010783
00000742|D0010442|NC||20/2/2024|20/2/2024|-134,42|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000742|D0010442|AB|05|20/2/2024|17/3/2024|-412,03||CANC.MULT.REC.COB No.
00000742|D0010443|AB|05|20/2/2024|17/3/2024|-87,97||CANC.MULT.REC.COB No.
00000229|D0010434|CA|04|20/2/2024|16/2/2024|-300,00||FACTURA D0010434
00000072|D0010431|CA|02|20/2/2024|15/2/2024|-100,00||FACTURA D0010431
00000662|D0010723|CA|02|20/2/2024|9/3/2024|-5,38||FACTURA D0010723
00000710|D0010273|CA|19|20/2/2024|15/2/2024|-1293,79||CANC.MULT.REC.COB No.
00000710|D0010499|CA|19|20/2/2024|18/2/2024|-307,66||CANC.MULT.REC.COB No.
00000060|D0010784|FC|01|20/2/2024|21/3/2024|21,24||FACTURA D0010784
00000082|D0010775|NC||20/2/2024|20/2/2024|-84,15|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000082|D0010776|NC||20/2/2024|20/2/2024|-36,12|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000082|D0010775|CA|02|20/2/2024|20/3/2024|-336,62||CANC.MULT.REC.COB No.
00000082|D0010776|CA|02|20/2/2024|20/3/2024|-144,49||CANC.MULT.REC.COB No.
00000563|D0010785|FC|01|20/2/2024|21/3/2024|1200,69||FACTURA D0010785
00000474|D0010214|CA|04|20/2/2024|8/2/2024|-80,00||FACTURA D0010214
00000088|D0010786|FC|01|20/2/2024|21/3/2024|318,56||FACTURA D0010786
00000679|D0009619|NC|01|20/2/2024|20/2/2024|-40,00||DEVOLUCION No. NC000610
00000563|D0010339|CA|01|20/2/2024|8/2/2024|-200,00||FACTURA D0010339
00000413|D0010758|CA|02|21/2/2024|16/3/2024|-108,20||FACTURA D0010758
00000621|D0009796|CA|01|21/2/2024|4/12/2023|-110,39||FACTURA D0009796
00000219|D0010059|CA|01|21/2/2024|21/1/2024|-510,25||CANC.MULT.REC.COB No.
00000219|D0010060|CA|01|21/2/2024|21/1/2024|-728,05||CANC.MULT.REC.COB No.
00000219|D0010061|CA|01|21/2/2024|21/1/2024|-747,94||CANC.MULT.REC.COB No.
00000378|D0010062|CA|01|21/2/2024|21/1/2024|-909,25||CANC.MULT.REC.COB No.
00000378|D0010063|CA|01|21/2/2024|21/12/2023|-887,10||CANC.MULT.REC.COB No.
00000378|D0010064|CA|01|21/2/2024|21/1/2024|-1023,57||CANC.MULT.REC.COB No.
00000378|D0010065|CA|01|21/2/2024|21/1/2024|-1057,27||CANC.MULT.REC.COB No.
00000378|D0010066|CA|01|21/2/2024|21/1/2024|-962,16||CANC.MULT.REC.COB No.
00000378|D0010067|CA|01|21/2/2024|21/1/2024|-1104,16||CANC.MULT.REC.COB No.
00000378|D0010068|CA|01|21/2/2024|21/1/2024|-609,50||CANC.MULT.REC.COB No.
00000500|D0010069|CA|01|21/2/2024|21/1/2024|-897,83||CANC.MULT.REC.COB No.
00000500|D0010070|CA|01|21/2/2024|21/1/2024|-559,02||CANC.MULT.REC.COB No.
00000500|D0010072|CA|01|21/2/2024|21/1/2024|-625,09||CANC.MULT.REC.COB No.
00000500|D0010074|CA|01|21/2/2024|21/1/2024|-690,03||CANC.MULT.REC.COB No.
00000500|D0010075|CA|01|21/2/2024|21/1/2024|-264,61||CANC.MULT.REC.COB No.
00000596|D0010071|CA|01|21/2/2024|21/1/2024|-1390,31||CANC.MULT.REC.COB No.
00000596|D0010073|CA|01|21/2/2024|21/1/2024|-763,84||CANC.MULT.REC.COB No.
00000596|D0010077|CA|01|21/2/2024|21/1/2024|-1445,64||CANC.MULT.REC.COB No.
00000596|D0010080|CA|01|21/2/2024|21/1/2024|-1075,27||CANC.MULT.REC.COB No.
00000596|D0010082|CA|01|21/2/2024|21/1/2024|-1343,21||CANC.MULT.REC.COB No.
00000596|D0010083|CA|01|21/2/2024|21/1/2024|-1010,10||CANC.MULT.REC.COB No.
00000596|D0010084|CA|01|21/2/2024|21/1/2024|-870,04||CANC.MULT.REC.COB No.
00000621|D0010076|CA|01|21/2/2024|21/1/2024|-415,37||FACTURA D0010076
00000679|D0009664|NC|01|21/2/2024|21/2/2024|-110,60||DEVOLUCION No. NC000614
00000551|00003056|FC|04|21/2/2024|21/2/2024|228,37||IVA CORRESPONDIENTE A LA FACTU
00000551|D0010193|CA|04|21/2/2024|8/2/2024|-40,00||FACTURA D0010193
00000309|D0010729|NC||21/2/2024|21/2/2024|-75,33|DCTO.P.PAG|DCTO P/PAGO AL 10.00%
00000309|D0010729|CA|25|21/2/2024|9/3/2024|-301,32||FACTURA D0010729
00000738|D0010210|CA|35|21/2/2024|8/2/2024|-28,74||FACTURA D0010210
00000679|D0009906|NC|01|21/2/2024|21/2/2024|-118,19||DEVOLUCION No. NC000615
00000415|D0010489|CA|19|21/2/2024|17/2/2024|-300,00||FACTURA D0010489
00000679|D0009636|NC|01|20/2/2024|20/2/2024|-239,44||DEVOLUCION No. NC000611
00000745|D0010787|FC|01|21/2/2024|22/3/2024|537,28||FACTURA D0010787
00000679|D0009660|NC|01|20/2/2024|20/2/2024|-199,33||DEVOLUCION No. NC000612
00000679|D0009664|NC|01|21/2/2024|21/2/2024|-702,53||DEVOLUCION No. NC000613
00000673|D0010747|NC||21/2/2024|21/2/2024|-75,43|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000673|D0010747|CA|21|21/2/2024|15/3/2024|-301,74||FACTURA D0010747
00000354|D0010754|CA|01|21/2/2024|16/3/2024|-73,99||FACTURA D0010754
00000354|D0010754|CA|01|21/2/2024|16/3/2024|-293,55||FACTURA D0010754
00000014|D0010782|NC|21|21/2/2024|21/2/2024|-362,36||DEVOLUCION No. NC000616
00000736|D0010122|NC|04|21/2/2024|21/2/2024|-37,10||DEVOLUCION No. NC000617
00000736|D0010121|NC|04|21/2/2024|21/2/2024|-175,59||DEVOLUCION No. NC000618
00000414|D0010358|AB|02|21/2/2024|23/2/2024|-461,90||CANC.MULT.REC.COB No.
00000414|D0010359|AB|02|21/2/2024|23/2/2024|-498,80||CANC.MULT.REC.COB No.
00000414|D0010360|AB|02|21/2/2024|23/2/2024|-39,30||CANC.MULT.REC.COB No.
00000680|D0010788|FC|04|21/2/2024|22/3/2024|458,66||FACTURA D0010788
00000723|D0010186|CA|04|21/2/2024|8/2/2024|-26,66||CANC.MULT.REC.COB No.
00000723|D0010187|CA|04|21/2/2024|8/2/2024|-73,34||CANC.MULT.REC.COB No.
00000037|D0010511|NC||22/2/2024|22/2/2024|-32,10|DCTO.P.PAG|DCTO P/PAGO AL 10.00%
00000037|D0010511|CA|04|22/2/2024|21/2/2024|-288,91||FACTURA D0010511
00000309|00003052|NC|25|22/2/2024|22/2/2024|-1312,19|NCCLIESP|FACTURA:00003052
00000309|00003052|CA|25|22/2/2024|8/3/2024|-437,40||IVA CORRESPONDIENTE A LA FACTU
00000100|D0010745|CA|25|22/2/2024|15/3/2024|-298,61||FACTURA D0010745
00000095|D0010477|FC|34|18/1/2024|3/3/2024|1626,12||FACTURA D0010477
00000095|D0010479|FC|34|18/1/2024|3/3/2024|764,97||FACTURA D0010479
00000095|D0010480|FC|34|18/1/2024|3/3/2024|2139,77||FACTURA D0010480
00000703|D0010717|NC||22/2/2024|22/2/2024|-58,83|DCTO.P.PAG|DCTO P/PAGO AL 15.00%
00000703|D0010717|CA|02|22/2/2024|9/3/2024|-333,35||FACTURA D0010717
00000193|D0010790|FC|30|22/2/2024|23/3/2024|33,12||FACTURA D0010790
00000689|D0010792|FC|04|22/2/2024|23/3/2024|654,76||FACTURA D0010792
00000034|D0010204|NC|02|22/2/2024|22/2/2024|-55,68||DEVOLUCION No. NC000619
00000703|D0010791|FC|02|22/2/2024|23/3/2024|613,48||FACTURA D0010791
00000321|D0010793|FC|02|22/2/2024|23/3/2024|136,08||FACTURA D0010793
00000716|D0010794|FC|02|22/2/2024|23/3/2024|1243,87||FACTURA D0010794
00000716|D0010759|CA|02|22/2/2024|16/3/2024|-159,09||FACTURA D0010759
00000644|D0010796|FC|19|22/2/2024|23/3/2024|1036,27||FACTURA D0010796
00000268|D0010789|FC|04|22/2/2024|23/3/2024|420,73||FACTURA D0010789
00000716|D0010759|NC||22/2/2024|22/2/2024|-60,17|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000413|D0010758|NC||22/2/2024|22/2/2024|-102,05|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000413|D0010758|CA|02|22/2/2024|16/3/2024|-200,00||FACTURA D0010758
00000073|D0010795|FC|04|22/2/2024|23/3/2024|416,67||FACTURA D0010795
00000729|D0010798|FC|04|22/2/2024|23/3/2024|392,95||FACTURA D0010798
00000403|D0010799|FC|19|22/2/2024|23/3/2024|416,34||FACTURA D0010799
00000631|D0010802|FC|02|22/2/2024|23/3/2024|524,50||FACTURA D0010802
00000632|D0010803|FC|02|22/2/2024|23/3/2024|26,10||FACTURA D0010803
00000535|D0010748|NC||22/2/2024|22/2/2024|-76,32|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000535|D0010748|CA|33|22/2/2024|15/3/2024|-305,27||FACTURA D0010748
00000741|D0010801|FC|34|22/2/2024|23/3/2024|223,20||FACTURA D0010801
00000741|D0010800|FC|34|22/2/2024|23/3/2024|546,50||FACTURA D0010800
00000413|D0010804|FC|02|22/2/2024|23/3/2024|663,85||FACTURA D0010804
00000413|D0010805|FC|02|22/2/2024|23/3/2024|107,30||FACTURA D0010805
00000095|D0010477|CA|34|22/2/2024|3/3/2024|-1000,00||FACTURA D0010477
00000727|D0010806|FC|35|22/2/2024|23/3/2024|544,09||FACTURA D0010806
00000470|D0010808|FC|02|22/2/2024|23/3/2024|466,52||FACTURA D0010808
00000088|D0010809|FC|01|22/2/2024|23/3/2024|228,25||FACTURA D0010809
00000727|D0010807|FC|35|22/2/2024|23/3/2024|282,96||FACTURA D0010807
00000436|D0010810|FC|34|22/2/2024|23/3/2024|799,50||FACTURA D0010810
00000662|D0010811|FC|02|22/2/2024|23/3/2024|234,18||FACTURA D0010811
00000731|D0010813|FC|19|23/2/2024|24/3/2024|414,33||FACTURA D0010813
00000606|D0010812|FC|04|23/2/2024|24/3/2024|630,72||FACTURA D0010812
00000682|D0010500|CA|02|23/2/2024|18/2/2024|-0,91||FACTURA D0010500
00000100|D0010797|FC|25|22/2/2024|23/3/2024|453,27||FACTURA D0010797
00000666|D0010749|NC||23/2/2024|23/2/2024|-84,04|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000666|D0010749|CA|02|23/2/2024|15/3/2024|-336,14||FACTURA D0010749
00000689|D0010814|FC|04|23/2/2024|24/3/2024|263,92||FACTURA D0010814
00000193|D0010815|FC|30|23/2/2024|24/3/2024|744,59||FACTURA D0010815
00000095|D0010477|NC||23/2/2024|23/2/2024|-325,22|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000095|D0010479|NC||23/2/2024|23/2/2024|-152,99|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000095|D0010477|AB|34|23/2/2024|3/3/2024|-300,90||CANC.MULT.REC.COB No.
00000095|D0010479|AB|34|23/2/2024|3/3/2024|-611,98||CANC.MULT.REC.COB No.
00000095|D0010480|AB|34|23/2/2024|3/3/2024|-173,32||CANC.MULT.REC.COB No.
00000021|D0010191|AB|34|23/2/2024|8/2/2024|-2,67||CANC.MULT.REC.COB No.
00000021|D0010192|AB|34|23/2/2024|8/2/2024|-72,33||CANC.MULT.REC.COB No.
00000563|D0010339|CA|01|23/2/2024|8/2/2024|-205,57||FACTURA D0010339
00000466|D0010421|CA|33|23/2/2024|14/2/2024|-280,93||FACTURA D0010421
00000163|D0010196|AB|01|23/2/2024|8/2/2024|-361,44||CANC.MULT.REC.COB No.
00000163|D0010197|AB|01|23/2/2024|8/2/2024|-238,56||CANC.MULT.REC.COB No.
00000043|D0009707|AB|01|23/2/2024|30/11/2023|-210,42||CANC.MULT.REC.COB No.
00000043|D0009708|AB|01|23/2/2024|30/11/2023|-1202,63||CANC.MULT.REC.COB No.
00000043|D0009709|AB|01|23/2/2024|30/11/2023|-86,95||CANC.MULT.REC.COB No.
00000088|D0009909|CA|01|23/2/2024|2/12/2023|-60,00||FACTURA D0009909
00000555|D0010744|NC||23/2/2024|23/2/2024|-114,31|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000555|D0010744|CA|02|23/2/2024|15/3/2024|-457,26||FACTURA D0010744
00000561|D0010816|FC|19|23/2/2024|24/3/2024|882,10||FACTURA D0010816
00000039|D0010817|FC|02|23/2/2024|24/3/2024|856,82||FACTURA D0010817
00000039|D0010818|FC|02|23/2/2024|24/3/2024|861,24||FACTURA D0010818
00000500|00003038|NC|01|23/2/2024|23/2/2024|-1084,72|NCCLIESP|FACTURA:00003038
00000500|00003039|NC|01|23/2/2024|23/2/2024|-900,89|NCCLIESP|FACTURA:00003039
00000500|00003040|NC|01|23/2/2024|23/2/2024|-815,60|NCCLIESP|FACTURA:00003040
00000500|00003041|NC|01|23/2/2024|23/2/2024|-461,55|NCCLIESP|FACTURA:00003041
00000563|D0010819|FC|01|23/2/2024|24/3/2024|519,41||FACTURA D0010819
00000730|D0010820|FC|25|23/2/2024|24/3/2024|1480,55||FACTURA D0010820
00000330|D0010486|CA|02|23/2/2024|17/2/2024|-80,00||FACTURA D0010486
00000309|D0010823|FC|25|23/2/2024|24/3/2024|357,02||FACTURA D0010823
00000268|D0010822|FC|04|23/2/2024|24/3/2024|1095,11||FACTURA D0010822
00000095|D0010824|FC|34|23/2/2024|8/4/2024|2473,72||FACTURA D0010824
00000100|D0010745|NC||26/2/2024|26/2/2024|-75,60|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000100|D0010745|CA|25|26/2/2024|15/3/2024|-3,78||FACTURA D0010745
00000621|00003045|CA|01|26/2/2024|2/2/2024|-1957,34||IVA CORRESPONDIENTE A LA FACTU
00000474|D0010214|CA|04|26/2/2024|8/2/2024|-120,00||FACTURA D0010214
00000621|D0010654|CA|01|26/2/2024|2/4/2024|-337,65||FACTURA D0010654
00000551|D0010193|CA|04|26/2/2024|8/2/2024|-40,00||FACTURA D0010193
00000539|D0010827|FC|25|26/2/2024|11/4/2024|2168,01||FACTURA D0010827
00000498|D0010828|FC|19|26/2/2024|11/4/2024|1839,08||FACTURA D0010828
00000498|D0010829|FC|19|26/2/2024|27/3/2024|544,07||FACTURA D0010829
00000561|D0010830|FC|19|26/2/2024|27/3/2024|1665,91||FACTURA D0010830
00000621|00003058|CA|01|26/2/2024|26/2/2024|-272,94||IVA CORRESPONDIENTE A LA FACTU
00000621|D0010757|CA|01|26/2/2024|16/3/2024|-46,97||FACTURA D0010757
00000561|D0010831|FC|19|26/2/2024|27/3/2024|238,33||FACTURA D0010831
00000048|D0010832|FC|34|26/2/2024|27/3/2024|551,72||FACTURA D0010832
00000132|D0010825|FC|02|26/2/2024|27/3/2024|612,74||FACTURA D0010825
00000397|D0010773|NC||26/2/2024|26/2/2024|-61,09|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000397|D0010773|CA|04|26/2/2024|20/3/2024|-240,00||FACTURA D0010773
00000355|D0010834|FC|01|26/2/2024|11/4/2024|1701,93||FACTURA D0010834
00000400|D0010835|FC|02|26/2/2024|27/3/2024|464,11||FACTURA D0010835
00000400|D0010836|FC|02|26/2/2024|27/3/2024|182,18||FACTURA D0010836
00000355|D0010837|FC|01|26/2/2024|11/4/2024|1099,03||FACTURA D0010837
00000355|D0010838|FC|01|26/2/2024|11/4/2024|1221,33||FACTURA D0010838
00000745|D0010787|NC||26/2/2024|26/2/2024|-107,46|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000745|D0010787|CA|01|26/2/2024|22/3/2024|-429,82||FACTURA D0010787
00000360|D0010839|FC|01|26/2/2024|11/4/2024|1666,59||FACTURA D0010839
00000360|D0010840|FC|01|26/2/2024|11/4/2024|1286,15||FACTURA D0010840
00000360|D0010841|FC|01|26/2/2024|11/4/2024|237,41||FACTURA D0010841
00000727|D0010540|NC||26/2/2024|26/2/2024|-105,80|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000727|D0010540|CA|35|26/2/2024|24/2/2024|-23,20||FACTURA D0010540
00000492|D0010842|FC|04|26/2/2024|27/3/2024|1035,95||FACTURA D0010842
00000709|D0009448|AB|01|26/2/2024|14/10/2023|-60,10||CANC.MULT.REC.COB No.
00000709|D0009635|AB|01|26/2/2024|5/11/2023|-79,90||CANC.MULT.REC.COB No.
00000492|D0010843|FC|04|26/2/2024|27/3/2024|727,84||FACTURA D0010843
00000492|D0010845|FC|04|26/2/2024|27/3/2024|79,28||FACTURA D0010845
00000390|D0009928|CA|19|26/2/2024|3/12/2023|-2,65||FACTURA D0009928
00000102|D0010846|FC|30|26/2/2024|27/3/2024|478,54||FACTURA D0010846
00000016|D0010686|NC||26/2/2024|26/2/2024|-44,53|DCTO.P.PAG|DCTO P/PAGO AL 10.00%
00000016|D0010686|CA|02|26/2/2024|7/3/2024|-298,65||FACTURA D0010686
00000051|D0010848|FC|19|26/2/2024|27/3/2024|1035,73||FACTURA D0010848
00000051|D0010849|FC|19|26/2/2024|27/3/2024|389,05||FACTURA D0010849
00000596|D0010850|FC|01|26/2/2024|27/3/2024|120,16||FACTURA D0010850
00000397|D0010773|CA|04|26/2/2024|20/3/2024|-4,38||FACTURA D0010773
00000470|D0010851|FC|02|26/2/2024|27/3/2024|128,30||FACTURA D0010851
00000393|D0010826|FC|04|26/2/2024|27/3/2024|347,75||FACTURA D0010826
00000470|D0010554|NC||26/2/2024|26/2/2024|-31,62|DCTO.P.PAG|DCTO P/PAGO AL 10.00%
00000470|D0010554|AB|02|26/2/2024|24/2/2024|-284,59||CANC.MULT.REC.COB No.
00000470|D0010678|AB|02|26/2/2024|6/3/2024|-0,41||CANC.MULT.REC.COB No.
00000460|D0010852|FC|01|26/2/2024|27/3/2024|719,89||FACTURA D0010852
00000496|D0010833|FC|04|26/2/2024|27/3/2024|314,52||FACTURA D0010833
00000016|D0010686|CA|02|26/2/2024|7/3/2024|-102,09||FACTURA D0010686
00000460|D0010853|FC|01|26/2/2024|27/3/2024|599,50||FACTURA D0010853
00000460|D0010854|FC|01|26/2/2024|27/3/2024|129,07||FACTURA D0010854
00000139|D0010372|NC||26/2/2024|26/2/2024|-129,32|DCTO.P.PAG|DCTO P/PAGO AL 15.00%
00000139|D0010372|CA|02|26/2/2024|10/3/2024|-255,78||FACTURA D0010372
00000554|D0010856|FC|02|26/2/2024|27/3/2024|307,21||FACTURA D0010856
00000631|D0010847|FC|02|26/2/2024|27/3/2024|734,98||FACTURA D0010847
00000691|D0010779|NC||26/2/2024|26/2/2024|-68,73|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000691|D0010779|CA|02|26/2/2024|20/3/2024|-270,00||FACTURA D0010779
00000403|D0010857|FC|19|26/2/2024|27/3/2024|482,41||FACTURA D0010857
00000377|D0010534|CA|01|26/2/2024|23/2/2024|-390,00||FACTURA D0010534
00000621|D0010863|FC|01|26/2/2024|26/4/2024|1495,01||FACTURA D0010863
00000621|D0010864|FC|01|26/2/2024|26/4/2024|528,16||FACTURA D0010864
00000621|D0010865|FC|01|26/2/2024|26/4/2024|971,75||FACTURA D0010865
00000088|D0010858|FC|01|26/2/2024|11/4/2024|1056,65||FACTURA D0010858
00000088|D0010866|FC|01|26/2/2024|27/3/2024|297,92||FACTURA D0010866
00000474|D0010214|CA|04|27/2/2024|8/2/2024|-35,00||FACTURA D0010214
00000413|D0010804|CA|02|27/2/2024|23/3/2024|-200,00||FACTURA D0010804
00000691|D0010779|CA|02|27/2/2024|20/3/2024|-4,92||FACTURA D0010779
00000073|D0010753|NC||27/2/2024|27/2/2024|-72,11|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000073|D0010753|CA|04|27/2/2024|16/3/2024|-288,45||FACTURA D0010753
00000500|D0010871|FC|01|27/2/2024|27/4/2024|790,92||FACTURA D0010871
00000731|D0010575|NC||27/2/2024|27/2/2024|-98,14|DCTO.P.PAG|DCTO P/PAGO AL 10.00%
00000731|D0010575|CA|19|27/2/2024|29/2/2024|-883,27||FACTURA D0010575
00000697|D0010855|FC|30|26/2/2024|27/3/2024|396,13||FACTURA D0010855
00000500|D0010870|FC|01|27/2/2024|27/4/2024|780,66||FACTURA D0010870
00000560|D0010872|FC|01|27/2/2024|27/4/2024|649,88||FACTURA D0010872
00000560|D0010873|FC|01|27/2/2024|27/4/2024|226,17||FACTURA D0010873
00000413|D0010804|CA|02|27/2/2024|23/3/2024|-166,62||FACTURA D0010804
00000105|D0010874|FC|04|27/2/2024|28/3/2024|346,28||FACTURA D0010874
00000051|00003058|FC|19|27/2/2024|27/2/2024|5977,42||IVA CORRESPONDIENTE A LA FACTU
00000051|00003059|FC|19|27/2/2024|27/2/2024|2245,30||IVA CORRESPONDIENTE A LA FACTU
00000016|00003050|NC|02|26/2/2024|26/2/2024|-258,26||IVA CORRESPONDIENTE A LA FACTU
